Frame	Mem Length	A-CatApicalMean	A-CatApicalSum	A-CatApicalNorm	A-CatApicalVertices	ActinApicalMean	ActinApicalSum	ActinApicalNorm	ActinApicalVertices	ApicalRatio	A-CatMedialMean	A-CatMedialSum	A-CatMedialNorm	A-CatMedialVertices	ActinMedialMean	ActinMedialSum	ActinMedialNorm	ActinMedialVertices	MedialRatio	A-CatBasalMean	A-CatBasalSum	A-CatBasalNorm	A-CatBasalVertices	ActinBasalMean	ActinBasalSum	ActinBasalNorm	ActinBasalVertices	BasalRatio
14	14.560	38.577	3009.000	2.196	30.357	44.976	1889	1.945	44.976	0.886	30.357	1275	1.728	30.357	44.976	1889	1.945	44.976	1.126	82.524	3466	2.259	82.524	43.286	1818	1.012	43.286	0.448
15	15.297	56.733	3404	3.151	38.762	57.095	2398	2.397	57.095	0.761	38.762	1628	2.153	38.762	57.095	2398	2.397	57.095	1.114	73.619	3092	1.998	73.619	52.119	2189	1.224	52.119	0.612
16	12.590	41.596	2371	2.251	39.905	68.667	2884	2.826	68.667	1.255	39.905	1676	2.160	39.905	68.667	2884	2.826	68.667	1.308	89.214	3747.000	2.416	89.214	55.429	2328	1.314	55.429	0.544
17	13.038	47.321	2508	2.720	44.476	60.548	2543	2.665	60.548	0.980	44.476	1868	2.557	44.476	60.548	2543	2.665	60.548	1.042	75.667	3178	2.101	75.667	59.881	2515	1.415	59.881	0.673
18	13.928	40.400	2828	2.319	47.548	58.833	2471	2.574	58.833	1.110	47.548	1997.000	2.730	47.548	58.833	2471	2.574	58.833	0.943	104.810	4402	2.917	104.810	50.905	2138	1.205	50.905	0.413
19	15.232	43.484	2696	2.447	37.500	55.167	2317	2.339	55.167	0.956	37.500	1575	2.110	37.500	55.167	2317	2.339	55.167	1.108	79.429	3336	2.189	79.429	58.905	2474	1.395	58.905	0.637
20	11.543	36.750	1911	2.114	36.238	53.119	2231	2.344	53.119	1.109	36.238	1522	2.084	36.238	53.119	2231	2.344	53.119	1.125	81.190	3410	2.265	81.190	55.476	2330	1.316	55.476	0.581
21	10.920	35.491	2023	2.083	36.929	61.048	2564	2.705	61.048	1.299	36.929	1551	2.167	36.929	61.048	2564	2.705	61.048	1.248	97.048	4076	2.739	97.048	57.214	2403	1.347	57.214	0.492
22	10.595	36.245	1776	2.120	41.857	63.214	2655	2.843	63.214	1.341	41.857	1758.000	2.448	41.857	63.214	2655	2.843	63.214	1.161	76.786	3225.000	2.166	76.786	53.143	2232	1.261	53.143	0.582
23	9.487	41.929	1761	2.442	39.429	57.119	2399	2.547	57.119	1.043	39.429	1656	2.296	39.429	57.119	2399	2.547	57.119	1.109	60.619	2546	1.712	60.619	54.881	2305	1.309	54.881	0.765
24	9.192	33.545	1476	1.918	37.357	68.214	2865.000	2.974	68.214	1.550	37.357	1569.000	2.136	37.357	68.214	2865.000	2.974	68.214	1.392	82.548	3467	2.323	82.548	56.048	2354	1.340	56.048	0.577
25	8.276	29.857	1254	1.814	48.190	65.786	2763.000	3.102	65.786	1.710	48.190	2024	2.927	48.190	65.786	2763.000	3.102	65.786	1.060	104.119	4373	2.997	104.119	53.810	2260	1.284	53.810	0.429
26	9.618	38.620	1931.000	2.407	42.476	50.929	2139	2.453	50.929	1.019	42.476	1784	2.648	42.476	50.929	2139	2.453	50.929	0.926	85.381	3586	2.513	85.381	51.976	2183	1.242	51.976	0.494
27	9.849	35.625	1710	2.107	35.405	51.667	2170	2.343	51.667	1.112	35.405	1487	2.094	35.405	51.667	2170	2.343	51.667	1.119	72.619	3050	2.081	72.619	33.143	1392.000	0.795	33.143	0.382
28	9.862	28.702	1349	1.725	26.262	37	1554	1.720	37	0.997	26.262	1103	1.578	26.262	37	1554	1.720	37	1.090	67.643	2841	1.964	67.643	39.262	1649	0.946	39.262	0.482
29	10.062	46.700	2335	2.872	36.786	42.833	1799	2.050	42.833	0.714	36.786	1545	2.262	36.786	42.833	1799	2.050	42.833	0.906	67.214	2823.000	2.007	67.214	33.548	1409.000	0.804	33.548	0.400
30	8.732	29.814	1282	1.792	36.857	50.333	2114	2.334	50.333	1.302	36.857	1548.000	2.215	36.857	50.333	2114	2.334	50.333	1.053	79.429	3336	2.336	79.429	42.524	1786	1.026	42.524	0.439
31	8.078	21.571	755	1.292	32.857	44.548	1871.000	2.060	44.548	1.594	32.857	1380.000	1.969	32.857	44.548	1871.000	2.060	44.548	1.047	68	2856	1.982	68	43.857	1842.000	1.056	43.857	0.533
32	8.276	27.674	1190	1.708	27.452	39.071	1641	1.876	39.071	1.098	27.452	1153	1.695	27.452	39.071	1641	1.876	39.071	1.107	56.833	2387	1.662	56.833	51.643	2169	1.243	51.643	0.748
33	8.276	20.884	898.000	1.344	24.786	36.071	1515	1.797	36.071	1.337	24.786	1041	1.595	24.786	36.071	1515	1.797	36.071	1.127	62.095	2608	1.870	62.095	59.238	2488	1.415	59.238	0.756
34	13.285	31.651	1994	1.985	30.905	39	1638	1.861	39	0.938	30.905	1298	1.938	30.905	39	1638	1.861	39	0.961	57.381	2410	1.701	57.381	46.095	1936	1.107	46.095	0.651
35	11.543	20.842	1188	1.374	23.286	41.095	1726	2.099	41.095	1.528	23.286	978	1.535	23.286	41.095	1726	2.099	41.095	1.367	70.167	2947	2.133	70.167	50.310	2113	1.203	50.310	0.564
36	11.281	26.944	1455	1.756	23.286	43.119	1811	2.170	43.119	1.236	23.286	978	1.518	23.286	43.119	1811	2.170	43.119	1.430	76.333	3206	2.298	76.333	56.143	2358	1.353	56.143	0.589
37	12.500	21.576	1273	1.440	22.214	37.905	1592	1.979	37.905	1.374	22.214	933	1.483	22.214	37.905	1592	1.979	37.905	1.335	68.881	2893	2.120	68.881	59.857	2514	1.429	59.857	0.674
38	12.166	22	1100	1.467	31.881	29	1218	1.511	29	1.030	31.881	1339	2.125	31.881	29	1218	1.511	29	0.711	56.738	2383	1.762	56.738	47.595	1999	1.136	47.595	0.645
39	11	23.291	1281	1.572	22.357	36.595	1537	1.924	36.595	1.224	22.357	939	1.509	22.357	36.595	1537	1.924	36.595	1.275	67.833	2849	2.120	67.833	60.357	2535	1.440	60.357	0.679
40	11.597	26	1378	1.793	26.881	30.381	1276	1.661	30.381	0.926	26.881	1129	1.854	26.881	30.381	1276	1.661	30.381	0.896	60.786	2553	1.940	60.786	66.643	2799	1.579	66.643	0.814
41	12.590	16.750	938	1.148	27.357	49.833	2093	2.682	49.833	2.337	27.357	1149	1.874	27.357	49.833	2093	2.682	49.833	1.431	71.976	3023	2.283	71.976	44.857	1884.000	1.067	44.857	0.468
42	14.270	19.824	1467	1.332	23.500	32.690	1373	1.732	32.690	1.300	23.500	987	1.579	23.500	32.690	1373	1.732	32.690	1.097	68.905	2894.000	2.156	68.905	58.333	2450	1.397	58.333	0.648
43	14.577	27.576	1820	1.885	29.643	46.857	1968.000	2.544	46.857	1.349	29.643	1245	2.027	29.643	46.857	1968.000	2.544	46.857	1.255	65.429	2748	2.060	65.429	66.619	2798	1.599	66.619	0.776
44	14.870	28.838	2134	1.915	22.429	52.524	2206	2.718	52.524	1.420	22.429	942.000	1.489	22.429	52.524	2206	2.718	52.524	1.825	75.714	3180.000	2.314	75.714	68.714	2886.000	1.651	68.714	0.714
45	17.502	21.619	1816	1.542	23.762	41.524	1744	2.375	41.524	1.540	23.762	998	1.695	23.762	41.524	1744	2.375	41.524	1.401	74.286	3120.000	2.449	74.286	56.476	2372	1.351	56.476	0.552
46	14.396	34.194	2120	2.421	24.643	50.024	2101	2.845	50.024	1.175	24.643	1035	1.745	24.643	50.024	2101	2.845	50.024	1.630	78.405	3293.000	2.586	78.405	56.071	2355	1.343	56.071	0.519
47	14.904	21	1575	1.478	21.262	40.905	1718	2.287	40.905	1.547	21.262	893	1.497	21.262	40.905	1718	2.287	40.905	1.528	76.881	3229	2.513	76.881	50.833	2135	1.214	50.833	0.483
48	17.410	20.130	1852	1.441	21.714	39.286	1650	2.215	39.286	1.537	21.714	912	1.554	21.714	39.286	1650	2.215	39.286	1.425	63.738	2677	2.119	63.738	50.381	2116	1.192	50.381	0.562
49	18.537	23.677	2202	1.737	22.571	47.071	1977	2.788	47.071	1.605	22.571	948.000	1.656	22.571	47.071	1977	2.788	47.071	1.683	63	2646	2.161	63	42.143	1770.000	0.996	42.143	0.461
50	18.002	21.157	1883.000	1.535	21.262	31.643	1329	1.839	31.643	1.198	21.262	893	1.543	21.262	31.643	1329	1.839	31.643	1.192	60.667	2548	2.048	60.667	59.119	2483	1.401	59.119	0.684
51	19.172	22.061	2184	1.653	22.571	36.095	1516	2.224	36.095	1.346	22.571	948.000	1.691	22.571	36.095	1516	2.224	36.095	1.315	74.429	3126	2.674	74.429	58.881	2473	1.553	58.881	0.581
52	18.441	17.347	1648	1.341	15.905	28.786	1209	1.856	28.786	1.384	15.905	668	1.230	15.905	28.786	1209	1.856	28.786	1.510	61.571	2586	2.314	61.571	53.548	2249	1.447	53.548	0.626
53	22.081	22.214	2599	1.649	22.214	33.595	1411	2.058	33.595	1.248	22.214	933	1.649	22.214	33.595	1411	2.058	33.595	1.248	48.786	2049	1.742	48.786	31.881	1339	0.854	31.881	0.490
54	19.827	18.056	1625.000	1.380	17	29.667	1246	1.883	29.667	1.365	17	714	1.299	17	29.667	1246	1.883	29.667	1.449	71.857	3018	2.606	71.857	43.667	1834	1.172	43.667	0.450
55	17.017	27.084	2248	2.073	32.405	37.238	1564	2.367	37.238	1.142	32.405	1361	2.480	32.405	37.238	1564	2.367	37.238	0.954	60.214	2529	2.243	60.214	41.762	1754	1.142	41.762	0.509
56	14.705	18.149	1216	1.374	23.810	32.190	1352	1.994	32.190	1.451	23.810	1000	1.802	23.810	32.190	1352	1.994	32.190	1.106	62.905	2642	2.308	62.905	51.500	2163	1.420	51.500	0.615
57	10.892	24.458	1174	1.826	22.929	25.238	1060	1.550	25.238	0.849	22.929	963.000	1.712	22.929	25.238	1060	1.550	25.238	0.906	62.833	2639	2.251	62.833	52.762	2216	1.461	52.762	0.649
58	12.966	24.697	1630	1.796	21.738	31.214	1311	1.848	31.214	1.029	21.738	913	1.581	21.738	31.214	1311	1.848	31.214	1.169	54.905	2306	1.929	54.905	42.548	1787.000	1.183	42.548	0.613
59	13	23.246	1511	1.675	15.071	29.071	1221	1.716	29.071	1.025	15.071	633	1.086	15.071	29.071	1221	1.716	29.071	1.580	66.714	2802.000	2.297	66.714	40.262	1691	1.091	40.262	0.475
60	11.845	21.291	1171	1.582	25	32.286	1356	1.955	32.286	1.236	25	1050	1.857	25	32.286	1356	1.955	32.286	1.053	54.452	2287	1.914	54.452	42.905	1802	1.100	42.905	0.575
61	12.021	20.877	1190	1.492	27.548	38.976	1637	2.228	38.976	1.493	27.548	1157	1.969	27.548	38.976	1637	2.228	38.976	1.132	50.143	2106	1.713	50.143	51.095	2146	1.293	51.095	0.755
62	6.755	28.531	913	2.028	21.333	32.524	1366	1.850	32.524	0.912	21.333	896	1.516	21.333	32.524	1366	1.850	32.524	1.220	52.595	2209	1.760	52.595	42.524	1786	1.070	42.524	0.608
63	10.753	22.418	1233	1.556	18.143	47.619	2000	2.616	47.619	1.682	18.143	762	1.259	18.143	47.619	2000	2.616	47.619	2.078	56.810	2386	1.857	56.810	43.952	1846.000	1.105	43.952	0.595
64	13.002	33.695	1988	2.356	42.095	51.476	2162	2.856	51.476	1.212	42.095	1768	2.943	42.095	51.476	2162	2.856	51.476	0.970	57.548	2417	1.882	57.548	42.381	1780	1.060	42.381	0.563
65	12.750	23.185	1507	1.600	29.429	47.262	1985	2.566	47.262	1.603	29.429	1236	2.031	29.429	47.262	1985	2.566	47.262	1.263	65.667	2758	2.095	65.667	50.310	2113	1.249	50.310	0.596
66	11.761	25.288	1315	1.710	18.452	39.476	1658	2.117	39.476	1.238	18.452	775	1.248	18.452	39.476	1658	2.117	39.476	1.696	78.786	3309.000	2.499	78.786	45.786	1923	1.130	45.786	0.452
67	11.524	15.564	856	1.043	26.643	47.167	1981	2.511	47.167	2.408	26.643	1119	1.785	26.643	47.167	1981	2.511	47.167	1.407	66	2772	2.078	66	66.095	2776.000	1.642	66.095	0.791
68	13.060	29.966	1768	2.101	29.238	33.357	1401.000	1.865	33.357	0.888	29.238	1228	2.050	29.238	33.357	1401.000	1.865	33.357	0.910	64.143	2694	2.090	64.143	52.714	2214	1.290	52.714	0.617
69	13.271	23.254	1372	1.610	16.929	27.333	1148	1.493	27.333	0.927	16.929	711.000	1.172	16.929	27.333	1148	1.493	27.333	1.273	67.976	2855	2.198	67.976	51.619	2168	1.268	51.619	0.577
70	12.127	26.818	1475	1.878	19.476	32.571	1368	1.833	32.571	0.976	19.476	818.000	1.364	19.476	32.571	1368	1.833	32.571	1.344	71.929	3021	2.378	71.929	51.929	2181	1.282	51.929	0.539
71	12.023	26.600	1596	1.889	19.024	34.929	1467	1.993	34.929	1.055	19.024	799.000	1.351	19.024	34.929	1467	1.993	34.929	1.475	69.929	2937	2.321	69.929	51.048	2144	1.253	51.048	0.540
72	11.180	21.123	1204	1.523	26.952	28.262	1187	1.637	28.262	1.075	26.952	1132	1.943	26.952	28.262	1187	1.637	28.262	0.842	60.310	2533	2.070	60.310	69.286	2910.000	1.760	69.286	0.850
73	8.934	21.951	900.000	1.584	24.786	32.738	1375	1.907	32.738	1.204	24.786	1041	1.789	24.786	32.738	1375	1.907	32.738	1.066	64.810	2722	2.212	64.810	53.524	2248	1.324	53.524	0.599
74	12.412	21.145	1311	1.520	24.690	29.667	1246	1.715	29.667	1.128	24.690	1037	1.775	24.690	29.667	1246	1.715	29.667	0.966	62.524	2626	2.106	62.524	47.762	2006	1.185	47.762	0.563
75	13.757	24.044	1635	1.777	24.881	32.143	1350.000	1.938	32.143	1.090	24.881	1045	1.839	24.881	32.143	1350.000	1.938	32.143	1.054	58.167	2443	2.045	58.167	50.881	2137	1.277	50.881	0.625
76	11.339	18.983	1101	1.408	31.190	25.333	1064	1.553	25.333	1.103	31.190	1310	2.314	31.190	25.333	1064	1.553	25.333	0.671	48.976	2057	1.740	48.976	52.024	2185	1.350	52.024	0.776
77	12.730	21.554	1401	1.623	21.238	27.214	1143	1.694	27.214	1.044	21.238	892	1.599	21.238	27.214	1143	1.694	27.214	1.059	67.786	2847.000	2.400	67.786	50.714	2130	1.277	50.714	0.532
78	10.539	19.623	1040	1.464	16.286	32.381	1360	2.001	32.381	1.367	16.286	684	1.215	16.286	32.381	1360	2.001	32.381	1.647	64.310	2701	2.295	64.310	61.714	2592	1.528	61.714	0.666
79	10.866	15.556	840	1.203	14.905	22.738	955	1.467	22.738	1.220	14.905	626	1.152	14.905	22.738	955	1.467	22.738	1.273	56.405	2369	2.059	56.405	71.667	3010	1.749	71.667	0.850
80	12.495	23.779	1617	1.767	20.762	23.690	995	1.446	23.690	0.819	20.762	872	1.543	20.762	23.690	995	1.446	23.690	0.938	61.405	2579	2.159	61.405	52.619	2210	1.290	52.619	0.598
81	11.404	13.480	674	1.016	12.881	29.810	1252	1.856	29.810	1.827	12.881	541	0.971	12.881	29.810	1252	1.856	29.810	1.912	46.214	1941	1.657	46.214	43.762	1838	1.074	43.762	0.648
82	8.934	21.457	987	1.593	20.167	32.262	1355	1.967	32.262	1.235	20.167	847	1.497	20.167	32.262	1355	1.967	32.262	1.314	57.738	2425	2.039	57.738	54.571	2292	1.356	54.571	0.665
83	13.777	25.891	1657	1.834	20.048	29.738	1249	1.707	29.738	0.931	20.048	842	1.420	20.048	29.738	1249	1.707	29.738	1.202	63.762	2678	2.152	63.762	61.952	2602	1.539	61.952	0.715
84	13.328	25.886	1812	1.879	20.714	36.429	1530	2.166	36.429	1.153	20.714	870	1.504	20.714	36.429	1530	2.166	36.429	1.440	62.405	2621	2.141	62.405	67.738	2845	1.685	67.738	0.787
85	10.983	32.038	1666	2.291	26.500	55.143	2316	3.201	55.143	1.397	26.500	1113	1.895	26.500	55.143	2316	3.201	55.143	1.689	64.643	2715	2.210	64.643	51.643	2169	1.292	51.643	0.585
86	11.424	25.983	1559	1.843	24.167	41.857	1758.000	2.391	41.857	1.297	24.167	1015	1.714	24.167	41.857	1758.000	2.391	41.857	1.395	69.667	2926	2.368	69.667	50.857	2136	1.297	50.857	0.548
87	11.792	25.983	1507	1.786	22.786	29.048	1220	1.597	29.048	0.894	22.786	957	1.567	22.786	29.048	1220	1.597	29.048	1.019	65.976	2771	2.155	65.976	38.286	1608	0.965	38.286	0.448
88	13.174	20.466	1494	1.396	27.619	35.024	1471	1.895	35.024	1.357	27.619	1160	1.884	27.619	35.024	1471	1.895	35.024	1.006	53.976	2267	1.757	53.976	54.238	2278	1.351	54.238	0.769
89	14.485	25.720	1929	1.763	31.024	33.881	1423	1.853	33.881	1.051	31.024	1303	2.127	31.024	33.881	1423	1.853	33.881	0.871	86.190	3620	2.813	86.190	44.095	1852	1.100	44.095	0.391
90	10.446	26.431	1533	1.844	22.881	21.738	913	1.223	21.738	0.664	22.881	961	1.596	22.881	21.738	913	1.223	21.738	0.767	60.738	2551	2.036	60.738	45.571	1914	1.134	45.571	0.557
91	8.404	19.098	783	1.314	25.143	24.095	1012	1.318	24.095	1.003	25.143	1056	1.730	25.143	24.095	1012	1.318	24.095	0.762	66.762	2804	2.175	66.762	34.452	1447.000	0.862	34.452	0.396
92	11.448	25.966	1506	1.736	22.857	31.571	1326	1.679	31.571	0.967	22.857	960	1.528	22.857	31.571	1326	1.679	31.571	1.099	78.333	3290	2.504	78.333	55.524	2332	1.390	55.524	0.555
93	10.854	25.261	1162	1.715	27.952	36.310	1525	1.967	36.310	1.146	27.952	1174	1.898	27.952	36.310	1525	1.967	36.310	1.036	74.571	3132	2.411	74.571	52.286	2196	1.309	52.286	0.543
94	8.404	23.400	936	1.536	26.524	43.738	1837	2.267	43.738	1.476	26.524	1114	1.741	26.524	43.738	1837	2.267	43.738	1.302	61.786	2595	1.960	61.786	49.048	2060	1.228	49.048	0.627
95	9.991	24.943	1322	1.622	22.143	28.929	1215	1.481	28.929	0.913	22.143	930	1.440	22.143	28.929	1215	1.481	28.929	1.028	69.690	2927	2.175	69.690	55.143	2316	1.384	55.143	0.636
96	12.649	25.971	1766	1.669	27.929	31.452	1321	1.596	31.452	0.956	27.929	1173	1.795	27.929	31.452	1321	1.596	31.452	0.889	65.500	2751	2.025	65.500	61.976	2603	1.556	61.976	0.768
97	12.495	20.345	1180	1.314	26.333	34.167	1435	1.742	34.167	1.326	26.333	1106	1.701	26.333	34.167	1435	1.742	34.167	1.024	51.500	2163	1.605	51.500	52.381	2200	1.315	52.381	0.819
98	12.500	24.656	1504	1.631	26.286	35.643	1497.000	1.878	35.643	1.151	26.286	1104	1.739	26.286	35.643	1497.000	1.878	35.643	1.080	69.286	2910.000	2.187	69.286	42.119	1769	1.056	42.119	0.483
99	12.003	20.492	1250	1.335	19.905	35.167	1477	1.813	35.167	1.359	19.905	836	1.296	19.905	35.167	1477	1.813	35.167	1.399	67.929	2853	2.152	67.929	39.333	1652	1.003	39.333	0.466
100	10.977	19.712	1025	1.229	35.119	40.524	1702	1.977	40.524	1.609	35.119	1475	2.189	35.119	40.524	1702	1.977	40.524	0.903	64.595	2713.000	1.954	64.595	40.048	1682.000	1.011	40.048	0.517
101	10.407	24.086	1397	1.490	28.571	37.286	1566	1.793	37.286	1.203	28.571	1200	1.767	28.571	37.286	1566	1.793	37.286	1.014	79.714	3348.000	2.382	79.714	35.929	1509	0.913	35.929	0.383
102	12.260	33.267	1996	2.022	33.595	43.167	1813	2.048	43.167	1.013	33.595	1411	2.042	33.595	43.167	1813	2.048	43.167	1.003	77.405	3251.000	2.301	77.405	38.833	1631	0.985	38.833	0.428
103	11.654	23.036	1290	1.417	24.714	34.071	1431	1.649	34.071	1.164	24.714	1038	1.520	24.714	34.071	1431	1.649	34.071	1.085	70.214	2949.000	2.095	70.214	31.524	1324	0.798	31.524	0.381
104	9.169	26.283	1393	1.678	28	25.286	1062	1.264	25.286	0.753	28	1176	1.788	28	25.286	1062	1.264	25.286	0.707	62.310	2617	1.909	62.310	46.548	1955.000	1.172	46.548	0.614
105	12.816	18.781	1202	1.191	22.452	23.119	971	1.147	23.119	0.963	22.452	943	1.424	22.452	23.119	971	1.147	23.119	0.806	49.333	2072	1.516	49.333	40.119	1685	1.010	40.119	0.666
106	11.339	28.308	1472	1.730	30.429	36.810	1546	1.765	36.810	1.020	30.429	1278	1.859	30.429	36.810	1546	1.765	36.810	0.949	66.738	2803	2.001	66.738	35	1470	0.883	35	0.441
107	12.127	30.180	1841	1.876	31.119	48.524	2038	2.370	48.524	1.263	31.119	1307	1.935	31.119	48.524	2038	2.370	48.524	1.225	80.262	3371	2.457	80.262	39.643	1665.000	1.000	39.643	0.407
108	15.524	21.443	1694	1.321	26.333	41.786	1755	1.998	41.786	1.512	26.333	1106	1.622	26.333	41.786	1755	1.998	41.786	1.231	76.571	3216	2.303	76.571	40.833	1715	1.033	40.833	0.449
109	19.015	23.505	2233	1.442	33.405	44.548	1871.000	2.124	44.548	1.473	33.405	1403	2.049	33.405	44.548	1871.000	2.124	44.548	1.037	75.429	3168	2.267	75.429	29.905	1256	0.758	29.905	0.334
110	13.777	33.014	2410	2.077	38.857	48.619	2042	2.365	48.619	1.139	38.857	1632.000	2.444	38.857	48.619	2042	2.365	48.619	0.968	72.500	3045	2.206	72.500	50.619	2126	1.273	50.619	0.577
111	12.442	36.233	2174	2.257	40.167	74.143	3114	3.576	74.143	1.585	40.167	1687	2.502	40.167	74.143	3114	3.576	74.143	1.429	61.524	2584	1.878	61.524	53.548	2249	1.386	53.548	0.738
112	12.068	38.607	2162	2.316	42.548	48.286	2028	2.228	48.286	0.962	42.548	1787.000	2.552	42.548	48.286	2028	2.228	48.286	0.873	80.024	3361	2.355	80.024	32.286	1356	0.818	32.286	0.348
113	10.934	35.019	1891	2.141	33.143	52.310	2197	2.486	52.310	1.161	33.143	1392.000	2.026	33.143	52.310	2197	2.486	52.310	1.227	72.095	3028.000	2.145	72.095	37.214	1563	0.936	37.214	0.436
114	9.582	41.558	1787	2.510	29.405	53.357	2241	2.472	53.357	0.985	29.405	1235	1.776	29.405	53.357	2241	2.472	53.357	1.392	83.524	3508	2.486	83.524	42.667	1792	1.072	42.667	0.431
115	9.277	45.500	1911	2.616	32.929	51.071	2145	2.263	51.071	0.865	32.929	1383	1.893	32.929	51.071	2145	2.263	51.071	1.195	87.262	3665	2.513	87.262	42.810	1798	1.081	42.810	0.430
116	8.793	53.690	2255	3.143	43.738	73.167	3073	3.281	73.167	1.044	43.738	1837	2.560	43.738	73.167	3073	3.281	73.167	1.282	84.905	3566.000	2.476	84.905	43.595	1831	1.100	43.595	0.444
117	6.973	50.344	1611	2.830	47.238	61.738	2593	2.640	61.738	0.933	47.238	1984	2.655	47.238	61.738	2593	2.640	61.738	0.994	81.405	3419.000	2.372	81.405	40.262	1691	1.016	40.262	0.428
118	10.831	40.807	2326	2.475	29.976	34.429	1446	1.602	34.429	0.647	29.976	1259	1.818	29.976	34.429	1446	1.602	34.429	0.881	87.905	3692.000	2.636	87.905	35.667	1498	0.897	35.667	0.340
119	14.560	29.973	2218	1.692	39.810	39.786	1671	1.708	39.786	1.009	39.810	1672	2.248	39.810	39.786	1671	1.708	39.786	0.760	57.929	2433	1.674	57.929	36.476	1532	0.925	36.476	0.553
120	12.966	33.708	2191	1.930	55.095	32.857	1380.000	1.429	32.857	0.741	55.095	2314	3.154	55.095	32.857	1380.000	1.429	32.857	0.453	63.571	2670	1.847	63.571	30.119	1265	0.759	30.119	0.411
121	9.250	31.479	1511	1.837	34.167	42.976	1805	1.893	42.976	1.030	34.167	1435	1.994	34.167	42.976	1805	1.893	42.976	0.949	56.405	2369	1.671	56.405	40.095	1684	1.006	40.095	0.602
122	10.041	39.571	2216	2.310	37.333	51.429	2160	2.290	51.429	0.991	37.333	1568	2.179	37.333	51.429	2160	2.290	51.429	1.051	87.024	3655	2.580	87.024	30.429	1278	0.770	30.429	0.298
123	14.009	34.515	2278	2.080	40.595	33.571	1410	1.555	33.571	0.748	40.595	1705	2.446	40.595	33.571	1410	1.555	33.571	0.636	77.405	3251.000	2.349	77.405	29.786	1251	0.753	29.786	0.321
124	12.777	33.478	2310	1.939	44.571	56.024	2353	2.500	56.024	1.289	44.571	1872	2.582	44.571	56.024	2353	2.500	56.024	0.968	63.857	2682	1.934	63.857	36.071	1515	0.913	36.071	0.472
