Frame	Mem Length	A-CatApicalMean	A-CatApicalSum	A-CatApicalNorm	A-CatApicalVertices	ActinApicalMean	ActinApicalSum	ActinApicalNorm	ActinApicalVertices	ApicalRatio	A-CatMedialMean	A-CatMedialSum	A-CatMedialNorm	A-CatMedialVertices	ActinMedialMean	ActinMedialSum	ActinMedialNorm	ActinMedialVertices	MedialRatio	A-CatBasalMean	A-CatBasalSum	A-CatBasalNorm	A-CatBasalVertices	ActinBasalMean	ActinBasalSum	ActinBasalNorm	ActinBasalVertices	BasalRatio
15	18.507	30.811	2773	1.711	29.905	42.190	1772	1.771	42.190	1.035	29.905	1256	1.661	29.905	42.190	1772	1.771	42.190	1.067	78.238	3286	2.123	78.238	32.929	1383	0.773	32.929	0.364
16	19.878	36.531	3580	1.977	41.881	34.595	1453	1.424	34.595	0.720	41.881	1759	2.267	41.881	34.595	1453	1.424	34.595	0.628	78.786	3309.000	2.134	78.786	29.262	1229	0.694	29.262	0.325
17	18.742	30.439	2983	1.750	38.667	33.262	1397	1.464	33.262	0.837	38.667	1624	2.223	38.667	33.262	1397	1.464	33.262	0.659	76.929	3231	2.136	76.929	28.500	1197	0.673	28.500	0.315
18	17.862	22.229	1556	1.276	32.857	31.238	1312	1.367	31.238	1.071	32.857	1380.000	1.886	32.857	31.238	1312	1.367	31.238	0.725	71.524	3004	1.991	71.524	26.881	1129	0.636	26.881	0.320
19	14.329	33.394	2204	1.879	53.738	38.690	1625	1.641	38.690	0.873	53.738	2257	3.024	53.738	38.690	1625	1.641	38.690	0.542	64.738	2719	1.784	64.738	32.595	1369	0.772	32.595	0.433
20	13.832	31.824	2164	1.830	42.905	35.286	1482	1.557	35.286	0.851	42.905	1802	2.468	42.905	35.286	1482	1.557	35.286	0.631	64.762	2720	1.807	64.762	31.619	1328	0.750	31.619	0.415
21	17.564	31.828	2769	1.868	35.071	32	1344	1.418	32	0.759	35.071	1473	2.058	35.071	32	1344	1.418	32	0.689	66.452	2791	1.875	66.452	33.619	1412	0.792	33.619	0.422
22	15.502	26.487	2066	1.549	39.024	23.833	1001	1.072	23.833	0.692	39.024	1639	2.282	39.024	23.833	1001	1.072	23.833	0.470	77.500	3255	2.186	77.500	30.381	1276	0.721	30.381	0.330
23	13.252	29.354	1908	1.709	35.500	36.810	1546	1.642	36.810	0.960	35.500	1491	2.067	35.500	36.810	1546	1.642	36.810	0.794	72.595	3049.000	2.051	72.595	25.810	1084	0.616	25.810	0.300
24	14.080	30.634	2175	1.752	45.929	34.881	1465	1.520	34.881	0.868	45.929	1929	2.626	45.929	34.881	1465	1.520	34.881	0.579	68.976	2897	1.941	68.976	24.976	1049	0.597	24.976	0.308
25	15.988	22.108	1636	1.343	35.738	28.571	1200	1.347	28.571	1.003	35.738	1501	2.171	35.738	28.571	1200	1.347	28.571	0.621	54.143	2274	1.558	54.143	29.762	1250	0.710	29.762	0.456
26	18.334	21.726	1825.000	1.354	29.643	34.452	1447.000	1.659	34.452	1.225	29.643	1245	1.848	29.643	34.452	1447.000	1.659	34.452	0.898	59.214	2487	1.743	59.214	38.143	1602.000	0.911	38.143	0.523
27	21.773	23.591	2595	1.395	32.095	37.286	1566	1.691	37.286	1.212	32.095	1348	1.898	32.095	37.286	1566	1.691	37.286	0.891	63.929	2685	1.832	63.929	23.143	972	0.555	23.143	0.303
28	21.786	30.354	3005	1.824	34.690	38.452	1615.000	1.787	38.452	0.980	34.690	1457	2.084	34.690	38.452	1615.000	1.787	38.452	0.858	66.286	2784.000	1.925	66.286	33.214	1395	0.800	33.214	0.416
29	20.509	26.383	2480	1.622	41.905	38.381	1612	1.837	38.381	1.132	41.905	1760	2.577	41.905	38.381	1612	1.837	38.381	0.713	75.452	3169	2.253	75.452	47.786	2007	1.145	47.786	0.508
30	26.120	28.172	3268	1.693	33.976	50.619	2126	2.347	50.619	1.386	33.976	1427	2.042	33.976	50.619	2126	2.347	50.619	1.149	80.024	3361	2.354	80.024	49.238	2068	1.188	49.238	0.505
31	30.167	31.496	3937	1.887	48	42.952	1804.000	1.986	42.952	1.053	48	2016	2.876	48	42.952	1804.000	1.986	42.952	0.691	77.286	3246.000	2.253	77.286	34.500	1449	0.831	34.500	0.369
32	31.064	34.419	4268	2.125	37.119	36.286	1524	1.743	36.286	0.820	37.119	1559	2.291	37.119	36.286	1524	1.743	36.286	0.761	67.262	2825	1.967	67.262	34.952	1468.000	0.842	34.952	0.428
33	24.627	20.287	2475	1.306	23.310	34.548	1451.000	1.721	34.548	1.318	23.310	979	1.500	23.310	34.548	1451.000	1.721	34.548	1.147	92.238	3874	2.778	92.238	37.214	1563	0.889	37.214	0.320
34	26.326	33.519	4324	2.102	49.643	45.810	1924	2.186	45.810	1.040	49.643	2085	3.113	49.643	45.810	1924	2.186	45.810	0.702	80.643	3387	2.390	80.643	36.095	1516	0.867	36.095	0.363
35	24.007	38.850	4157	2.561	39.524	43.333	1820	2.213	43.333	0.864	39.524	1660	2.605	39.524	43.333	1820	2.213	43.333	0.850	79.762	3350	2.425	79.762	36.929	1551	0.883	36.929	0.364
36	23.971	30.626	3277	1.996	45.167	47.643	2001.000	2.398	47.643	1.201	45.167	1897	2.944	45.167	47.643	2001.000	2.398	47.643	0.815	65.643	2757	1.976	65.643	42.976	1805	1.036	42.976	0.524
37	23.548	27.148	2932	1.812	42.429	43.214	1815	2.256	43.214	1.245	42.429	1782	2.832	42.429	43.214	1815	2.256	43.214	0.797	100.095	4204	3.081	100.095	36.310	1525	0.867	36.310	0.281
38	20.550	25.078	2583	1.672	33.214	34.738	1459	1.810	34.738	1.083	33.214	1395	2.214	33.214	34.738	1459	1.810	34.738	0.818	90.500	3801	2.810	90.500	33.929	1425	0.810	33.929	0.288
39	18.045	29.941	2545	2.020	35.357	31.667	1330	1.665	31.667	0.824	35.357	1485.000	2.386	35.357	31.667	1330	1.665	31.667	0.698	88.548	3719	2.767	88.548	38.810	1630	0.926	38.810	0.335
40	16.481	21.369	1795	1.474	25.119	35.405	1487	1.936	35.405	1.313	25.119	1055	1.732	25.119	35.405	1487	1.936	35.405	1.117	81.452	3421	2.600	81.452	40.405	1697	0.957	40.405	0.368
41	16.434	31.580	2779	2.164	30.810	27.667	1162	1.489	27.667	0.688	30.810	1294	2.111	30.810	27.667	1162	1.489	27.667	0.705	90.071	3783	2.857	90.071	35.857	1506.000	0.853	35.857	0.299
42	12.093	36.839	2063	2.476	26.214	23.738	997	1.258	23.738	0.508	26.214	1101	1.762	26.214	23.738	997	1.258	23.738	0.714	80.405	3377.000	2.516	80.405	43.786	1839	1.049	43.786	0.417
43	12.314	23.770	1450	1.625	30.190	32.667	1372	1.773	32.667	1.091	30.190	1268	2.064	30.190	32.667	1372	1.773	32.667	0.859	91.762	3854	2.889	91.762	37.143	1560.000	0.891	37.143	0.308
44	14.036	26.729	1871	1.775	25	33.905	1424	1.755	33.905	0.989	25	1050	1.660	25	33.905	1424	1.755	33.905	1.057	95.333	4004	2.913	95.333	34.905	1466	0.839	34.905	0.288
45	13	14.846	965	1.059	21.310	19.976	839.000	1.143	19.976	1.079	21.310	895	1.520	21.310	19.976	839.000	1.143	19.976	0.752	76.381	3208	2.519	76.381	38.619	1622	0.924	38.619	0.367
46	16.252	21.427	1757	1.517	24.595	21.714	912	1.235	21.714	0.814	24.595	1033	1.741	24.595	21.714	912	1.235	21.714	0.709	75.381	3166	2.487	75.381	37	1554	0.886	37	0.356
47	11.500	24.450	1467	1.721	33.571	23.619	992	1.321	23.619	0.767	33.571	1410	2.363	33.571	23.619	992	1.321	23.619	0.559	50.571	2124	1.653	50.571	39.714	1668	0.949	39.714	0.574
48	9.753	21.740	1087	1.556	24.595	29.667	1246	1.673	29.667	1.075	24.595	1033	1.760	24.595	29.667	1246	1.673	29.667	0.950	54.476	2288	1.811	54.476	32.024	1345	0.758	32.024	0.418
49	12.010	22.782	1253	1.672	22.095	24.690	1037	1.462	24.690	0.875	22.095	928	1.621	22.095	24.690	1037	1.462	24.690	0.902	66.357	2787	2.277	66.357	42.905	1802	1.014	42.905	0.445
50	9.582	21.250	1020	1.542	24.738	25.548	1073	1.485	25.548	0.963	24.738	1039	1.795	24.738	25.548	1073	1.485	25.548	0.827	67.857	2850	2.290	67.857	36.643	1539.000	0.869	36.643	0.379
51	9.906	14.453	766	1.083	20.476	25.762	1082	1.588	25.762	1.466	20.476	860.000	1.534	20.476	25.762	1082	1.588	25.762	1.035	72.595	3049.000	2.608	72.595	28.238	1186	0.745	28.238	0.285
52	7.319	17.200	516	1.330	20.571	18.190	764	1.173	18.190	0.882	20.571	864.000	1.590	20.571	18.190	764	1.173	18.190	0.738	53.190	2234	1.999	53.190	33.238	1396	0.898	33.238	0.449
53	9.250	17.133	771	1.272	15.905	24.381	1024	1.494	24.381	1.174	15.905	668	1.181	15.905	24.381	1024	1.494	24.381	1.265	42.810	1798	1.529	42.810	33.048	1388.000	0.885	33.048	0.579
54	7.603	15.821	617	1.209	19.333	20.119	845	1.277	20.119	1.056	19.333	812	1.477	19.333	20.119	845	1.277	20.119	0.864	42.048	1766.000	1.525	42.048	35.738	1501	0.959	35.738	0.629
55	8.504	19.263	732	1.474	22.690	27.571	1158	1.752	27.571	1.189	22.690	953	1.737	22.690	27.571	1158	1.752	27.571	1.009	62	2604	2.309	62	30.452	1279	0.833	30.452	0.361
56	8.062	17	697	1.287	22.333	33.024	1387	2.045	33.024	1.590	22.333	938	1.690	22.333	33.024	1387	2.045	33.024	1.210	54.262	2279	1.991	54.262	36.929	1551	1.018	36.929	0.511
57	11.003	23.122	1133	1.726	23.762	31.381	1318	1.928	31.381	1.117	23.762	998	1.774	23.762	31.381	1318	1.928	31.381	1.087	72.976	3065	2.615	72.976	32.714	1374	0.906	32.714	0.346
58	12.291	21.733	1304	1.581	21.952	27.452	1153	1.625	27.452	1.028	21.952	922	1.596	21.952	27.452	1153	1.625	27.452	1.018	63.524	2668	2.232	63.524	36.214	1521	1.007	36.214	0.451
59	14.750	23.907	1793	1.723	28.071	31.310	1315	1.848	31.310	1.073	28.071	1179	2.023	28.071	31.310	1315	1.848	31.310	0.914	48.690	2045	1.676	48.690	26.524	1114	0.719	26.524	0.429
60	13.832	29.029	2003	2.156	25.905	28.929	1215	1.752	28.929	0.812	25.905	1088	1.924	25.905	28.929	1215	1.752	28.929	0.910	78.048	3278	2.743	78.048	34.286	1440	0.879	34.286	0.321
61	14.250	26.733	2005	1.910	32.238	28.714	1206	1.641	28.714	0.859	32.238	1354	2.304	32.238	28.714	1206	1.641	28.714	0.713	57.167	2401	1.953	57.167	34.286	1440	0.867	34.286	0.444
62	15.518	20.177	1594	1.434	15.976	34.929	1467	1.987	34.929	1.385	15.976	671	1.136	15.976	34.929	1467	1.987	34.929	1.749	66.452	2791	2.224	66.452	38.571	1620	0.971	38.571	0.436
63	14.080	29.594	1894	2.054	25.310	26.190	1100	1.439	26.190	0.701	25.310	1063	1.756	25.310	26.190	1100	1.439	26.190	0.819	64.905	2726.000	2.122	64.905	38.048	1598.000	0.956	38.048	0.451
64	17.752	26.924	2127	1.882	21.214	29.310	1231	1.626	29.310	0.864	21.214	891	1.483	21.214	29.310	1231	1.626	29.310	1.096	76.905	3230.000	2.515	76.905	38.976	1637	0.975	38.976	0.388
65	17.252	26.192	2043	1.808	23.167	38.190	1604	2.073	38.190	1.147	23.167	973	1.599	23.167	38.190	1604	2.073	38.190	1.296	72.548	3047	2.314	72.548	36.571	1536	0.908	36.571	0.392
66	16.002	30.525	2442	2.065	29.357	39.357	1653.000	2.111	39.357	1.022	29.357	1233	1.986	29.357	39.357	1653.000	2.111	39.357	1.063	76.667	3220	2.432	76.667	46.333	1946	1.144	46.333	0.470
67	14.769	26.253	1969	1.759	30.810	30.810	1294	1.640	30.810	0.933	30.810	1294	2.064	30.810	30.810	1294	1.640	30.810	0.795	54.690	2297	1.722	54.690	44.024	1849	1.094	44.024	0.635
68	13.752	31.721	2157	2.224	18.405	33.476	1406	1.872	33.476	0.842	18.405	773	1.291	18.405	33.476	1406	1.872	33.476	1.450	64.452	2707	2.100	64.452	38.143	1602.000	0.934	38.143	0.445
69	12.838	24.211	1380	1.677	25.952	39.024	1639	2.131	39.024	1.271	25.952	1090	1.797	25.952	39.024	1639	2.131	39.024	1.186	69.643	2925	2.252	69.643	49.095	2062	1.206	49.095	0.536
70	13.807	20.786	1455	1.456	29.857	40.143	1686.000	2.259	40.143	1.552	29.857	1254	2.091	29.857	40.143	1686.000	2.259	40.143	1.080	61.714	2592	2.040	61.714	43.952	1846.000	1.085	43.952	0.532
71	14.752	20.893	1567	1.484	24.905	30.119	1265	1.719	30.119	1.158	24.905	1046	1.769	24.905	30.119	1265	1.719	30.119	0.972	64.690	2717	2.147	64.690	27.786	1167	0.682	27.786	0.318
72	18.515	26.153	2223	1.886	25.286	27.381	1150	1.586	27.381	0.841	25.286	1062	1.823	25.286	27.381	1150	1.586	27.381	0.870	53.905	2264	1.851	53.905	36.643	1539.000	0.931	36.643	0.503
73	15.002	21.075	1412	1.521	28.405	27.857	1170	1.623	27.857	1.067	28.405	1193	2.050	28.405	27.857	1170	1.623	27.857	0.792	51.786	2175	1.768	51.786	37.405	1571	0.926	37.405	0.524
74	14.080	30.766	1969	2.211	32.810	20.476	860.000	1.184	20.476	0.535	32.810	1378	2.358	32.810	20.476	860.000	1.184	20.476	0.502	65.262	2741	2.199	65.262	41.167	1729	1.021	41.167	0.465
75	14.534	22.329	1630	1.651	17.286	20.714	870	1.249	20.714	0.757	17.286	726	1.278	17.286	20.714	870	1.249	20.714	0.977	54.452	2287	1.914	54.452	29.667	1246	0.745	29.667	0.389
76	13.502	21.761	1458	1.614	23.381	24.595	1033	1.508	24.595	0.934	23.381	982	1.734	23.381	24.595	1033	1.508	24.595	0.869	43.214	1815	1.536	43.214	31.333	1316	0.813	31.333	0.530
77	12.772	16.948	983.000	1.276	16.357	26.310	1105	1.638	26.310	1.283	16.357	687	1.232	16.357	26.310	1105	1.638	26.310	1.330	31.524	1324	1.116	31.524	32.381	1360	0.815	32.381	0.730
78	13.521	22.776	1321	1.699	25	17.762	746	1.097	17.762	0.646	25	1050	1.865	25	17.762	746	1.097	17.762	0.588	53.881	2263	1.923	53.881	24.857	1044	0.615	24.857	0.320
79	10.574	15.375	861	1.189	18.905	25.952	1090	1.675	25.952	1.409	18.905	794	1.462	18.905	25.952	1090	1.675	25.952	1.146	41.024	1723	1.498	41.024	39.524	1660	0.965	39.524	0.644
80	13.022	13.969	894	1.038	18.405	24.167	1015	1.475	24.167	1.421	18.405	773	1.367	18.405	24.167	1015	1.475	24.167	1.079	47.929	2013	1.685	47.929	40.286	1692	0.988	40.286	0.586
81	13.752	17.833	1070	1.344	20.548	25.643	1077	1.597	25.643	1.188	20.548	863	1.549	20.548	25.643	1077	1.597	25.643	1.031	56.952	2392	2.042	56.952	37.976	1595	0.932	37.976	0.456
82	13.807	15.508	977	1.151	23.333	27.167	1141	1.656	27.167	1.439	23.333	980	1.732	23.333	27.167	1141	1.656	27.167	0.956	64.833	2723	2.289	64.833	40.571	1704	1.008	40.571	0.441
83	14.534	26.342	1923	1.866	26.833	33.381	1402	1.917	33.381	1.027	26.833	1127	1.901	26.833	33.381	1402	1.917	33.381	1.008	57.738	2425	1.949	57.738	33.452	1405.000	0.831	33.452	0.426
84	13.022	21.948	1273	1.593	19.929	29.333	1232	1.744	29.333	1.095	19.929	837.000	1.447	19.929	29.333	1232	1.744	29.333	1.205	64.571	2712	2.215	64.571	37.548	1577.000	0.934	37.548	0.422
85	10.796	24.302	1045	1.738	27.405	29.167	1225	1.693	29.167	0.974	27.405	1151	1.960	27.405	29.167	1225	1.693	29.167	0.864	64.238	2698	2.196	64.238	43.714	1836	1.093	43.714	0.498
86	8.764	18.268	749	1.296	21	27.357	1149	1.563	27.357	1.206	21	882	1.490	21	27.357	1149	1.563	27.357	1.049	46	1932	1.563	46	40.810	1714	1.041	40.810	0.666
87	10.500	28.727	1580	1.975	23.952	25.643	1077	1.410	25.643	0.714	23.952	1006	1.647	23.952	25.643	1077	1.410	25.643	0.856	49.071	2061	1.603	49.071	31.667	1330	0.798	31.667	0.498
88	11.500	23.545	1295	1.607	24.952	25.357	1065	1.372	25.357	0.854	24.952	1048	1.703	24.952	25.357	1065	1.372	25.357	0.806	57.310	2407	1.866	57.310	35.548	1493.000	0.885	35.548	0.475
89	9.003	18.600	837.000	1.275	18.405	24.024	1009.000	1.314	24.024	1.030	18.405	773	1.262	18.405	24.024	1009.000	1.314	24.024	1.041	65.476	2750	2.137	65.476	29.833	1253	0.744	29.833	0.348
90	13.060	21.931	1272	1.530	30.881	23.024	967.000	1.296	23.024	0.847	30.881	1297	2.154	30.881	23.024	967.000	1.296	23.024	0.602	48.167	2023	1.615	48.167	40.452	1699.000	1.006	40.452	0.623
91	14.554	21.575	1575	1.484	20.929	33.595	1411	1.838	33.595	1.238	20.929	879.000	1.440	20.929	33.595	1411	1.838	33.595	1.276	66.143	2778	2.155	66.143	32.381	1360	0.810	32.381	0.376
92	15.268	23.169	1784	1.549	34.500	28.976	1217	1.541	28.976	0.995	34.500	1449	2.306	34.500	28.976	1217	1.541	28.976	0.668	79.905	3356.000	2.554	79.905	43.452	1825.000	1.088	43.452	0.426
93	15.301	21.679	1691	1.472	25.357	29.881	1255	1.618	29.881	1.099	25.357	1065	1.722	25.357	29.881	1255	1.618	29.881	0.940	76.810	3226	2.484	76.810	42.286	1776	1.059	42.286	0.426
94	15.008	24.662	1825	1.619	27.500	43.357	1821.000	2.247	43.357	1.388	27.500	1155	1.805	27.500	43.357	1821.000	2.247	43.357	1.245	86.571	3636	2.746	86.571	36.833	1547	0.922	36.833	0.336
95	15.350	33.348	2301	2.169	37.524	43.500	1827	2.226	43.500	1.027	37.524	1576	2.440	37.524	43.500	1827	2.226	43.500	0.912	83.238	3496	2.597	83.238	37.810	1588	0.949	37.810	0.365
96	17.279	23.943	2107	1.539	26.357	31.524	1324	1.599	31.524	1.039	26.357	1107	1.694	26.357	31.524	1324	1.599	31.524	0.944	70.310	2953	2.174	70.310	36.024	1513	0.904	36.024	0.416
97	12.838	22.200	1332	1.434	40.833	32.405	1361	1.652	32.405	1.152	40.833	1715	2.637	40.833	32.405	1361	1.652	32.405	0.626	84.286	3540.000	2.626	84.286	34.452	1447.000	0.865	34.452	0.329
98	11.792	27.633	1658	1.828	30.548	34.095	1432	1.796	34.095	0.983	30.548	1283	2.020	30.548	34.095	1432	1.796	34.095	0.889	53.024	2227	1.674	53.024	33.810	1420	0.848	33.810	0.506
99	12.772	30.464	1706	1.984	20.476	25.786	1083	1.329	25.786	0.670	20.476	860.000	1.334	20.476	25.786	1083	1.329	25.786	0.997	62.500	2625	1.980	62.500	37.810	1588	0.964	37.810	0.487
100	12.789	28.081	1741	1.751	23.262	32.429	1362	1.582	32.429	0.904	23.262	977	1.450	23.262	32.429	1362	1.582	32.429	1.091	62.595	2629	1.893	62.595	30.190	1268	0.762	30.190	0.402
101	10.776	24.694	1210	1.528	25.452	30.952	1300	1.488	30.952	0.974	25.452	1069	1.574	25.452	30.952	1300	1.488	30.952	0.945	51.405	2159	1.536	51.405	31.690	1331	0.805	31.690	0.524
102	7.004	24.171	846	1.469	23.167	28.548	1199	1.354	28.548	0.922	23.167	973	1.408	23.167	28.548	1199	1.354	28.548	0.962	51.548	2165	1.532	51.548	23.452	985	0.595	23.452	0.388
103	8.591	29.558	1271	1.818	25.405	34.429	1446	1.666	34.429	0.917	25.405	1067	1.562	25.405	34.429	1446	1.666	34.429	1.066	56.119	2357	1.674	56.119	29.238	1228	0.740	29.238	0.442
104	8.764	32.977	1418	2.106	40.071	24.833	1043	1.241	24.833	0.589	40.071	1683	2.559	40.071	24.833	1043	1.241	24.833	0.485	63.143	2652	1.934	63.143	27.571	1158	0.694	27.571	0.359
105	7.754	35.158	1336	2.230	33	31.905	1340	1.584	31.905	0.710	33	1386	2.094	33	31.905	1340	1.584	31.905	0.756	59.786	2511	1.837	59.786	28.786	1209	0.724	28.786	0.394
106	9.220	30.723	1444	1.877	34.214	31.667	1330	1.518	31.667	0.809	34.214	1437	2.090	34.214	31.667	1330	1.518	31.667	0.726	46.952	1972.000	1.408	46.952	32.071	1347	0.809	32.071	0.574
107	10.277	38.208	2025	2.375	31.262	45.762	1922	2.235	45.762	0.941	31.262	1313	1.943	31.262	45.762	1922	2.235	45.762	1.150	55.571	2334	1.701	55.571	30.190	1268	0.762	30.190	0.448
108	11.792	36.267	2176	2.234	36.595	45.476	1910	2.174	45.476	0.973	36.595	1537	2.255	36.595	45.476	1910	2.174	45.476	0.964	51.952	2182	1.562	51.952	35.714	1500	0.903	35.714	0.578
109	10.738	41.019	2174	2.516	44.952	44.810	1882	2.136	44.810	0.849	44.952	1888.000	2.757	44.952	44.810	1882	2.136	44.810	0.775	57.143	2400	1.717	57.143	45.810	1924	1.161	45.810	0.676
110	10.012	24.280	1214	1.527	31.262	45.833	1925	2.230	45.833	1.460	31.262	1313	1.967	31.262	45.833	1925	2.230	45.833	1.134	63.595	2671	1.935	63.595	29.476	1238	0.741	29.476	0.383
111	11.524	29.898	1764	1.862	38.071	27.905	1172	1.346	27.905	0.723	38.071	1599	2.371	38.071	27.905	1172	1.346	27.905	0.568	58.238	2446	1.778	58.238	29.738	1249	0.770	29.738	0.433
112	14.500	32.371	2266	1.942	32.214	41.595	1747	1.919	41.595	0.988	32.214	1353	1.932	32.214	41.595	1747	1.919	41.595	0.993	73.286	3078.000	2.156	73.286	35.119	1475	0.890	35.119	0.413
113	14.259	31.029	2172	1.897	28.643	38.952	1636.000	1.851	38.952	0.976	28.643	1203	1.751	28.643	38.952	1636.000	1.851	38.952	1.057	70.429	2958	2.095	70.429	37.262	1565	0.937	37.262	0.447
114	12.010	33.167	1791.000	2.003	34.500	45.286	1902	2.098	45.286	1.048	34.500	1449	2.084	34.500	45.286	1902	2.098	45.286	1.007	77.095	3238.000	2.294	77.095	25.738	1081	0.646	25.738	0.282
115	13.252	37.538	2440	2.158	43.762	46	1932	2.038	46	0.944	43.762	1838	2.516	43.762	46	1932	2.038	46	0.810	85.476	3590	2.461	85.476	35.762	1502	0.903	35.762	0.367
116	14.036	34.514	2416	2.020	39.071	50.310	2113	2.256	50.310	1.117	39.071	1641	2.287	39.071	50.310	2113	2.256	50.310	0.986	77.595	3259.000	2.263	77.595	45.690	1919	1.153	45.690	0.509
117	15.876	29.427	2413	1.654	36.690	50.476	2120	2.159	50.476	1.305	36.690	1541	2.063	36.690	50.476	2120	2.159	50.476	1.047	71.071	2985	2.071	71.071	34.048	1430.000	0.859	34.048	0.415
118	15.297	32.393	1976.000	1.965	34.405	56.619	2378	2.635	56.619	1.341	34.405	1445	2.087	34.405	56.619	2378	2.635	56.619	1.263	73.881	3103	2.216	73.881	40.214	1689	1.011	40.214	0.456
119	15.102	44.074	2997	2.489	48.548	39.071	1641	1.678	39.071	0.674	48.548	2039.000	2.741	48.548	39.071	1641	1.678	39.071	0.612	69.810	2932	2.017	69.810	40.024	1681	1.015	40.024	0.503
120	13.829	35.205	2570	2.015	26.571	48.071	2019	2.091	48.071	1.038	26.571	1116	1.521	26.571	48.071	2019	2.091	48.071	1.375	69.095	2902.000	2.007	69.095	37.238	1564	0.938	37.238	0.468
121	12.127	22.418	1233	1.308	23.214	43	1806	1.894	43	1.447	23.214	975	1.355	23.214	43	1806	1.894	43	1.398	53.714	2256	1.592	53.714	34.167	1435	0.857	34.167	0.539
122	12.906	24.111	1302	1.407	30.857	38.167	1603	1.700	38.167	1.208	30.857	1296	1.801	30.857	38.167	1603	1.700	38.167	0.944	59.786	2511	1.772	59.786	26.143	1098	0.661	26.143	0.373
123	13.759	21.459	1309	1.293	32.071	34.667	1456	1.606	34.667	1.242	32.071	1347	1.933	32.071	34.667	1456	1.606	34.667	0.831	50.667	2128	1.538	50.667	33.619	1412	0.850	33.619	0.553
124	11.350	20.792	1102	1.204	27.571	28.167	1183	1.257	28.167	1.044	27.571	1158	1.597	27.571	28.167	1183	1.257	28.167	0.787	43.571	1830	1.319	43.571	38.167	1603	0.966	38.167	0.732
