Frame	Mem Length	A-CatApicalMean	A-CatApicalSum	A-CatApicalNorm	A-CatApicalVertices	ActinApicalMean	ActinApicalSum	ActinApicalNorm	ActinApicalVertices	ApicalRatio	A-CatMedialMean	A-CatMedialSum	A-CatMedialNorm	A-CatMedialVertices	ActinMedialMean	ActinMedialSum	ActinMedialNorm	ActinMedialVertices	MedialRatio	A-CatBasalMean	A-CatBasalSum	A-CatBasalNorm	A-CatBasalVertices	ActinBasalMean	ActinBasalSum	ActinBasalNorm	ActinBasalVertices	BasalRatio
20	17.500	22.733	2046	1.307	25.262	33.881	1423	1.495	33.881	1.143	25.262	1061	1.453	25.262	33.881	1423	1.495	33.881	1.029	39.833	1673	1.111	39.833	39.190	1646	0.930	39.190	0.837
21	19.500	24.189	2298	1.419	18.381	48.357	2031.000	2.142	48.357	1.509	18.381	772	1.079	18.381	48.357	2031.000	2.142	48.357	1.986	52.810	2218	1.490	52.810	41.905	1760	0.987	41.905	0.662
22	17.500	29.859	2538	1.746	19.881	41.881	1759	1.884	41.881	1.079	19.881	835	1.163	19.881	41.881	1759	1.884	41.881	1.620	55.143	2316	1.556	55.143	36.429	1530	0.865	36.429	0.556
23	21.552	33.186	3219	1.933	28.262	45.690	1919	2.038	45.690	1.054	28.262	1187	1.646	28.262	45.690	1919	2.038	45.690	1.238	64.476	2708	1.821	64.476	37.476	1574	0.894	37.476	0.491
24	23.049	29.886	3138	1.709	37.976	56.810	2386	2.476	56.810	1.449	37.976	1595	2.172	37.976	56.810	2386	2.476	56.810	1.140	66.619	2798	1.874	66.619	52.405	2201	1.253	52.405	0.668
25	21.095	18.105	1901	1.100	30.143	42.571	1788	2.007	42.571	1.825	30.143	1266	1.831	30.143	42.571	1788	2.007	42.571	1.096	69.667	2926	2.005	69.667	41.357	1737.000	0.987	41.357	0.492
26	18.561	23.988	1967	1.495	26.357	48.714	2046	2.346	48.714	1.569	26.357	1107	1.643	26.357	48.714	2046	2.346	48.714	1.428	80.881	3397	2.381	80.881	38.857	1632.000	0.928	38.857	0.390
27	19.506	31.080	2735	1.838	29.405	41.857	1758.000	1.898	41.857	1.032	29.405	1235	1.739	29.405	41.857	1758.000	1.898	41.857	1.091	68.929	2895	1.975	68.929	37.119	1559	0.891	37.119	0.451
28	20.500	33.490	3349	2.012	34.405	39.619	1664	1.842	39.619	0.915	34.405	1445	2.067	34.405	39.619	1664	1.842	39.619	0.891	90.690	3809	2.633	90.690	35.643	1497.000	0.859	35.643	0.326
29	19.026	31.377	2416	1.930	40.643	33.857	1422.000	1.620	33.857	0.840	40.643	1707.000	2.499	40.643	33.857	1422.000	1.620	33.857	0.648	81.476	3422	2.433	81.476	38.548	1619.000	0.923	38.548	0.380
30	17.614	27.847	2005	1.674	27.452	34.738	1459	1.611	34.738	0.962	27.452	1153	1.650	27.452	34.738	1459	1.611	34.738	0.976	70.429	2958	2.072	70.429	30.548	1283	0.737	30.548	0.356
31	17.529	29.148	2565	1.746	27.357	42.929	1803	1.985	42.929	1.137	27.357	1149	1.639	27.357	42.929	1803	1.985	42.929	1.211	75.738	3181	2.208	75.738	37.452	1573.000	0.902	37.452	0.408
32	17.564	31.250	2500	1.929	24.881	40.048	1682.000	1.923	40.048	0.997	24.881	1045	1.536	24.881	40.048	1682.000	1.923	40.048	1.252	84.500	3549	2.471	84.500	41.690	1751	1.004	41.690	0.406
33	17.066	26.805	2064	1.725	23.238	32.310	1357	1.610	32.310	0.933	23.238	976	1.496	23.238	32.310	1357	1.610	32.310	1.076	89.619	3764	2.700	89.619	34.452	1447.000	0.823	34.452	0.305
34	18.527	27.027	2000	1.695	33.857	41.024	1723	1.958	41.024	1.155	33.857	1422.000	2.123	33.857	41.024	1723	1.958	41.024	0.922	95.286	4002.000	2.825	95.286	40.952	1720.000	0.984	40.952	0.348
35	18	18.533	1668.000	1.222	18.667	26.048	1094	1.330	26.048	1.089	18.667	784	1.230	18.667	26.048	1094	1.330	26.048	1.081	101.667	4270	3.091	101.667	36.643	1539.000	0.876	36.643	0.283
36	15	20.413	1531	1.331	19.643	34.762	1460	1.750	34.762	1.315	19.643	825	1.280	19.643	34.762	1460	1.750	34.762	1.367	93.595	3931.000	2.817	93.595	36.690	1541	0.884	36.690	0.314
37	14.036	20.129	1409	1.343	20.071	27.500	1155	1.436	27.500	1.069	20.071	843.000	1.340	20.071	27.500	1155	1.436	27.500	1.072	52	2184	1.601	52	32.381	1360	0.773	32.381	0.483
38	15.008	16.955	1136	1.130	16	21.762	914	1.134	21.762	1.003	16	672	1.067	16	21.762	914	1.134	21.762	1.063	40.214	1689	1.249	40.214	39.738	1669	0.948	39.738	0.759
39	10	16.340	817	1.103	15.190	27.881	1171	1.466	27.881	1.329	15.190	638	1.025	15.190	27.881	1171	1.466	27.881	1.430	49.286	2070	1.540	49.286	31.286	1314	0.746	31.286	0.484
40	12.540	15.238	960	1.051	16.214	26.833	1127	1.467	26.833	1.396	16.214	681	1.118	16.214	26.833	1127	1.467	26.833	1.312	43.548	1829.000	1.390	43.548	38.452	1615.000	0.911	38.452	0.655
41	10.012	18.956	853	1.299	23.571	24.262	1019	1.306	24.262	1.005	23.571	990.000	1.615	23.571	24.262	1019	1.306	24.262	0.808	36.381	1528	1.154	36.381	32.333	1358	0.769	32.333	0.667
42	11.543	21.207	1230	1.425	12.595	31.167	1309	1.651	31.167	1.159	12.595	529	0.846	12.595	31.167	1309	1.651	31.167	1.951	48.476	2036	1.517	48.476	41.500	1743	0.994	41.500	0.655
43	13.086	20.867	1252	1.427	20.905	33.976	1427	1.844	33.976	1.293	20.905	878	1.429	20.905	33.976	1427	1.844	33.976	1.291	66.714	2802.000	2.101	66.714	59.595	2503	1.430	59.595	0.681
44	17.029	24.264	2111	1.611	27.262	44.952	1888.000	2.326	44.952	1.444	27.262	1145	1.810	27.262	44.952	1888.000	2.326	44.952	1.285	65.143	2736	1.991	65.143	50.357	2115	1.210	50.357	0.608
45	16.031	11.646	757	0.831	20.833	36.071	1515	2.063	36.071	2.483	20.833	875	1.486	20.833	36.071	1515	2.063	36.071	1.388	58.262	2447	1.921	58.262	55.786	2343	1.335	55.786	0.695
46	20.506	21.098	1941.000	1.494	25.905	47.976	2015	2.728	47.976	1.826	25.905	1088	1.834	25.905	47.976	2015	2.728	47.976	1.488	61.143	2568	2.017	61.143	59.286	2490	1.420	59.286	0.704
47	17.755	19.056	1353.000	1.341	25.262	38.333	1610	2.143	38.333	1.598	25.262	1061	1.778	25.262	38.333	1610	2.143	38.333	1.205	53.476	2246	1.748	53.476	47.548	1997.000	1.136	47.548	0.650
48	22.638	17.058	1774	1.221	21.381	60.690	2549	3.422	60.690	2.803	21.381	898	1.530	21.381	60.690	2549	3.422	60.690	2.236	79.429	3336	2.641	79.429	54.452	2287	1.288	54.452	0.488
49	24.187	20.569	2530	1.509	28.786	51.833	2177	3.070	51.833	2.034	28.786	1209	2.112	28.786	51.833	2177	3.070	51.833	1.453	87.810	3688	3.013	87.810	41.881	1759	0.990	41.881	0.329
50	26.005	25.974	3039	1.885	21.929	41.857	1758.000	2.433	41.857	1.291	21.929	921.000	1.591	21.929	41.857	1758.000	2.433	41.857	1.529	82.571	3468	2.787	82.571	62.857	2640	1.490	62.857	0.535
51	26.235	19.958	2395	1.495	20.048	39.881	1675	2.458	39.881	1.644	20.048	842	1.502	20.048	39.881	1675	2.458	39.881	1.636	93.810	3940	3.371	93.810	38.881	1633	1.025	38.881	0.304
52	26.120	20.866	2483	1.613	22.500	29.714	1248	1.916	29.714	1.188	22.500	945	1.739	22.500	29.714	1248	1.916	29.714	1.102	69.143	2904	2.598	69.143	51.476	2162	1.391	51.476	0.536
53	24.500	24.917	2990	1.850	19.690	36.214	1521	2.218	36.214	1.199	19.690	827	1.462	19.690	36.214	1521	2.218	36.214	1.518	59.357	2493	2.120	59.357	40.643	1707.000	1.088	40.643	0.513
54	22.506	20.069	2027	1.534	20.119	34.857	1464.000	2.212	34.857	1.443	20.119	845	1.537	20.119	34.857	1464.000	2.212	34.857	1.439	64.786	2721.000	2.349	64.786	40	1680	1.073	40	0.457
55	24.005	16.761	1827	1.283	22.786	28.357	1191	1.802	28.357	1.405	22.786	957	1.744	22.786	28.357	1191	1.802	28.357	1.034	68.381	2872	2.547	68.381	38.810	1630	1.061	38.810	0.417
56	22.500	16.043	1845.000	1.214	14.071	24.190	1016	1.498	24.190	1.234	14.071	591	1.065	14.071	24.190	1016	1.498	24.190	1.407	57	2394	2.091	57	39.452	1657.000	1.088	39.452	0.520
57	21.500	13.627	1499	1.017	20.810	27.167	1141	1.669	27.167	1.640	20.810	874	1.554	20.810	27.167	1141	1.669	27.167	1.074	58.690	2465	2.103	58.690	39.095	1642	1.083	39.095	0.515
58	18.561	14.750	1239	1.073	17.167	26.429	1110	1.565	26.429	1.459	17.167	721	1.248	17.167	26.429	1110	1.565	26.429	1.253	51.714	2172	1.817	51.714	32.333	1358	0.899	32.333	0.495
59	17	15.600	1326	1.124	20.238	29.524	1240	1.743	29.524	1.551	20.238	850	1.458	20.238	29.524	1240	1.743	29.524	1.195	65.190	2738	2.245	65.190	40.429	1698	1.096	40.429	0.488
60	15.500	14.800	1184	1.099	19.595	20.381	856	1.234	20.381	1.123	19.595	823	1.456	19.595	20.381	856	1.234	20.381	0.848	56.381	2368	1.981	56.381	36.571	1536	0.938	36.571	0.473
61	8	9.475	379	0.677	13.143	22.048	926	1.260	22.048	1.861	13.143	552	0.939	13.143	22.048	926	1.260	22.048	1.342	23.762	998	0.812	23.762	28.833	1211	0.730	28.833	0.899
62	12.042	16.122	790	1.146	12.167	18.452	775	1.049	18.452	0.916	12.167	511	0.865	12.167	18.452	775	1.049	18.452	1.213	43	1806	1.439	43	35.452	1489.000	0.892	35.452	0.620
63	11.500	16.764	922.000	1.163	18.310	30.643	1287	1.683	30.643	1.447	18.310	769	1.270	18.310	30.643	1287	1.683	30.643	1.325	24.333	1022	0.796	24.333	38.238	1606	0.961	38.238	1.208
64	12.500	12.015	781	0.840	16.929	17.262	725	0.958	17.262	1.140	16.929	711.000	1.184	16.929	17.262	725	0.958	17.262	0.809	27.333	1148	0.894	27.333	31.929	1341	0.799	31.929	0.893
65	14.080	19.172	1227	1.323	17.786	22.524	946.000	1.223	22.524	0.924	17.786	747	1.228	17.786	22.524	946.000	1.223	22.524	0.996	38.095	1600	1.215	38.095	37.333	1568	0.927	37.333	0.763
66	16.031	17.296	1401	1.170	19.643	22.976	965.000	1.232	22.976	1.053	19.643	825	1.329	19.643	22.976	965.000	1.232	22.976	0.928	37.595	1579	1.193	37.595	48.524	2038	1.198	48.524	1.004
67	17.066	21.299	1640	1.427	20.310	37.476	1574	1.995	37.476	1.398	20.310	853	1.361	20.310	37.476	1574	1.995	37.476	1.466	39.333	1652	1.238	39.333	40	1680	0.994	40	0.803
68	17.029	13	884	0.912	13.881	35.452	1489.000	1.982	35.452	2.175	13.881	583	0.973	13.881	35.452	1489.000	1.982	35.452	2.037	53.714	2256	1.750	53.714	44.786	1881	1.096	44.786	0.626
69	17.529	18.239	1605	1.263	24.452	22.143	930	1.209	22.143	0.957	24.452	1027	1.693	24.452	22.143	930	1.209	22.143	0.714	51.333	2156	1.660	51.333	41.333	1736	1.016	41.333	0.612
70	18	23.744	2137	1.663	26	32.095	1348	1.806	32.095	1.086	26	1092	1.821	26	32.095	1348	1.806	32.095	0.992	44.690	1877	1.477	44.690	61.714	2592	1.524	61.714	1.031
71	19	17.232	1637.000	1.224	17.833	28.429	1194	1.622	28.429	1.326	17.833	749	1.267	17.833	28.429	1194	1.622	28.429	1.281	55.119	2315	1.829	55.119	65.690	2759	1.613	65.690	0.882
72	18.062	17.284	1400	1.246	23.238	21.357	897	1.237	21.357	0.993	23.238	976	1.675	23.238	21.357	897	1.237	21.357	0.738	58.381	2452	2.004	58.381	51.500	2163	1.308	51.500	0.653
73	22.522	17.484	1591.000	1.262	18.833	28.048	1178	1.634	28.048	1.295	18.833	791	1.359	18.833	28.048	1178	1.634	28.048	1.202	62.405	2621	2.130	62.405	52.810	2218	1.307	52.810	0.613
74	28.539	20.217	2608	1.453	25.452	23.190	974	1.340	23.190	0.922	25.452	1069	1.830	25.452	23.190	974	1.340	23.190	0.733	67.810	2848	2.285	67.810	46.190	1940	1.146	46.190	0.502
75	27	19.674	2656	1.454	22.405	38.929	1635	2.347	38.929	1.614	22.405	941	1.656	22.405	38.929	1635	2.347	38.929	1.417	63.452	2665	2.231	63.452	47.262	1985	1.186	47.262	0.532
76	26.519	11.877	1259	0.881	19.190	30.643	1287	1.879	30.643	2.132	19.190	806	1.424	19.190	30.643	1287	1.879	30.643	1.320	60.381	2536	2.146	60.381	45.190	1898	1.173	45.190	0.547
77	22	20.191	2221	1.520	27.810	37.643	1581.000	2.344	37.643	1.541	27.810	1168	2.094	27.810	37.643	1581.000	2.344	37.643	1.119	55.905	2348	1.979	55.905	44.429	1866	1.118	44.429	0.565
78	21.506	24.474	2374	1.826	21.429	40.524	1702	2.504	40.524	1.371	21.429	900.000	1.599	21.429	40.524	1702	2.504	40.524	1.566	69	2898	2.463	69	52.548	2207	1.301	52.548	0.528
79	22.550	18.835	1940	1.456	20.571	23.143	972	1.494	23.143	1.026	20.571	864.000	1.591	20.571	23.143	972	1.494	23.143	0.939	57.905	2432	2.114	57.905	49.690	2087	1.213	49.690	0.574
80	24.083	16.984	2072	1.262	14.595	23.738	997	1.449	23.738	1.148	14.595	613	1.084	14.595	23.738	997	1.449	23.738	1.336	56.595	2377	1.990	56.595	38.976	1637	0.956	38.976	0.480
81	26.575	17.833	2354	1.344	20.524	30.286	1272	1.886	30.286	1.403	20.524	862.000	1.547	20.524	30.286	1272	1.886	30.286	1.219	67.429	2832	2.417	67.429	45.595	1915	1.119	45.595	0.463
82	21.593	17	1853	1.262	17.738	36.262	1523	2.211	36.262	1.752	17.738	745	1.317	17.738	36.262	1523	2.211	36.262	1.679	61.738	2593	2.180	61.738	52.714	2214	1.310	52.714	0.601
83	16.508	19.297	1428	1.367	20.952	51.310	2155	2.946	51.310	2.155	20.952	880	1.484	20.952	51.310	2155	2.946	51.310	1.985	66.929	2811	2.259	66.929	33.500	1407	0.832	33.500	0.368
84	15.008	18.896	1266	1.372	25.619	32.738	1375	1.946	32.738	1.419	25.619	1076	1.860	25.619	32.738	1375	1.946	32.738	1.047	66.833	2807	2.292	66.833	57.810	2428	1.438	57.810	0.627
85	17	22.188	1886	1.587	20.167	32.190	1352	1.869	32.190	1.178	20.167	847	1.442	20.167	32.190	1352	1.869	32.190	1.296	75	3150	2.564	75	35.976	1511	0.900	35.976	0.351
86	17	20.671	1757	1.466	23.786	32.548	1367.000	1.859	32.548	1.268	23.786	999	1.687	23.786	32.548	1367.000	1.859	32.548	1.102	67.762	2846	2.303	67.762	42.619	1790	1.087	42.619	0.472
87	23.505	19.623	2080	1.349	22.500	34.929	1467	1.920	34.929	1.423	22.500	945	1.547	22.500	34.929	1467	1.920	34.929	1.241	64.905	2726.000	2.120	64.905	41.976	1763	1.058	41.976	0.499
88	20.506	20.151	1874.000	1.375	18.929	29.762	1250	1.611	29.762	1.172	18.929	795.000	1.292	18.929	29.762	1250	1.611	29.762	1.247	76.571	3216	2.493	76.571	41.452	1741.000	1.032	41.452	0.414
89	22	21.191	2331	1.453	27.452	25.452	1069	1.392	25.452	0.958	27.452	1153	1.882	27.452	25.452	1069	1.392	25.452	0.739	65	2730	2.121	65	40.310	1693	1.005	40.310	0.474
90	18.007	24.037	1947	1.677	14.143	23.238	976	1.308	23.238	0.780	14.143	594	0.986	14.143	23.238	976	1.308	23.238	1.326	33.643	1413.000	1.128	33.643	31.476	1322	0.783	31.476	0.694
91	17.029	15.241	1326	1.048	23.238	18.619	782	1.018	18.619	0.971	23.238	976	1.599	23.238	18.619	782	1.018	18.619	0.637	42.905	1802	1.398	42.905	41	1722	1.026	41	0.734
92	11.500	18.900	1134	1.264	15.619	20.071	843.000	1.067	20.071	0.845	15.619	656	1.044	15.619	20.071	843.000	1.067	20.071	1.022	38.286	1608	1.224	38.286	41.143	1728.000	1.030	41.143	0.842
93	13.038	21.333	1408	1.449	17.643	18	756	0.975	18	0.673	17.643	741	1.198	17.643	18	756	0.975	18	0.814	47.976	2015	1.551	47.976	33.571	1410	0.841	33.571	0.542
94	15.033	18.367	1102	1.205	13.429	23.786	999	1.233	23.786	1.023	13.429	564	0.881	13.429	23.786	999	1.233	23.786	1.399	41.929	1761	1.330	41.929	34.524	1450	0.864	34.524	0.650
95	11.511	19.308	1004	1.256	18.214	19.524	820.000	0.999	19.524	0.796	18.214	765	1.184	18.214	19.524	820.000	0.999	19.524	0.844	36.190	1520	1.129	36.190	26.381	1108	0.662	26.381	0.586
96	12.510	13.446	753	0.864	19.929	30.952	1300	1.570	30.952	1.817	19.929	837.000	1.281	19.929	30.952	1300	1.570	30.952	1.226	42.095	1768	1.302	42.095	31.738	1333	0.797	31.738	0.612
97	14.509	16.833	1111	1.087	13.405	26.690	1121	1.361	26.690	1.252	13.405	563	0.866	13.405	26.690	1121	1.361	26.690	1.572	36	1512	1.122	36	37.238	1564	0.935	37.238	0.833
98	17.507	20.519	1621	1.357	24.262	39.952	1678.000	2.105	39.952	1.551	24.262	1019	1.605	24.262	39.952	1678.000	2.105	39.952	1.312	47.310	1987	1.493	47.310	38.238	1606	0.959	38.238	0.642
99	18.028	21.819	1571	1.421	25.857	46.357	1947.000	2.390	46.357	1.682	25.857	1086	1.684	25.857	46.357	1947.000	2.390	46.357	1.419	50.095	2104	1.587	50.095	32.095	1348	0.819	32.095	0.516
100	20.524	26.515	2731	1.653	27.429	47.214	1983	2.303	47.214	1.393	27.429	1152	1.710	27.429	47.214	1983	2.303	47.214	1.347	50.667	2128	1.533	50.667	40.929	1719	1.033	40.929	0.674
101	20.006	22.367	2013	1.384	21.738	41.024	1723	1.972	41.024	1.425	21.738	913	1.345	21.738	41.024	1723	1.972	41.024	1.467	70	2940	2.091	70	27.881	1171	0.709	27.881	0.339
102	24.005	18.202	1984	1.106	18.738	35.786	1503	1.698	35.786	1.535	18.738	787	1.139	18.738	35.786	1503	1.698	35.786	1.491	66.048	2774	1.964	66.048	27.976	1175	0.710	27.976	0.362
103	19	30.811	2927	1.895	34.310	35.476	1490	1.717	35.476	0.906	34.310	1441	2.110	34.310	35.476	1490	1.717	35.476	0.814	72.833	3059	2.173	72.833	31.833	1337	0.806	31.833	0.371
104	20.524	20.723	1720.000	1.323	27.881	28.762	1208	1.437	28.762	1.086	27.881	1171	1.780	27.881	28.762	1208	1.437	28.762	0.807	74.500	3129	2.282	74.500	40.167	1687	1.011	40.167	0.443
105	17.007	18.500	1406	1.174	17.071	26.262	1103	1.303	26.262	1.111	17.071	717.000	1.083	17.071	26.262	1103	1.303	26.262	1.204	75.048	3152	2.306	75.048	42.381	1780	1.067	42.381	0.463
106	15.532	25.203	1991	1.540	29.571	41.762	1754	2.002	41.762	1.300	29.571	1242	1.807	29.571	41.762	1754	2.002	41.762	1.108	89.286	3750.000	2.677	89.286	42.190	1772	1.064	42.190	0.397
107	16.070	21.781	1590	1.354	22.643	34.214	1437	1.671	34.214	1.234	22.643	951	1.408	22.643	34.214	1437	1.671	34.214	1.187	66.857	2808	2.046	66.857	37.452	1573.000	0.945	37.452	0.462
108	19.059	20.816	1811.000	1.282	28.571	32.952	1384.000	1.575	32.952	1.228	28.571	1200	1.760	28.571	32.952	1384.000	1.575	32.952	0.895	83.524	3508	2.512	83.524	31.476	1322	0.796	31.476	0.317
109	11.511	22.058	1147	1.353	25.381	28.024	1177	1.336	28.024	0.988	25.381	1066	1.557	25.381	28.024	1177	1.336	28.024	0.858	69.786	2931.000	2.097	69.786	41.524	1744	1.052	41.524	0.502
110	13	16.677	1084	1.049	28	37.667	1582	1.832	37.667	1.746	28	1176	1.761	28	37.667	1582	1.832	37.667	1.040	72.405	3041.000	2.204	72.405	37.381	1570	0.940	37.381	0.426
111	12.010	20.370	1100	1.269	25.952	29.714	1248	1.433	29.714	1.130	25.952	1090	1.616	25.952	29.714	1248	1.433	29.714	0.887	54.286	2280	1.657	54.286	28.619	1202	0.741	28.619	0.447
112	13.537	23.370	1262	1.402	29.571	32.262	1355	1.489	32.262	1.062	29.571	1242	1.774	29.571	32.262	1355	1.489	32.262	0.839	65.405	2747.000	1.924	65.405	28.738	1207	0.729	28.738	0.379
113	11.511	21.885	1138	1.338	24.952	31.952	1342	1.518	31.952	1.135	24.952	1048	1.525	24.952	31.952	1342	1.518	31.952	0.995	74.143	3114	2.206	74.143	35.619	1496	0.896	35.619	0.406
114	11.011	19.694	965.000	1.189	16.310	33.119	1391	1.535	33.119	1.290	16.310	685	0.985	16.310	33.119	1391	1.535	33.119	1.558	56.690	2381	1.687	56.690	29.381	1234	0.738	29.381	0.437
115	9.513	18.581	799	1.068	19.905	26.381	1108	1.169	26.381	1.094	19.905	836	1.144	19.905	26.381	1108	1.169	26.381	1.021	37.476	1574	1.079	37.476	31.071	1305	0.785	31.071	0.727
116	10.012	27.435	1262	1.606	27.714	44.738	1879	2.006	44.738	1.249	27.714	1164	1.622	27.714	44.738	1879	2.006	44.738	1.237	50.214	2109	1.465	50.214	34.929	1467	0.881	34.929	0.602
117	7.500	36.600	1464	2.057	28.286	35.548	1493.000	1.520	35.548	0.739	28.286	1188	1.590	28.286	35.548	1493.000	1.520	35.548	0.956	33.119	1391	0.965	33.119	31.976	1343	0.807	31.976	0.836
118	10.112	29.659	1305	1.799	24.667	28.810	1210	1.341	28.810	0.745	24.667	1036	1.496	24.667	28.810	1210	1.341	28.810	0.896	36.833	1547	1.105	36.833	42.405	1781	1.066	42.405	0.965
119	10.012	25.956	1168	1.466	17.976	39.214	1647	1.684	39.214	1.149	17.976	755.000	1.015	17.976	39.214	1647	1.684	39.214	1.659	44.595	1873	1.288	44.595	29.476	1238	0.747	29.476	0.580
120	8.062	15.242	503	0.873	24.143	33.667	1414	1.464	33.667	1.678	24.143	1014	1.382	24.143	33.667	1414	1.464	33.667	1.060	43.786	1839	1.272	43.786	28.429	1194	0.716	28.429	0.563
121	8.500	27.550	1102	1.608	24.524	39.762	1670	1.751	39.762	1.089	24.524	1030	1.431	24.524	39.762	1670	1.751	39.762	1.224	46.333	1946	1.373	46.333	33.048	1388.000	0.829	33.048	0.604
122	11.543	25.102	1481	1.465	23.095	42.190	1772	1.879	42.190	1.282	23.095	970	1.348	23.095	42.190	1772	1.879	42.190	1.394	65.143	2736	1.931	65.143	43.857	1842.000	1.110	43.857	0.575
123	12.500	22.492	1462	1.355	25.952	49.190	2066	2.278	49.190	1.681	25.952	1090	1.564	25.952	49.190	2066	2.278	49.190	1.457	61.214	2571	1.858	61.214	38.786	1629	0.981	38.786	0.528
124	14.577	26.954	1752	1.561	30.095	36.524	1534	1.630	36.524	1.044	30.095	1264	1.743	30.095	36.524	1534	1.630	36.524	0.935	63.405	2663	1.920	63.405	44.714	1878	1.131	44.714	0.589
