Frame	Mem Length	A-CatApicalMean	A-CatApicalSum	A-CatApicalNorm	A-CatApicalVertices	ActinApicalMean	ActinApicalSum	ActinApicalNorm	ActinApicalVertices	ApicalRatio	A-CatMedialMean	A-CatMedialSum	A-CatMedialNorm	A-CatMedialVertices	ActinMedialMean	ActinMedialSum	ActinMedialNorm	ActinMedialVertices	MedialRatio	A-CatBasalMean	A-CatBasalSum	A-CatBasalNorm	A-CatBasalVertices	ActinBasalMean	ActinBasalSum	ActinBasalNorm	ActinBasalVertices	BasalRatio
186	7.280	42.297	1565	1.547	42.310	19.500	819	1.154	19.500	0.746	16.595	697	1.242	16.595	19.500	819	1.154	19.500	0.929	42.310	1777	1.548	42.310	60.262	2531	1.428	60.262	0.923
187	7.180	35.027	1296	1.269	40.214	14.571	612	0.857	14.571	0.675	15.643	657	1.166	15.643	14.571	612	0.857	14.571	0.735	40.214	1689	1.457	40.214	50.667	2128	1.175	50.667	0.806
188	7.803	46.268	1897	1.671	40.333	11.333	476	0.655	11.333	0.392	19.571	822.000	1.432	19.571	11.333	476	0.655	11.333	0.457	40.333	1694	1.457	40.333	46.333	1946	1.083	46.333	0.744
189	8.975	34.756	1425	1.264	30.667	10.095	424	0.580	10.095	0.459	11.667	490	0.863	11.667	10.095	424	0.580	10.095	0.673	30.667	1288	1.115	30.667	49.976	2099	1.168	49.976	1.047
190	9.410	29.959	1468	1.081	34.071	21.095	886	1.193	21.095	1.104	14.810	622	1.080	14.810	21.095	886	1.193	21.095	1.105	34.071	1431	1.230	34.071	70.643	2967	1.677	70.643	1.364
191	10.339	29.310	1700	1.067	34.738	13.167	553	0.744	13.167	0.698	15.190	638	1.104	15.190	13.167	553	0.744	13.167	0.674	34.738	1459	1.265	34.738	65.071	2733	1.567	65.071	1.239
192	9.393	27.226	1443	1.031	24.667	12.810	538	0.759	12.810	0.736	9.381	394	0.704	9.381	12.810	538	0.759	12.810	1.078	24.667	1036	0.934	24.667	63.238	2656	1.536	63.238	1.645
193	9.104	27.509	1458	1.103	23.810	12.119	509	0.760	12.119	0.689	11.214	471.000	0.875	11.214	12.119	509	0.760	12.119	0.869	23.810	1000	0.954	23.810	64.476	2708	1.591	64.476	1.667
194	5.821	35.033	1051	1.450	31.571	10.476	440	0.681	10.476	0.470	8.405	353	0.666	8.405	10.476	440	0.681	10.476	1.023	31.571	1326	1.306	31.571	66.857	2808	1.727	66.857	1.322
195	12.530	33.500	2077	1.406	23.238	14.405	605	0.946	14.405	0.673	15.262	641	1.230	15.262	14.405	605	0.946	14.405	0.769	23.238	976	0.975	23.238	46.524	1954	1.199	46.524	1.230
196	10.121	20.860	1043	0.880	21.071	10.357	435	0.696	10.357	0.791	13.619	572	1.109	13.619	10.357	435	0.696	10.357	0.627	21.071	885.000	0.889	21.071	59.119	2483	1.532	59.119	1.724
197	11.629	27.623	1685	1.134	25.405	10.881	457	0.709	10.881	0.625	12.976	545	1.040	12.976	10.881	457	0.709	10.881	0.682	25.405	1067	1.043	25.405	51.881	2179	1.311	51.881	1.257
198	7.923	19.804	911	0.826	20.619	12.976	545	0.868	12.976	1.051	10.214	429.000	0.835	10.214	12.976	545	0.868	12.976	1.039	20.619	866	0.860	20.619	52.024	2185	1.318	52.024	1.533
199	10.965	27	1566	1.062	23.690	10.571	444	0.661	10.571	0.622	15.405	647	1.205	15.405	10.571	444	0.661	10.571	0.548	23.690	995	0.932	23.690	43.524	1828	1.005	43.524	1.079
200	7.491	20.730	767	0.905	20.095	11.810	496	0.795	11.810	0.878	10.214	429.000	0.844	10.214	11.810	496	0.795	11.810	0.942	20.095	844	0.877	20.095	39.548	1661.000	0.981	39.548	1.118
201	7.923	27.929	1173	1.142	29.262	13.643	573	0.862	13.643	0.755	14.976	629	1.190	14.976	13.643	573	0.862	13.643	0.725	29.262	1229	1.196	29.262	60.714	2550	1.447	60.714	1.210
202	10.349	18.906	1002	0.823	19.643	11.738	493.000	0.786	11.738	0.955	13.333	560	1.100	13.333	11.738	493.000	0.786	11.738	0.714	19.643	825	0.855	19.643	52.048	2186	1.279	52.048	1.496
203	8.333	17.211	654	0.733	15.095	11.595	487	0.761	11.595	1.037	13.833	581	1.121	13.833	11.595	487	0.761	11.595	0.679	15.095	634	0.643	15.095	52.238	2194	1.267	52.238	1.970
204	7.379	26.278	946	1.078	25.810	12.857	540	0.840	12.857	0.780	9.690	407	0.776	9.690	12.857	540	0.840	12.857	1.082	25.810	1084	1.058	25.810	60.381	2536	1.382	60.381	1.306
205	6.009	23.094	739	0.937	25.476	9.190	386	0.585	9.190	0.625	9.833	413	0.781	9.833	9.190	386	0.585	9.190	0.750	25.476	1070	1.034	25.476	50.881	2137	1.166	50.881	1.128
206	5.099	24.654	641	1.001	25.095	16.238	682	1.045	16.238	1.044	12.786	537	1.023	12.786	16.238	682	1.045	16.238	1.022	25.095	1054	1.019	25.095	59.429	2496	1.378	59.429	1.352
207	8.246	23.068	1015.000	0.953	23.952	12.333	518	0.803	12.333	0.842	13.976	587	1.127	13.976	12.333	518	0.803	12.333	0.712	23.952	1006	0.989	23.952	54.762	2300	1.270	54.762	1.284
208	8.654	14.132	537	0.590	20.881	11	462	0.722	11	1.223	14.976	629	1.213	14.976	11	462	0.722	11	0.595	20.881	877	0.872	20.881	67.405	2831.000	1.579	67.405	1.811
209	10.028	18.653	914	0.764	21.524	13	546	0.849	13	1.111	11.190	470	0.908	11.190	13	546	0.849	13	0.935	21.524	904.000	0.882	21.524	79.952	3358	1.862	79.952	2.112
210	8.014	21	819	0.871	15.976	14.071	591	0.913	14.071	1.049	13.429	564	1.079	13.429	14.071	591	0.913	14.071	0.846	15.976	671	0.662	15.976	68.452	2875	1.600	68.452	2.415
211	9.989	26	1274	1.093	27.619	15.524	652	1.047	15.524	0.958	11.238	472.000	0.923	11.238	15.524	652	1.047	15.524	1.134	27.619	1160	1.161	27.619	53	2226	1.230	53	1.059
212	8.894	38.660	1817	1.674	38.286	16.143	678	1.108	16.143	0.662	12.048	506	1.004	12.048	16.143	678	1.108	16.143	1.103	38.286	1608	1.658	38.286	62.310	2617	1.433	62.310	0.865
213	10.028	31.739	1460	1.460	29.119	12.048	506	0.851	12.048	0.583	15.333	644	1.315	15.333	12.048	506	0.851	12.048	0.647	29.119	1223	1.340	29.119	55.357	2325	1.271	55.357	0.949
214	5.907	33.407	902.000	1.595	30.857	13.690	575	0.994	13.690	0.623	14.762	620	1.289	14.762	13.690	575	0.994	13.690	0.771	30.857	1296	1.473	30.857	62.905	2642	1.442	62.905	0.979
215	8.360	21.907	942	1.072	21.071	15.571	654	1.159	15.571	1.081	12.857	540	1.144	12.857	15.571	654	1.159	15.571	1.013	21.071	885.000	1.031	21.071	60.476	2540	1.412	60.476	1.369
216	9.804	35.231	1374	1.825	23.214	9.214	387.000	0.725	9.214	0.397	11.833	497	1.080	11.833	9.214	387.000	0.725	9.214	0.671	23.214	975	1.203	23.214	53.833	2261	1.374	53.833	1.142
217	8.055	26.949	1051	1.357	26.619	14.333	602	1.090	14.333	0.804	17.500	735	1.563	17.500	14.333	602	1.090	14.333	0.698	26.619	1118	1.340	26.619	61.738	2593	1.450	61.738	1.082
218	7.063	28.788	950	1.489	29.595	13.048	548	1.024	13.048	0.688	9.429	396	0.860	9.429	13.048	548	1.024	13.048	1.191	29.595	1243	1.530	29.595	60.238	2530	1.439	60.238	0.940
219	7.063	17.459	646	0.936	21	8.905	374	0.715	8.905	0.764	12.667	532	1.174	12.667	8.905	374	0.715	8.905	0.609	21	882	1.125	21	49.071	2061	1.262	49.071	1.121
220	7.902	24.368	926	1.255	23.429	11.952	502	0.922	11.952	0.734	15.333	644	1.385	15.333	11.952	502	0.922	11.952	0.665	23.429	984.000	1.207	23.429	52.833	2219	1.264	52.833	1.048
221	7.180	25.195	1033	1.268	22.333	11.381	478	0.853	11.381	0.673	11.667	490	1.037	11.667	11.381	478	0.853	11.381	0.823	22.333	938	1.124	22.333	62.524	2626	1.444	62.524	1.285
222	8.544	22.522	1036	1.152	22.357	11.452	481	0.875	11.452	0.760	9.690	407	0.879	9.690	11.452	481	0.875	11.452	0.996	22.357	939	1.143	22.357	54.929	2307	1.257	54.929	1.100
223	7.923	16.882	574	0.887	21.262	9.714	408.000	0.754	9.714	0.850	15.810	664	1.431	15.810	9.714	408.000	0.754	9.714	0.527	21.262	893	1.117	21.262	54.667	2296	1.251	54.667	1.120
224	8.062	23.275	931	1.239	18.952	8.881	373	0.692	8.881	0.559	12.190	512	1.118	12.190	8.881	373	0.692	8.881	0.619	18.952	796	1.009	18.952	66.357	2787	1.526	66.357	1.513
225	9.244	21.167	1016	1.141	23.214	9.071	381	0.714	9.071	0.625	11.738	493.000	1.080	11.738	9.071	381	0.714	9.071	0.661	23.214	975	1.251	23.214	52.095	2188	1.208	52.095	0.965
226	9.804	19.685	1063	1.040	18.929	13.119	551	1.024	13.119	0.985	8.833	371	0.803	8.833	13.119	551	1.024	13.119	1.275	18.929	795.000	1.000	18.929	56.714	2382	1.295	56.714	1.295
227	9.487	23.385	912	1.267	19.167	10.548	443	0.837	10.548	0.661	12.286	516	1.134	12.286	10.548	443	0.837	10.548	0.738	19.167	805	1.039	19.167	59.024	2479	1.360	59.024	1.309
228	9.393	30.940	1547	1.680	34.571	13.833	581	1.091	13.833	0.649	11.048	464	1.018	11.048	13.833	581	1.091	13.833	1.072	34.571	1452	1.878	34.571	66.500	2793	1.535	66.500	0.818
229	11.279	18.094	959	1.006	27.833	12.238	514	0.981	12.238	0.974	10.571	444	0.988	10.571	12.238	514	0.981	12.238	0.992	27.833	1169	1.548	27.833	61.643	2589	1.431	61.643	0.924
230	12.867	21.548	1336	1.268	18.095	12.881	541	1.067	12.881	0.842	10.952	460	1.047	10.952	12.881	541	1.067	12.881	1.020	18.095	760	1.065	18.095	77.048	3236	1.817	77.048	1.705
231	13	20.690	1200	1.198	20.262	10.524	442	0.861	10.524	0.719	11.524	484	1.089	11.524	10.524	442	0.861	10.524	0.790	20.262	851	1.173	20.262	74.310	3121	1.739	74.310	1.483
232	12.565	28.508	1739	1.665	24.405	13.119	551	1.074	13.119	0.645	11.048	464	1.047	11.048	13.119	551	1.074	13.119	1.026	24.405	1025	1.425	24.405	69.357	2913	1.614	69.357	1.132
233	12.374	18.583	1115	1.092	21.333	14.190	596	1.177	14.190	1.078	11.548	485	1.100	11.548	14.190	596	1.177	14.190	1.070	21.333	896	1.254	21.333	67	2814	1.591	67	1.269
234	8.975	33.565	1544.000	1.949	25.333	12.286	516	1.007	12.286	0.517	13.262	557	1.265	13.262	12.286	516	1.007	12.286	0.797	25.333	1064	1.471	25.333	44.048	1850.000	1.035	44.048	0.703
235	10.355	15.109	695	0.885	17.333	10.833	455	0.895	10.833	1.011	10.786	453.000	1.026	10.786	10.833	455	0.895	10.833	0.872	17.333	728	1.015	17.333	52.381	2200	1.243	52.381	1.225
236	12.078	20.787	1268	1.220	26.571	11.238	472.000	0.923	11.238	0.757	7.286	306	0.690	7.286	11.238	472.000	0.923	11.238	1.338	26.571	1116	1.559	26.571	51.071	2145	1.194	51.071	0.766
237	9.989	23.041	1129	1.370	14.119	14.929	627	1.229	14.929	0.897	13.238	556	1.264	13.238	14.929	627	1.229	14.929	0.972	14.119	593	0.840	14.119	67.024	2815	1.601	67.024	1.907
238	10.541	28.821	1614	1.721	18.286	10.714	450.000	0.889	10.714	0.517	8.810	370	0.845	8.810	10.714	450.000	0.889	10.714	1.052	18.286	768	1.092	18.286	56.548	2375	1.342	56.548	1.229
239	7.775	30.167	1086	1.835	18.762	14.262	599	1.198	14.262	0.653	10.690	449	1.033	10.690	14.262	599	1.198	14.262	1.160	18.762	788	1.142	18.762	52.095	2188	1.234	52.095	1.081
240	7.134	14.897	581	0.911	22.905	9.595	403	0.803	9.595	0.882	7.238	304	0.698	7.238	9.595	403	0.803	9.595	1.151	22.905	962	1.400	22.905	52.857	2220	1.246	52.857	0.890
