Frame	Mem Length	A-CatApicalMean	A-CatApicalSum	A-CatApicalNorm	A-CatApicalVertices	ActinApicalMean	ActinApicalSum	ActinApicalNorm	ActinApicalVertices	ApicalRatio	A-CatMedialMean	A-CatMedialSum	A-CatMedialNorm	A-CatMedialVertices	ActinMedialMean	ActinMedialSum	ActinMedialNorm	ActinMedialVertices	MedialRatio	A-CatBasalMean	A-CatBasalSum	A-CatBasalNorm	A-CatBasalVertices	ActinBasalMean	ActinBasalSum	ActinBasalNorm	ActinBasalVertices	BasalRatio
125	8.635	39.652	1824	2.228	53.310	54.690	2297	2.345	54.690	1.052	53.310	2239	2.996	53.310	54.690	2297	2.345	54.690	0.783	79.619	3344	2.363	79.619	40.476	1700	1.019	40.476	0.431
126	10.446	38.592	1891	2.089	43.952	52.286	2196	2.134	52.286	1.022	43.952	1846.000	2.379	43.952	52.286	2196	2.134	52.286	0.897	75.500	3171	2.209	75.500	39.667	1666	0.996	39.667	0.451
127	11.236	43.508	2741	2.496	41.310	44.810	1882	1.944	44.810	0.779	41.310	1735	2.370	41.310	44.810	1882	1.944	44.810	0.820	74.286	3120.000	2.211	74.286	43.167	1813	1.085	43.167	0.491
128	12.096	43.932	2592	2.437	44.262	43.548	1829.000	1.836	43.548	0.753	44.262	1859	2.455	44.262	43.548	1829.000	1.836	43.548	0.748	72.619	3050	2.130	72.619	35.619	1496	0.900	35.619	0.422
129	10.753	26.339	1475	1.480	41.786	39.643	1665.000	1.688	39.643	1.140	41.786	1755	2.348	41.786	39.643	1665.000	1.688	39.643	0.719	68.286	2868.000	2.007	68.286	30	1260	0.756	30	0.377
130	10.515	41	2296	2.356	36.500	45.595	1915	1.988	45.595	0.844	36.500	1533	2.098	36.500	45.595	1915	1.988	45.595	0.948	66.881	2809	1.991	66.881	38.952	1636.000	0.976	38.952	0.490
131	11.885	34.836	2125	2.006	44.500	48.714	2046	2.115	48.714	1.054	44.500	1869	2.563	44.500	48.714	2046	2.115	48.714	0.825	54.452	2287	1.618	54.452	39.643	1665.000	0.990	39.643	0.612
132	11.161	27.456	1565	1.570	28.500	36.381	1528	1.575	36.381	1.003	28.500	1197	1.629	28.500	36.381	1528	1.575	36.381	0.967	58.786	2469	1.729	58.786	35.381	1486	0.880	35.381	0.509
133	10.201	34.962	1818	1.939	36.333	47.833	2009	2.018	47.833	1.041	36.333	1526	2.015	36.333	47.833	2009	2.018	47.833	1.002	66.690	2801	1.932	66.690	31.143	1308	0.778	31.143	0.403
134	8.223	35.152	1617	1.925	43.238	53.881	2263	2.256	53.881	1.172	43.238	1816	2.368	43.238	53.881	2263	2.256	53.881	0.953	52.405	2201	1.515	52.405	30.452	1279	0.766	30.452	0.505
135	8.867	36.333	1635	2.018	40.786	47.714	2004	2.010	47.714	0.996	40.786	1713	2.266	40.786	47.714	2004	2.010	47.714	0.887	58.667	2464	1.740	58.667	37.595	1579	0.940	37.595	0.540
136	10.078	21.906	1161	1.217	32.095	41.690	1751	1.751	41.690	1.440	32.095	1348	1.783	32.095	41.690	1751	1.751	41.690	0.983	56.452	2371	1.651	56.452	35.810	1504	0.899	35.810	0.544
137	9.737	23.556	1060	1.351	24.905	38.333	1610	1.677	38.333	1.242	24.905	1046	1.428	24.905	38.333	1610	1.677	38.333	1.174	68.190	2864	1.997	68.190	38.381	1612	0.955	38.381	0.478
138	9.014	24.826	1142	1.456	25.619	31.690	1331	1.404	31.690	0.965	25.619	1076	1.502	25.619	31.690	1331	1.404	31.690	0.935	69.667	2926	2.073	69.667	32.738	1375	0.813	32.738	0.392
139	9.280	25.956	1168	1.533	35.286	37.024	1555	1.664	37.024	1.085	35.286	1482	2.084	35.286	37.024	1555	1.664	37.024	0.798	71.238	2992	2.126	71.238	44.310	1861	1.099	44.310	0.517
140	6.964	38	1482	2.264	33.333	45.286	1902	2.044	45.286	0.903	33.333	1400	1.986	33.333	45.286	1902	2.044	45.286	1.030	61.476	2582	1.837	61.476	48.500	2037	1.199	48.500	0.652
141	7.163	49.062	1570	2.971	44.476	48.833	2051	2.241	48.833	0.754	44.476	1868	2.693	44.476	48.833	2051	2.241	48.833	0.832	86.238	3622	2.635	86.238	44.595	1873	1.095	44.595	0.415
142	6.964	48.844	1563	2.967	38.048	57.929	2433	2.677	57.929	0.902	38.048	1598.000	2.311	38.048	57.929	2433	2.677	57.929	1.158	77.310	3247	2.358	77.310	41.619	1748	1.025	41.619	0.434
143	8.779	31.913	1468	1.924	37.571	35.667	1498	1.637	35.667	0.851	37.571	1578	2.265	37.571	35.667	1498	1.637	35.667	0.723	69.238	2908	2.114	69.238	49.833	2093	1.227	49.833	0.580
144	7.988	30.351	1123	1.881	27.214	44.476	1868	2.111	44.476	1.122	27.214	1143	1.687	27.214	44.476	1868	2.111	44.476	1.251	65.119	2735	1.993	65.119	40.381	1696	0.991	40.381	0.497
145	9.582	33.617	1580	2.098	28.667	46.262	1943	2.207	46.262	1.052	28.667	1204	1.789	28.667	46.262	1943	2.207	46.262	1.234	64.810	2722	2.010	64.810	38.333	1610	0.937	38.333	0.466
146	7.433	37.846	1476	2.335	35.048	55.857	2346	2.614	55.857	1.120	35.048	1472.000	2.162	35.048	55.857	2346	2.614	55.857	1.209	61.857	2598	1.882	61.857	36.381	1528	0.893	36.381	0.474
147	8.610	39.083	1876	2.415	26.619	42.238	1774	1.993	42.238	0.826	26.619	1118	1.645	26.619	42.238	1774	1.993	42.238	1.212	76.476	3212	2.365	76.476	32.095	1348	0.785	32.095	0.332
148	5.712	36	1044	2.280	29.381	41.143	1728.000	2.014	41.143	0.883	29.381	1234	1.861	29.381	41.143	1728.000	2.014	41.143	1.082	78.690	3305	2.480	78.690	40.286	1692	0.986	40.286	0.397
149	5.483	30.828	894	1.879	32.595	42.095	1768	1.950	42.095	1.038	32.595	1369	1.987	32.595	42.095	1768	1.950	42.095	0.982	62.119	2609	1.896	62.119	39.095	1642	0.967	39.095	0.510
150	8.721	26.625	1278	1.621	28.024	49.810	2092	2.306	49.810	1.422	28.024	1177	1.707	28.024	49.810	2092	2.306	49.810	1.351	58.310	2449	1.799	58.310	42.786	1797	1.046	42.786	0.582
151	7.289	36.921	1403	2.309	37.071	40.429	1698	1.939	40.429	0.840	37.071	1557	2.318	37.071	40.429	1698	1.939	40.429	0.836	64.976	2729	2.036	64.976	38.238	1606	0.930	38.238	0.457
152	8.162	32.558	1400	1.998	30.857	40.595	1705	1.887	40.595	0.944	30.857	1296	1.894	30.857	40.595	1705	1.887	40.595	0.996	55.286	2322	1.718	55.286	41.833	1757	1.016	41.833	0.591
153	10.287	39.918	1956.000	2.526	35.381	40.619	1706	1.971	40.619	0.780	35.381	1486	2.239	35.381	40.619	1706	1.971	40.619	0.880	75.071	3153	2.350	75.071	34.286	1440	0.832	34.286	0.354
154	12.189	28.600	1716	1.823	41.167	42.333	1778	2.067	42.333	1.134	41.167	1729	2.624	41.167	42.333	1778	2.067	42.333	0.788	76.619	3218	2.405	76.619	45.595	1915	1.107	45.595	0.460
155	9.520	40.375	1938	2.567	41.619	57.857	2430	2.814	57.857	1.096	41.619	1748	2.646	41.619	57.857	2430	2.814	57.857	1.064	69.952	2938	2.191	69.952	43.595	1831	1.062	43.595	0.485
156	12.748	31.200	2184	1.968	32.071	48.690	2045	2.332	48.690	1.185	32.071	1347	2.023	32.071	48.690	2045	2.332	48.690	1.152	60.095	2524	1.870	60.095	53.929	2265	1.310	53.929	0.701
157	10.539	29.897	1734	1.961	32.810	50	2100	2.520	50	1.285	32.810	1378	2.153	32.810	50	2100	2.520	50	1.171	61.643	2589	1.988	61.643	39.952	1678.000	0.969	39.952	0.487
158	13.400	30.661	1901	2.002	31.095	44	1848	2.201	44	1.099	31.095	1306	2.030	31.095	44	1848	2.201	44	1.084	70.429	2958	2.281	70.429	43.024	1807	1.044	43.024	0.458
159	9.411	47.235	2409	3.045	39.595	51.548	2165	2.535	51.548	0.833	39.595	1663	2.552	39.595	51.548	2165	2.535	51.548	0.993	62.952	2644	2.044	62.952	55.690	2339	1.356	55.690	0.663
160	13.521	24.206	1646	1.521	32.524	31.548	1325	1.503	31.548	0.988	32.524	1366	2.044	32.524	31.548	1325	1.503	31.548	0.735	71.167	2989	2.227	71.167	41.167	1729	0.998	41.167	0.448
161	11.753	32.407	1912	2.085	32.857	50.238	2110	2.461	50.238	1.180	32.857	1380.000	2.114	32.857	50.238	2110	2.461	50.238	1.164	69.881	2935	2.216	69.881	55.452	2329	1.347	55.452	0.608
162	14.809	35.026	2662	2.211	36.405	43.214	1815	2.065	43.214	0.934	36.405	1529	2.298	36.405	43.214	1815	2.065	43.214	0.899	69.381	2914	2.190	69.381	36.595	1537	0.890	36.595	0.406
163	10.914	37.269	1938.000	2.347	39	55.929	2349	2.677	55.929	1.141	39	1638	2.456	39	55.929	2349	2.677	55.929	1.090	79.048	3320	2.483	79.048	41.833	1757	1.015	41.833	0.409
164	8.867	30.186	1298	1.933	35.881	51.762	2174	2.515	51.762	1.301	35.881	1507	2.298	35.881	51.762	2174	2.515	51.762	1.094	79.786	3351.000	2.568	79.786	48.833	2051	1.180	48.833	0.459
165	9.823	29.326	1349	1.886	31.643	37.905	1592	1.849	37.905	0.980	31.643	1329	2.035	31.643	37.905	1592	1.849	37.905	0.909	88.810	3730	2.850	88.810	37.190	1562	0.901	37.190	0.316
166	8.620	26.132	993	1.692	37.119	45.548	1913.000	2.255	45.548	1.332	37.119	1559	2.404	37.119	45.548	1913.000	2.255	45.548	0.938	73.476	3086	2.372	73.476	38.357	1611.000	0.927	38.357	0.391
167	11.560	37.569	2179	2.494	34.524	53.714	2256	2.727	53.714	1.094	34.524	1450	2.292	34.524	53.714	2256	2.727	53.714	1.190	93.262	3917	3.038	93.262	34.833	1463	0.844	34.833	0.278
168	11.470	35.421	2019.000	2.192	39.905	44.310	1861	2.073	44.310	0.946	39.905	1676	2.470	39.905	44.310	1861	2.073	44.310	0.839	70.786	2973.000	2.206	70.786	41.095	1726	0.995	41.095	0.451
169	9.290	27.917	1340	1.823	34.333	40.333	1694	2.009	40.333	1.102	34.333	1442	2.242	34.333	40.333	1694	2.009	40.333	0.896	86.429	3630	2.806	86.429	35.167	1477	0.848	35.167	0.302
170	11.560	33.931	1968	2.132	42.571	36.952	1552.000	1.765	36.952	0.828	42.571	1788	2.675	42.571	36.952	1552.000	1.765	36.952	0.660	73.738	3097	2.323	73.738	36.333	1526	0.878	36.333	0.378
171	8.280	43.200	1728	2.893	29.024	40.381	1696	2.065	40.381	0.714	29.024	1219	1.944	29.024	40.381	1696	2.065	40.381	1.063	70.833	2975	2.306	70.833	36.976	1553	0.886	36.976	0.384
172	7.045	22.647	770	1.471	25.214	45.214	1899	2.236	45.214	1.520	25.214	1059	1.637	25.214	45.214	1899	2.236	45.214	1.366	78.405	3293.000	2.484	78.405	42.714	1794	1.022	42.714	0.412
173	6.374	37.516	1163	2.454	39.357	59.524	2500	2.990	59.524	1.219	39.357	1653.000	2.574	39.357	59.524	2500	2.990	59.524	1.162	65.810	2764	2.118	65.810	50.429	2118	1.205	50.429	0.569
174	6.250	37.188	1190	2.535	43.167	66.619	2798	3.518	66.619	1.388	43.167	1813	2.942	43.167	66.619	2798	3.518	66.619	1.196	82.810	3478	2.677	82.810	56.714	2382	1.351	56.714	0.505
175	6.500	40.429	1132	2.734	35.476	60.857	2556	3.163	60.857	1.157	35.476	1490	2.399	35.476	60.857	2556	3.163	60.857	1.318	85.738	3601	2.782	85.738	56.476	2372	1.348	56.476	0.485
176	7.211	38.611	1390	2.489	34.405	62.405	2621	3.086	62.405	1.240	34.405	1445	2.218	34.405	62.405	2621	3.086	62.405	1.391	75.619	3176	2.366	75.619	45.262	1901	1.087	45.262	0.460
177	7.521	42.514	1573	2.779	35.429	43.119	1811	2.195	43.119	0.790	35.429	1488	2.316	35.429	43.119	1811	2.195	43.119	0.948	80.286	3372.000	2.538	80.286	49.143	2064	1.206	49.143	0.475
178	7.433	27.919	1033	1.914	29.405	50.571	2124	2.706	50.571	1.413	29.405	1235	2.016	29.405	50.571	2124	2.706	50.571	1.342	110.786	4653	3.618	110.786	57.048	2396	1.356	57.048	0.375
179	10.914	30.517	1770	2.144	30.405	45.048	1892.000	2.464	45.048	1.149	30.405	1277	2.136	30.405	45.048	1892.000	2.464	45.048	1.153	92.405	3881.000	3.130	92.405	45.929	1929	1.075	45.929	0.344
180	11.524	19.870	1073	1.544	26.262	28.071	1179	1.787	28.071	1.158	26.262	1103	2.040	26.262	28.071	1179	1.787	28.071	0.876	78.667	3304	3.095	78.667	44.690	1877	1.236	44.690	0.399
181	9.520	21.396	1027	1.492	24.143	38.952	1636.000	2.113	38.952	1.416	24.143	1014	1.683	24.143	38.952	1636.000	2.113	38.952	1.255	69.262	2909	2.368	69.262	48.190	2024	1.166	48.190	0.492
182	10.539	22.741	1319	1.612	24.381	26.048	1094	1.458	26.048	0.905	24.381	1024	1.729	24.381	26.048	1094	1.458	26.048	0.844	86.262	3623	2.944	86.262	41.286	1734	0.982	41.286	0.334
183	9.650	35.915	1688	2.604	35.833	38.333	1610	2.188	38.333	0.840	35.833	1505	2.598	35.833	38.333	1610	2.188	38.333	0.842	84.976	3569	2.964	84.976	38.310	1609	0.906	38.310	0.306
184	9.953	25.408	1245	1.882	21.500	36.024	1513	2.102	36.024	1.117	21.500	903	1.593	21.500	36.024	1513	2.102	36.024	1.320	89.929	3777	3.270	89.929	43.381	1822	1.021	43.381	0.312
185	9.411	19.205	845	1.437	23.905	31.929	1341	1.883	31.929	1.310	23.905	1004	1.789	23.905	31.929	1341	1.883	31.929	1.053	91.810	3856	3.340	91.810	57.667	2422	1.344	57.667	0.402
186	9.100	30	1440	2.246	29.619	37.238	1564	2.204	37.238	0.981	29.619	1244	2.217	29.619	37.238	1564	2.204	37.238	0.994	90.095	3784.000	3.296	90.095	44.690	1877	1.059	44.690	0.321
187	9.890	23.453	1243	1.748	28.452	34.619	1454	2.035	34.619	1.164	28.452	1195	2.120	28.452	34.619	1454	2.035	34.619	0.960	95.929	4029	3.477	95.929	39.524	1660	0.916	39.524	0.264
188	7.492	20.595	865	1.507	21.786	29.167	1225	1.686	29.167	1.118	21.786	915	1.594	21.786	29.167	1225	1.686	29.167	1.057	74.500	3129	2.691	74.500	38.143	1602.000	0.892	38.143	0.331
189	7.945	19.214	807	1.421	24.833	27.881	1171	1.603	27.881	1.128	24.833	1043	1.837	24.833	27.881	1171	1.603	27.881	0.873	61.857	2598	2.249	61.857	41.262	1733	0.964	41.262	0.429
190	7.669	27.571	1158	2.011	23.571	25.810	1084	1.460	25.810	0.726	23.571	990.000	1.719	23.571	25.810	1084	1.460	25.810	0.849	65.143	2736	2.351	65.143	34.405	1445	0.817	34.405	0.347
191	5.368	29.231	760	2.125	20.048	25.286	1062	1.430	25.286	0.673	20.048	842	1.458	20.048	25.286	1062	1.430	25.286	0.981	53.500	2247	1.948	53.500	41.405	1739	0.997	41.405	0.512
192	6.708	16.500	594	1.238	24.381	25.095	1054	1.486	25.095	1.200	24.381	1024	1.830	24.381	25.095	1054	1.486	25.095	0.812	78.714	3306.000	2.980	78.714	38.762	1628	0.942	38.762	0.316
193	6.946	16.500	594	1.288	18.833	30.738	1291	1.928	30.738	1.497	18.833	791	1.470	18.833	30.738	1291	1.928	30.738	1.312	73.833	3101	2.959	73.833	45.310	1903	1.118	45.310	0.378
194	8.051	21.429	900.000	1.698	20.214	30.524	1282	1.985	30.524	1.169	20.214	849	1.602	20.214	30.524	1282	1.985	30.524	1.239	73.976	3107	3.061	73.976	40.381	1696	1.043	40.381	0.341
195	7.988	19.211	730	1.548	13.381	34.095	1432	2.239	34.095	1.447	13.381	562	1.078	13.381	34.095	1432	2.239	34.095	2.077	52.500	2205	2.203	52.500	36.524	1534	0.941	36.524	0.427
196	7.387	15	600	1.222	16.500	30.024	1261	2.017	30.024	1.651	16.500	693	1.344	16.500	30.024	1261	2.017	30.024	1.501	56.667	2380	2.391	56.667	31.524	1324	0.817	31.524	0.342
197	8.544	23.816	905.000	1.908	27.214	29.476	1238	1.919	29.476	1.006	27.214	1143	2.180	27.214	29.476	1238	1.919	29.476	0.880	60.619	2546	2.489	60.619	45.690	1919	1.155	45.690	0.464
198	6.933	10.500	357	0.858	18.857	26.357	1107	1.763	26.357	2.054	18.857	792	1.542	18.857	26.357	1107	1.763	26.357	1.143	59.357	2493	2.474	59.357	38.667	1624	0.979	38.667	0.396
199	5.590	21.038	547	1.646	23.262	42	1764	2.624	42	1.594	23.262	977	1.820	23.262	42	1764	2.624	42	1.442	62.238	2614	2.448	62.238	34.476	1448	0.796	34.476	0.325
200	6.388	15.378	569	1.270	16.524	32.833	1379	2.209	32.833	1.739	16.524	694.000	1.365	16.524	32.833	1379	2.209	32.833	1.619	47.667	2002	2.081	47.667	37.500	1575	0.930	37.500	0.447
201	8.385	32.900	1316	2.614	20.929	26.619	1118	1.682	26.619	0.644	20.929	879.000	1.663	20.929	26.619	1118	1.682	26.619	1.012	62.286	2616	2.546	62.286	44.643	1875.000	1.064	44.643	0.418
202	6.731	24.719	791	2.040	14.810	30	1260	2.009	30	0.985	14.810	622	1.222	14.810	30	1260	2.009	30	1.643	51.762	2174	2.253	51.762	51.571	2166	1.267	51.571	0.562
203	8.867	23.512	1011	1.905	26.238	37.643	1581.000	2.470	37.643	1.296	26.238	1102	2.126	26.238	37.643	1581.000	2.470	37.643	1.162	44.786	1881	1.908	44.786	60.143	2526	1.459	60.143	0.764
204	10.398	19.711	887	1.579	19.595	28.595	1201	1.869	28.595	1.183	19.595	823	1.570	19.595	28.595	1201	1.869	28.595	1.190	51.190	2150	2.099	51.190	48.810	2050	1.117	48.810	0.532
205	7.603	16.421	624	1.304	18.524	31.095	1306	1.981	31.095	1.519	18.524	778.000	1.471	18.524	31.095	1306	1.981	31.095	1.347	59.238	2488	2.404	59.238	60	2520	1.375	60	0.572
206	11.161	21.617	1016.000	1.730	25.167	26.500	1113	1.706	26.500	0.986	25.167	1057	2.014	25.167	26.500	1113	1.706	26.500	0.847	47.476	1994	1.928	47.476	70.643	2967	1.638	70.643	0.850
207	7.433	19.351	716	1.560	21.357	44.690	1877	2.908	44.690	1.864	21.357	897	1.722	21.357	44.690	1877	2.908	44.690	1.689	50.905	2138	2.102	50.905	56.429	2370	1.309	56.429	0.623
208	10.201	21.615	1124	1.751	17.929	32.810	1378	2.152	32.810	1.229	17.929	753.000	1.452	17.929	32.810	1378	2.152	32.810	1.482	63.452	2665	2.649	63.452	54.310	2281	1.272	54.310	0.480
209	8.062	23.021	1082	1.869	20.690	42.167	1771	2.755	42.167	1.474	20.690	869	1.680	20.690	42.167	1771	2.755	42.167	1.640	63.190	2654	2.588	63.190	63.262	2657	1.474	63.262	0.569
210	11.622	24.821	1390	1.994	20.857	37.619	1580	2.441	37.619	1.224	20.857	876	1.676	20.857	37.619	1580	2.441	37.619	1.457	75.333	3164	3.123	75.333	63	2646	1.472	63	0.471
211	11.581	25.533	1532	2.098	17.500	31.119	1307	2.099	31.119	1.001	17.500	735	1.438	17.500	31.119	1307	2.099	31.119	1.460	73.405	3083.000	3.087	73.405	87.286	3666.000	2.025	87.286	0.656
212	11.600	19.328	1237	1.610	18.667	27.833	1169	1.910	27.833	1.186	18.667	784	1.555	18.667	27.833	1169	1.910	27.833	1.228	70.024	2941	3.032	70.024	49.952	2098	1.149	49.952	0.379
213	13.285	19.803	1307	1.698	19.857	31.167	1309	2.202	31.167	1.297	19.857	834	1.703	19.857	31.167	1309	2.202	31.167	1.293	74.286	3120.000	3.417	74.286	62.976	2645	1.446	62.976	0.423
214	12.870	23.831	1549	2.080	19.595	30.333	1274	2.202	30.333	1.059	19.595	823	1.711	19.595	30.333	1274	2.202	30.333	1.287	66.595	2797.000	3.179	66.595	59.429	2496	1.362	59.429	0.429
215	12.870	20.015	1361	1.780	18.214	31.405	1319	2.337	31.405	1.313	18.214	765	1.620	18.214	31.405	1319	2.337	31.405	1.442	62.905	2642	3.077	62.905	51.167	2149	1.194	51.167	0.388
216	11.294	19.351	1103	1.766	22.667	41.905	1760	3.295	41.905	1.866	22.667	952	2.069	22.667	41.905	1760	3.295	41.905	1.593	48.214	2025	2.498	48.214	53.738	2257	1.372	53.738	0.549
217	11.630	17.500	945	1.563	19.476	30.024	1261	2.284	30.024	1.461	19.476	818.000	1.739	19.476	30.024	1261	2.284	30.024	1.313	64.571	2712	3.251	64.571	51.595	2167	1.212	51.595	0.373
218	11.180	18.940	947.000	1.728	24.262	22.429	942.000	1.760	22.429	1.019	24.262	1019	2.213	24.262	22.429	942.000	1.760	22.429	0.795	66	2772	3.413	66	41.071	1725	0.981	41.071	0.287
219	9.724	15.405	647	1.428	19.167	22.500	945	1.807	22.500	1.265	19.167	805	1.776	19.167	22.500	945	1.807	22.500	1.017	49.786	2091	2.668	49.786	37.881	1591	0.974	37.881	0.365
220	10.512	14.265	699	1.288	18.381	21.238	892	1.637	21.238	1.271	18.381	772	1.660	18.381	21.238	892	1.637	21.238	0.986	43.952	1846.000	2.264	43.952	50.643	2127	1.212	50.643	0.535
221	12.026	14.433	866	1.282	19.833	37.571	1578	2.817	37.571	2.197	19.833	833	1.762	19.833	37.571	1578	2.817	37.571	1.598	51.619	2168	2.597	51.619	47.881	2011	1.106	47.881	0.426
222	8.224	19.535	840	1.772	22.524	22.643	951	1.730	22.643	0.977	22.524	946.000	2.043	22.524	22.643	951	1.730	22.643	0.847	60.667	2548	3.102	60.667	46.667	1960	1.068	46.667	0.344
223	8.032	66	2706	3.468	52	23.619	992	1.834	23.619	0.529	23.071	969.000	2.088	23.071	23.619	992	1.834	23.619	0.878	52	2184	2.733	52	58.667	2464	1.343	58.667	0.491
224	10.062	47.568	2093	2.532	55.643	26.238	1102	2.045	26.238	0.808	18.952	796	1.739	18.952	26.238	1102	2.045	26.238	1.176	55.643	2337	2.962	55.643	57.857	2430	1.331	57.857	0.449
225	9.582	44.341	1951	2.390	41.238	16.071	675.000	1.264	16.071	0.529	17.619	740	1.622	17.619	16.071	675.000	1.264	16.071	0.780	41.238	1732	2.223	41.238	61.762	2594	1.432	61.762	0.644
226	9.192	48.087	2212	2.540	51.405	18.476	776.000	1.442	18.476	0.568	12.333	518	1.121	12.333	18.476	776.000	1.442	18.476	1.287	51.405	2159	2.716	51.405	68.500	2877	1.564	68.500	0.576
227	8.610	54.628	2349	2.960	43.905	24.571	1032	1.951	24.571	0.659	12.286	516	1.134	12.286	24.571	1032	1.951	24.571	1.720	43.905	1844	2.379	43.905	61.833	2597	1.424	61.833	0.599
228	8.610	45.209	1944	2.455	37.405	15.429	648	1.216	15.429	0.495	13	546	1.198	13	15.429	648	1.216	15.429	1.016	37.405	1571	2.032	37.405	59.071	2481	1.364	59.071	0.671
229	9.290	41.731	2170	2.321	30.452	19.857	834	1.591	19.857	0.685	15.071	633	1.409	15.071	19.857	834	1.591	19.857	1.129	30.452	1279	1.694	30.452	56.738	2383	1.317	56.738	0.778
230	9.849	33.717	1787.000	1.985	29.738	20.952	880	1.736	20.952	0.875	14.452	607	1.381	14.452	20.952	880	1.736	20.952	1.257	29.738	1249	1.750	29.738	51.667	2170	1.218	51.667	0.696
231	10.213	32.434	1719	1.877	29.071	16.095	676	1.316	16.095	0.701	10.881	457	1.029	10.881	16.095	676	1.316	16.095	1.280	29.071	1221	1.683	29.071	56.714	2382	1.327	56.714	0.789
232	8.746	31.953	1374	1.866	33.119	17.905	752	1.466	17.905	0.786	20.452	859	1.939	20.452	17.905	752	1.466	17.905	0.756	33.119	1391	1.934	33.119	59.286	2490	1.379	59.286	0.713
233	8.504	37.021	1740	2.176	44.619	17.286	726	1.434	17.286	0.659	11.810	496	1.125	11.810	17.286	726	1.434	17.286	1.274	44.619	1874	2.622	44.619	56	2352	1.330	56	0.507
234	12.219	37.712	2489	2.189	30.429	16.333	686	1.339	16.333	0.612	16.119	677	1.537	16.119	16.333	686	1.339	16.333	0.871	30.429	1278	1.766	30.429	57.238	2404	1.344	57.238	0.761
235	11.853	42.800	2140	2.506	65.429	24.214	1017	2.000	24.214	0.798	14.643	615	1.392	14.643	24.214	1017	2.000	24.214	1.436	65.429	2748	3.831	65.429	85.071	3573	2.019	85.071	0.527
236	13.752	41.417	2982	2.430	52.905	20.810	874	1.708	20.810	0.703	13.476	566	1.275	13.476	20.810	874	1.708	20.810	1.340	52.905	2222	3.104	52.905	83.476	3506	1.951	83.476	0.629
237	10.680	52.250	2717	3.107	43.952	22.714	954	1.870	22.714	0.602	8.667	364	0.828	8.667	22.714	954	1.870	22.714	2.260	43.952	1846.000	2.614	43.952	87.714	3684.000	2.096	87.714	0.802
238	8.721	36.975	1479	2.208	40.119	15.643	657	1.298	15.643	0.588	15.857	666	1.522	15.857	15.643	657	1.298	15.643	0.853	40.119	1685	2.396	40.119	80.429	3378	1.908	80.429	0.797
239	13.463	37.071	2595	2.256	51.595	20.548	863	1.726	20.548	0.765	11.952	502	1.155	11.952	20.548	863	1.726	20.548	1.494	51.595	2167	3.139	51.595	70.643	2967	1.673	70.643	0.533
240	11.194	38.411	2151	2.348	54.452	26.119	1097	2.187	26.119	0.931	13.571	570	1.309	13.571	26.119	1097	2.187	26.119	1.670	54.452	2287	3.328	54.452	76.429	3210	1.802	76.429	0.541
