Frame	Mem Length	A-CatApicalMean	A-CatApicalSum	A-CatApicalNorm	A-CatApicalVertices	ActinApicalMean	ActinApicalSum	ActinApicalNorm	ActinApicalVertices	ApicalRatio	A-CatMedialMean	A-CatMedialSum	A-CatMedialNorm	A-CatMedialVertices	ActinMedialMean	ActinMedialSum	ActinMedialNorm	ActinMedialVertices	MedialRatio	A-CatBasalMean	A-CatBasalSum	A-CatBasalNorm	A-CatBasalVertices	ActinBasalMean	ActinBasalSum	ActinBasalNorm	ActinBasalVertices	BasalRatio
16	17.252	27.416	2111	1.484	31.238	29.929	1257	1.232	29.929	0.830	31.238	1312	1.691	31.238	29.929	1257	1.232	29.929	0.729	67.833	2849	1.837	67.833	34.071	1431	0.808	34.071	0.440
17	16.757	28.105	2136	1.616	33.381	32.524	1366	1.431	32.524	0.886	33.381	1402	1.919	33.381	32.524	1366	1.431	32.524	0.746	66.905	2810.000	1.857	66.905	30.524	1282	0.721	30.524	0.388
18	17.464	22.955	2043	1.318	24.833	34.262	1439	1.499	34.262	1.138	24.833	1043	1.426	24.833	34.262	1439	1.499	34.262	1.052	88.381	3712	2.460	88.381	27.310	1147	0.646	27.310	0.263
19	15.988	33.090	2581	1.862	40.071	31.238	1312	1.325	31.238	0.711	40.071	1683	2.255	40.071	31.238	1312	1.325	31.238	0.587	89.952	3778	2.479	89.952	29.976	1259	0.710	29.976	0.286
20	19.164	26.790	2679	1.541	30.262	35.286	1482	1.557	35.286	1.011	30.262	1271	1.740	30.262	35.286	1482	1.557	35.286	0.895	70.786	2973.000	1.975	70.786	27.310	1147	0.648	27.310	0.328
21	17.862	31.556	2840	1.852	32.143	43.524	1828	1.928	43.524	1.041	32.143	1350.000	1.886	32.143	43.524	1828	1.928	43.524	1.022	73.500	3087	2.074	73.500	34.119	1433	0.803	34.119	0.387
22	16.621	27.091	2086	1.584	30.667	42.405	1781	1.907	42.405	1.204	30.667	1288	1.794	30.667	42.405	1781	1.907	42.405	1.063	93.786	3939.000	2.646	93.786	38.833	1631	0.922	38.833	0.348
23	17.468	32.936	2569	1.918	27.952	38.286	1608	1.708	38.286	0.890	27.952	1174	1.628	27.952	38.286	1608	1.708	38.286	1.049	102.833	4319	2.905	102.833	35.548	1493.000	0.848	35.548	0.292
24	18.502	27.522	2532	1.574	34.143	44.762	1880	1.951	44.762	1.240	34.143	1434.000	1.952	34.143	44.762	1880	1.951	44.762	0.999	77.143	3240	2.171	77.143	27.833	1169	0.665	27.833	0.307
25	21.251	35.639	3457	2.165	37.881	43.976	1847	2.074	43.976	0.958	37.881	1591	2.301	37.881	43.976	1847	2.074	43.976	0.901	96.286	4044.000	2.771	96.286	34.190	1436	0.816	34.190	0.294
26	21.344	29.552	3103	1.842	36.786	34.929	1467	1.682	34.929	0.913	36.786	1545	2.293	36.786	34.929	1467	1.682	34.929	0.734	87	3654	2.561	87	40.786	1713	0.974	40.786	0.380
27	25	22.784	2848	1.348	33.048	25.333	1064	1.149	25.333	0.852	33.048	1388.000	1.955	33.048	25.333	1064	1.149	25.333	0.588	82.833	3479	2.374	82.833	45.500	1911	1.092	45.500	0.460
28	24.033	29.083	3141	1.747	35.429	48.024	2017	2.232	48.024	1.277	35.429	1488	2.129	35.429	48.024	2017	2.232	48.024	1.049	70.024	2941	2.033	70.024	38.071	1599	0.917	38.071	0.451
29	20.256	26.478	2383	1.628	24.881	27.714	1164	1.326	27.714	0.815	24.881	1045	1.530	24.881	27.714	1164	1.326	27.714	0.867	57.952	2434	1.731	57.952	25.357	1065	0.607	25.357	0.351
30	20.126	28.500	2907	1.713	28.619	29.929	1257	1.388	29.929	0.810	28.619	1202	1.720	28.619	29.929	1257	1.388	29.929	0.807	83.238	3496	2.448	83.238	31.667	1330	0.764	31.667	0.312
31	20.188	26.320	2632	1.577	25.690	28.310	1189	1.309	28.310	0.830	25.690	1079	1.539	25.690	28.310	1189	1.309	28.310	0.851	75.690	3179	2.206	75.690	36.571	1536	0.881	36.571	0.399
32	17.263	25.500	2244	1.574	33.548	38.381	1612	1.843	38.381	1.171	33.548	1409.000	2.071	33.548	38.381	1612	1.843	38.381	0.890	81.643	3429	2.387	81.643	40.381	1696	0.972	40.381	0.407
33	17.090	24	1848	1.545	29	21.738	913	1.083	21.738	0.701	29	1218	1.867	29	21.738	913	1.083	21.738	0.580	75.119	3155	2.263	75.119	33.119	1391	0.791	33.119	0.350
34	20.500	21.120	2112	1.324	23.929	32.929	1383	1.572	32.929	1.187	23.929	1005.000	1.500	23.929	32.929	1383	1.572	32.929	1.047	74.286	3120.000	2.202	74.286	32.714	1374	0.786	32.714	0.357
35	21.263	24.196	2347	1.595	21.476	26.333	1106	1.345	26.333	0.843	21.476	902.000	1.416	21.476	26.333	1106	1.345	26.333	0.950	52.405	2201	1.593	52.405	23.286	978	0.557	23.286	0.349
36	24.105	20.025	2403	1.305	22.762	21.048	884	1.059	21.048	0.812	22.762	956	1.484	22.762	21.048	884	1.059	21.048	0.714	61.190	2570	1.842	61.190	37.143	1560.000	0.895	37.143	0.486
37	16.780	20.250	1701	1.352	18.500	25.810	1084	1.348	25.810	0.997	18.500	777	1.235	18.500	25.810	1084	1.348	25.810	1.091	57.500	2415	1.770	57.500	37	1554	0.883	37	0.499
38	17.002	24.906	2117	1.660	17.095	25.619	1076	1.335	25.619	0.804	17.095	718	1.140	17.095	25.619	1076	1.335	25.619	1.172	59.048	2480	1.834	59.048	39.476	1658	0.942	39.476	0.514
39	17.266	24.390	1878	1.646	22.595	26.429	1110	1.389	26.429	0.844	22.595	949	1.525	22.595	26.429	1110	1.389	26.429	0.911	49.071	2061	1.534	49.071	30.095	1264	0.718	30.095	0.468
40	17.266	32.468	2500	2.239	25.714	22.667	952	1.239	22.667	0.553	25.714	1080	1.773	25.714	22.667	952	1.239	22.667	0.699	63.738	2677	2.035	63.738	34.595	1453	0.820	34.595	0.403
41	15.768	28.857	2020	1.977	14.405	27.048	1136	1.456	27.048	0.736	14.405	605	0.987	14.405	27.048	1136	1.456	27.048	1.475	78.286	3288.000	2.483	78.286	33.524	1408	0.798	33.524	0.321
42	14.427	32.030	2146	2.152	24.881	32.381	1360	1.716	32.381	0.797	24.881	1045	1.672	24.881	32.381	1360	1.716	32.381	1.026	67.643	2841	2.117	67.643	33.048	1388.000	0.792	33.048	0.374
43	15.542	20.875	1336	1.427	16.071	36.024	1513	1.956	36.024	1.370	16.071	675.000	1.099	16.071	36.024	1513	1.956	36.024	1.780	75.071	3153	2.364	75.071	27.857	1170	0.669	27.857	0.283
44	15.110	23.167	1807	1.538	24.929	27.571	1158	1.427	27.571	0.928	24.929	1047	1.655	24.929	27.571	1158	1.427	27.571	0.862	61.857	2598	1.890	61.857	33.881	1423	0.814	33.881	0.431
45	22.838	23.391	2690	1.669	18.929	20.548	863	1.175	20.548	0.704	18.929	795.000	1.351	18.929	20.548	863	1.175	20.548	0.870	51.357	2157	1.693	51.357	30.238	1270	0.724	30.238	0.427
46	18.527	28.705	2727	2.032	20.214	17.738	745	1.009	17.738	0.496	20.214	849	1.431	20.214	17.738	745	1.009	17.738	0.705	85.476	3590	2.820	85.476	37	1554	0.886	37	0.314
47	21.322	25.358	2764	1.785	23.690	24.595	1033	1.375	24.595	0.770	23.690	995	1.668	23.690	24.595	1033	1.375	24.595	0.825	72.405	3041.000	2.367	72.405	41.214	1731	0.985	41.214	0.416
48	20.691	25.202	2495	1.804	27.548	23.667	994	1.334	23.667	0.740	27.548	1157	1.972	27.548	23.667	994	1.334	23.667	0.677	75.595	3175.000	2.513	75.595	42.810	1798	1.013	42.810	0.403
49	19.007	24.624	2093	1.807	23.167	23.333	980	1.382	23.333	0.765	23.167	973	1.700	23.167	23.333	980	1.382	23.333	0.813	69.333	2912	2.379	69.333	34.881	1465	0.824	34.881	0.347
50	14.750	20.427	1532	1.482	16.548	21.762	914	1.265	21.762	0.853	16.548	695	1.201	16.548	21.762	914	1.265	21.762	1.053	73.667	3094	2.486	73.667	37.238	1564	0.883	37.238	0.355
51	14.427	20.603	1504	1.544	16.714	17.167	721	1.058	17.167	0.685	16.714	702	1.252	16.714	17.167	721	1.058	17.167	0.845	70.500	2961	2.533	70.500	26.714	1122	0.704	26.714	0.278
52	13.786	16.929	1185	1.309	18.548	20.024	841.000	1.291	20.024	0.987	18.548	779	1.434	18.548	20.024	841.000	1.291	20.024	0.900	52.548	2207	1.975	52.548	37.048	1556.000	1.001	37.048	0.507
53	18.293	19.889	1790	1.476	19.333	20.190	848	1.237	20.190	0.838	19.333	812	1.435	19.333	20.190	848	1.237	20.190	0.862	70.095	2944.000	2.503	70.095	26.881	1129	0.720	26.881	0.288
54	14.803	15.699	1146	1.200	26.595	17.619	740	1.118	17.619	0.932	26.595	1117	2.032	26.595	17.619	740	1.118	17.619	0.550	66.214	2781.000	2.401	66.214	30.738	1291	0.825	30.738	0.344
55	15.502	21.764	1567	1.666	17.262	20.190	848	1.283	20.190	0.770	17.262	725	1.321	17.262	20.190	848	1.283	20.190	0.971	69.905	2936.000	2.604	69.905	31.762	1334	0.869	31.762	0.334
56	13.271	18.607	1135	1.408	15.667	16.548	695	1.025	16.548	0.728	15.667	658	1.186	15.667	16.548	695	1.025	16.548	0.864	48.833	2051	1.792	48.833	34.381	1444	0.948	34.381	0.529
57	10.762	20.400	1122	1.523	22.452	16.595	697	1.019	16.595	0.669	22.452	943	1.676	22.452	16.595	697	1.019	16.595	0.608	51.048	2144	1.829	51.048	25	1050	0.692	25	0.378
58	12.166	19.380	969	1.409	18.571	16.833	707	0.997	16.833	0.707	18.571	780.000	1.351	18.571	16.833	707	0.997	16.833	0.738	60.381	2536	2.121	60.381	29.976	1259	0.833	29.976	0.393
59	13.502	15.229	1066	1.097	23.738	19.714	828	1.164	19.714	1.061	23.738	997	1.711	23.738	19.714	828	1.164	19.714	0.680	56.571	2376	1.948	56.571	29.833	1253	0.809	29.833	0.415
60	11.543	20.390	1203	1.515	13.333	19.929	837.000	1.207	19.929	0.797	13.333	560	0.990	13.333	19.929	837.000	1.207	19.929	1.219	57.333	2408	2.015	57.333	41.262	1733	1.058	41.262	0.525
61	12	17.100	1026	1.222	18.976	17.571	738.000	1.004	17.571	0.822	18.976	797.000	1.356	18.976	17.571	738.000	1.004	17.571	0.741	64.190	2696	2.193	64.190	30.071	1263	0.761	30.071	0.347
62	12.772	17.774	1102	1.263	15.429	15.476	650	0.880	15.476	0.697	15.429	648	1.097	15.429	15.476	650	0.880	15.476	0.803	63.881	2683	2.138	63.881	35.024	1471	0.881	35.024	0.412
63	12.750	22.938	1491	1.592	20.762	16.762	704	0.921	16.762	0.579	20.762	872	1.441	20.762	16.762	704	0.921	16.762	0.639	75.786	3183.000	2.478	75.786	26.024	1093	0.654	26.024	0.264
64	12.374	22.719	1454	1.588	20.476	23.762	998	1.318	23.762	0.830	20.476	860.000	1.432	20.476	23.762	998	1.318	23.762	0.921	71.119	2987	2.326	71.119	26.976	1133	0.675	26.976	0.290
65	10.250	15.800	869	1.091	16.429	22.667	952	1.230	22.667	1.128	16.429	690.000	1.134	16.429	22.667	952	1.230	22.667	1.085	64.048	2690	2.043	64.048	28.833	1211	0.716	28.833	0.350
66	9.220	20.383	958.000	1.379	15.238	18.024	757.000	0.967	18.024	0.701	15.238	640	1.031	15.238	18.024	757.000	0.967	18.024	0.938	52.310	2197	1.659	52.310	36.690	1541	0.906	36.690	0.546
67	8.035	16.098	660	1.078	23.071	22.214	933	1.183	22.214	1.097	23.071	969.000	1.546	23.071	22.214	933	1.183	22.214	0.765	62.405	2621	1.964	62.405	39.619	1664	0.985	39.619	0.501
68	10.262	24.333	1095	1.706	20.452	20.595	865	1.152	20.595	0.675	20.452	859	1.434	20.452	20.595	865	1.152	20.595	0.803	62.571	2628	2.039	62.571	34.476	1448	0.844	34.476	0.414
69	9.779	23.688	1137	1.640	22.762	25.690	1079	1.403	25.690	0.855	22.762	956	1.576	22.762	25.690	1079	1.403	25.690	0.890	65.905	2768.000	2.131	65.905	42.500	1785	1.044	42.500	0.490
70	10.277	22.521	1081	1.577	28.024	39.500	1659	2.222	39.500	1.409	28.024	1177	1.963	28.024	39.500	1659	2.222	39.500	1.132	66.952	2812	2.213	66.952	40.952	1720.000	1.011	40.952	0.457
71	12.314	25.541	1558	1.814	27.762	31.762	1334	1.813	31.762	0.999	27.762	1166	1.972	27.762	31.762	1334	1.813	31.762	0.919	66.429	2790	2.204	66.429	37.143	1560.000	0.912	37.143	0.414
72	13.153	23.415	1522	1.688	22.976	28	1176	1.621	28	0.960	22.976	965.000	1.657	22.976	28	1176	1.621	28	0.979	77.571	3258	2.663	77.571	49.429	2076	1.256	49.429	0.471
73	19.080	23	1978	1.660	28.048	29.405	1235	1.713	29.405	1.032	28.048	1178	2.024	28.048	29.405	1235	1.713	29.405	0.847	69.214	2907.000	2.363	69.214	57.143	2400	1.414	57.143	0.598
74	19.514	19.856	1787	1.427	30.143	32.310	1357	1.868	32.310	1.308	30.143	1266	2.167	30.143	32.310	1357	1.868	32.310	0.862	60.548	2543	2.040	60.548	43	1806	1.067	43	0.523
75	18.016	22.568	1828	1.668	20.357	21.357	897	1.288	21.357	0.772	20.357	855	1.505	20.357	21.357	897	1.288	21.357	0.856	59	2478	2.074	59	50.548	2123	1.269	50.548	0.612
76	19.007	20.432	1941	1.516	26.476	28.571	1200	1.752	28.571	1.156	26.476	1112	1.964	26.476	28.571	1200	1.752	28.571	0.892	79.810	3352	2.836	79.810	36.381	1528	0.944	36.381	0.333
77	20.305	17.437	1796.000	1.313	19.262	23.571	990.000	1.468	23.571	1.118	19.262	809	1.451	19.262	23.571	990.000	1.468	23.571	1.012	72.619	3050	2.571	72.619	41.190	1730	1.037	41.190	0.403
78	21.120	18.299	1958	1.365	14.190	27.119	1139	1.676	27.119	1.227	14.190	596	1.059	14.190	27.119	1139	1.676	27.119	1.583	71.429	3000	2.549	71.429	46.857	1968.000	1.160	46.857	0.455
79	22.023	15.773	1735	1.220	20.357	18.762	788	1.211	18.762	0.993	20.357	855	1.574	20.357	18.762	788	1.211	18.762	0.769	74.690	3137	2.727	74.690	49.429	2076	1.207	49.429	0.443
80	21.256	12.959	1257	0.963	19.452	19.214	807	1.173	19.214	1.218	19.452	817	1.445	19.452	19.214	807	1.173	19.214	0.812	69.429	2916	2.441	69.429	45.714	1920	1.121	45.714	0.459
81	19.514	17.761	1563	1.339	16.357	19.929	837.000	1.241	19.929	0.927	16.357	687	1.233	16.357	19.929	837.000	1.241	19.929	1.007	72.286	3036.000	2.591	72.286	41.619	1748	1.021	41.619	0.394
82	18.752	24.140	2245	1.792	28.286	19.524	820.000	1.190	19.524	0.664	28.286	1188	2.100	28.286	19.524	820.000	1.190	19.524	0.567	61.690	2591	2.178	61.690	42.548	1787.000	1.058	42.548	0.486
83	17.794	18.400	1656.000	1.303	17.262	22.286	936	1.280	22.286	0.982	17.262	725	1.223	17.262	22.286	936	1.280	22.286	1.046	72.024	3025	2.431	72.024	36.619	1538	0.910	36.619	0.374
84	16.752	14.760	1107	1.071	21.214	23.524	988.000	1.399	23.524	1.305	21.214	891	1.540	21.214	23.524	988.000	1.399	23.524	0.908	66.143	2778	2.269	66.143	36.762	1544	0.915	36.762	0.403
85	16.817	24.869	2089	1.778	22.381	18	756	1.045	18	0.587	22.381	940	1.600	22.381	18	756	1.045	18	0.653	54.500	2289	1.863	54.500	40.429	1698	1.011	40.429	0.543
86	13.022	18.967	1138	1.345	19.905	26.929	1131	1.538	26.929	1.143	19.905	836	1.412	19.905	26.929	1131	1.538	26.929	1.089	78.881	3313	2.681	78.881	44.643	1875.000	1.139	44.643	0.425
87	11.845	23.885	1457	1.642	23.643	23.548	989	1.295	23.548	0.788	23.643	993	1.626	23.643	23.548	989	1.295	23.548	0.796	60.357	2535	1.971	60.357	34.048	1430.000	0.858	34.048	0.436
88	12.752	19.397	1125	1.323	18.190	26.024	1093	1.408	26.024	1.064	18.190	764	1.241	18.190	26.024	1093	1.408	26.024	1.135	65.786	2763.000	2.142	65.786	30.952	1300	0.771	30.952	0.360
89	13.038	22.692	1180	1.556	17.571	21.429	900.000	1.172	21.429	0.753	17.571	738.000	1.205	17.571	21.429	900.000	1.172	21.429	0.973	60.476	2540	1.974	60.476	32.571	1368	0.812	32.571	0.412
90	13.022	17.724	1028	1.236	22.286	17.714	744	0.997	17.714	0.806	22.286	936	1.554	22.286	17.714	744	0.997	17.714	0.641	48.381	2032	1.622	48.381	45	1890	1.119	45	0.690
91	13.259	15.623	953	1.075	23.571	21.762	914	1.190	21.762	1.108	23.571	990.000	1.621	23.571	21.762	914	1.190	21.762	0.734	62.976	2645	2.052	62.976	38.119	1601	0.954	38.119	0.465
92	14.252	18.771	1314	1.255	19.952	26.357	1107	1.402	26.357	1.117	19.952	838	1.334	19.952	26.357	1107	1.402	26.357	1.051	71.024	2983	2.270	71.024	31.571	1326	0.791	31.571	0.348
93	17.813	19.050	1524	1.294	21.286	25.286	1062	1.370	25.286	1.059	21.286	894	1.446	21.286	25.286	1062	1.370	25.286	0.947	86.571	3636	2.799	86.571	29.167	1225	0.730	29.167	0.261
94	16.008	19.904	1453	1.306	21.095	16.048	674	0.832	16.048	0.637	21.095	886	1.385	21.095	16.048	674	0.832	16.048	0.601	77.262	3245	2.450	77.262	47.214	1983	1.182	47.214	0.482
95	15.033	21.102	1245	1.372	24.905	22.548	947	1.154	22.548	0.841	24.905	1046	1.620	24.905	22.548	947	1.154	22.548	0.713	83.571	3510	2.608	83.571	41.500	1743	1.042	41.500	0.399
96	16.250	20.538	1643	1.320	21.476	27.405	1151	1.390	27.405	1.053	21.476	902.000	1.380	21.476	27.405	1151	1.390	27.405	1.007	78.476	3296	2.427	78.476	30.048	1262	0.754	30.048	0.311
97	14.758	18.956	1289	1.224	27.262	30.476	1280	1.554	30.476	1.269	27.262	1145	1.760	27.262	30.476	1280	1.554	30.476	0.882	79	3318	2.462	79	44.214	1857	1.110	44.214	0.451
98	17.017	21.829	1659	1.444	32.167	28.214	1185	1.486	28.214	1.030	32.167	1351	2.128	32.167	28.214	1185	1.486	28.214	0.699	89.667	3766	2.831	89.667	32.714	1374	0.820	32.714	0.290
99	18.312	25.512	2194	1.662	32.381	28.095	1180	1.449	28.095	0.872	32.381	1360	2.109	32.381	28.095	1180	1.449	28.095	0.687	82.357	3459	2.609	82.357	33.405	1403	0.852	33.405	0.327
100	15.532	23.494	1809	1.465	31.190	30.405	1277	1.483	30.405	1.013	31.190	1310	1.945	31.190	30.405	1277	1.483	30.405	0.763	67.238	2824	2.034	67.238	29.857	1254	0.753	29.857	0.370
101	14.180	25.314	1772	1.566	23.262	23.214	975	1.116	23.214	0.713	23.262	977	1.439	23.262	23.214	975	1.116	23.214	0.776	73.333	3080	2.191	73.333	26.857	1128	0.683	26.857	0.312
102	12.093	19.571	1096	1.189	21.405	24.190	1016	1.148	24.190	0.965	21.405	899	1.301	21.405	24.190	1016	1.148	24.190	0.882	70.667	2968	2.101	70.667	31.929	1341	0.810	31.929	0.386
103	11.102	18.673	971	1.148	32	34.905	1466	1.689	34.905	1.471	32	1344	1.968	32	34.905	1466	1.689	34.905	0.858	74.333	3122	2.218	74.333	32.548	1367.000	0.824	32.548	0.372
104	10.028	30.863	1574	1.971	20.976	36.714	1542	1.835	36.714	0.931	20.976	881.000	1.339	20.976	36.714	1542	1.835	36.714	1.370	75.143	3156	2.302	75.143	43.619	1832	1.098	43.619	0.477
105	9.280	22.195	910	1.408	18.762	40.286	1692	2.000	40.286	1.420	18.762	788	1.190	18.762	40.286	1692	2.000	40.286	1.680	72.738	3055	2.235	72.738	41.190	1730	1.037	41.190	0.464
106	10.607	36.776	1802	2.247	33.095	41.714	1752	2.000	41.714	0.890	33.095	1390	2.022	33.095	41.714	1752	2.000	41.714	0.989	69.619	2924	2.087	69.619	36.524	1534	0.921	36.524	0.441
107	11.543	27.304	1529	1.697	23.857	33.190	1394	1.621	33.190	0.955	23.857	1002	1.483	23.857	33.190	1394	1.621	33.190	1.093	55.929	2349	1.712	55.929	37.762	1586	0.953	37.762	0.557
108	9.264	20.767	893	1.279	29.024	26.929	1131	1.287	26.929	1.006	29.024	1219	1.788	29.024	26.929	1131	1.287	26.929	0.720	48.786	2049	1.467	48.786	33.286	1398	0.842	33.286	0.574
109	12.253	34.800	2088	2.134	31.310	32.310	1357	1.540	32.310	0.722	31.310	1315	1.920	31.310	32.310	1357	1.540	32.310	0.802	53.524	2248	1.608	53.524	32.786	1377	0.831	32.786	0.516
110	14.853	27.370	1998	1.722	21.810	20.738	871	1.009	20.738	0.586	21.810	916	1.372	21.810	20.738	871	1.009	20.738	0.735	38.762	1628	1.180	38.762	37.833	1589	0.951	37.833	0.806
111	12.003	21.650	1299	1.348	24.667	34.333	1442	1.656	34.333	1.228	24.667	1036	1.536	24.667	34.333	1442	1.656	34.333	1.078	49.071	2061	1.498	49.071	45.952	1930.000	1.189	45.952	0.794
112	16.752	32.256	2645	1.935	30.167	38.881	1633	1.794	38.881	0.927	30.167	1267	1.810	30.167	38.881	1633	1.794	38.881	0.991	80.262	3371	2.362	80.262	42.167	1771	1.069	42.167	0.453
113	19.265	30.636	3033	1.873	33.333	33.071	1389	1.572	33.071	0.839	33.333	1400	2.038	33.333	33.071	1389	1.572	33.071	0.771	60.952	2560	1.813	60.952	37.190	1562	0.935	37.190	0.516
114	18.527	30.558	2903	1.845	33.381	37.643	1581.000	1.744	37.643	0.945	33.381	1402	2.016	33.381	37.643	1581.000	1.744	37.643	0.865	74.429	3126	2.215	74.429	33.071	1389	0.831	33.071	0.375
115	17.862	25.968	2441	1.493	37.714	37.857	1590.000	1.677	37.857	1.124	37.714	1584	2.168	37.714	37.857	1590.000	1.677	37.857	0.774	75.976	3191	2.188	75.976	38.976	1637	0.984	38.976	0.450
116	15.102	29.406	2029.000	1.721	27.952	30.786	1293	1.381	30.786	0.802	27.952	1174	1.636	27.952	30.786	1293	1.381	30.786	0.844	49.024	2059	1.430	49.024	36.357	1527.000	0.918	36.357	0.642
117	15.662	23.805	1952	1.338	32.262	29.595	1243	1.266	29.595	0.946	32.262	1355	1.814	32.262	29.595	1243	1.266	29.595	0.698	59.929	2517	1.746	59.929	25.595	1075	0.646	25.595	0.370
118	12.562	22.649	1291	1.374	28.262	26.619	1118	1.239	26.619	0.902	28.262	1187	1.714	28.262	26.619	1118	1.239	26.619	0.723	45.071	1893	1.352	45.071	23.071	969.000	0.580	23.071	0.429
119	17.962	20.155	1693	1.138	23.024	26.952	1132	1.157	26.952	1.017	23.024	967.000	1.300	23.024	26.952	1132	1.157	26.952	0.890	49.929	2097	1.442	49.929	26.500	1113	0.672	26.500	0.466
120	13.730	20.607	1257	1.180	28.929	30.976	1301	1.347	30.976	1.142	28.929	1215	1.656	28.929	30.976	1301	1.347	30.976	0.814	52.643	2211	1.529	52.643	32.095	1348	0.809	32.095	0.529
121	10.512	16.620	831	0.970	23.405	42.833	1799	1.886	42.833	1.945	23.405	983	1.366	23.405	42.833	1799	1.886	42.833	1.381	71.952	3022	2.132	71.952	32.333	1358	0.811	32.333	0.381
122	11.026	39.980	1999.000	2.334	34.786	41.381	1738	1.843	41.381	0.790	34.786	1461	2.030	34.786	41.381	1738	1.843	41.381	0.908	50.952	2140	1.510	50.952	34.119	1433	0.863	34.119	0.572
123	12.253	23.071	1292	1.390	33.643	37.929	1593	1.757	37.929	1.263	33.643	1413.000	2.027	33.643	37.929	1593	1.757	37.929	0.866	51.476	2162	1.562	51.476	31.857	1338	0.806	31.857	0.516
124	11.761	24.815	1340	1.437	22.310	45.310	1903	2.022	45.310	1.407	22.310	937	1.292	22.310	45.310	1903	2.022	45.310	1.565	51.190	2150	1.550	51.190	40.714	1710	1.030	40.714	0.665
125	14.803	27.585	1793	1.550	30.929	41.929	1761	1.798	41.929	1.160	30.929	1299	1.738	30.929	41.929	1761	1.798	41.929	1.034	67.643	2841	2.008	67.643	43.857	1842.000	1.105	43.857	0.550
