Frame	Mem Length	A-CatApicalMean	A-CatApicalSum	A-CatApicalNorm	A-CatApicalVertices	ActinApicalMean	ActinApicalSum	ActinApicalNorm	ActinApicalVertices	ApicalRatio	A-CatMedialMean	A-CatMedialSum	A-CatMedialNorm	A-CatMedialVertices	ActinMedialMean	ActinMedialSum	ActinMedialNorm	ActinMedialVertices	MedialRatio	A-CatBasalMean	A-CatBasalSum	A-CatBasalNorm	A-CatBasalVertices	ActinBasalMean	ActinBasalSum	ActinBasalNorm	ActinBasalVertices	BasalRatio
30	24.282	24.545	3019	1.475	30.738	46.500	1953	2.156	46.500	1.461	30.738	1291	1.848	30.738	46.500	1953	2.156	46.500	1.167	71.976	3023	2.117	71.976	31.190	1310	0.753	31.190	0.356
31	25.520	28.669	3727	1.718	34.548	35.905	1508	1.661	35.905	0.967	34.548	1451.000	2.070	34.548	35.905	1508	1.661	35.905	0.802	76.500	3213	2.230	76.500	28.976	1217	0.698	28.976	0.313
32	20.252	30.078	3068	1.857	31.095	36.357	1527.000	1.746	36.357	0.940	31.095	1306	1.919	31.095	36.357	1527.000	1.746	36.357	0.910	73.595	3091.000	2.152	73.595	43.143	1812.000	1.039	43.143	0.483
33	16.031	20.100	1608	1.294	27.905	35.214	1479	1.755	35.214	1.356	27.905	1172	1.796	27.905	35.214	1479	1.755	35.214	0.977	62.810	2638	1.892	62.810	32.071	1347	0.766	32.071	0.405
34	14.009	24.254	1528	1.521	29.976	34.643	1455.000	1.653	34.643	1.087	29.976	1259	1.880	29.976	34.643	1455.000	1.653	34.643	0.880	65.524	2752	1.942	65.524	31.024	1303	0.745	31.024	0.384
35	12.253	21.730	1369	1.432	25.667	35.619	1496	1.819	35.619	1.270	25.667	1078	1.692	25.667	35.619	1496	1.819	35.619	1.075	44.476	1868	1.352	44.476	35.381	1486	0.846	35.381	0.626
36	12.253	24.278	1311	1.582	30.381	31.429	1320	1.582	31.429	1.000	30.381	1276	1.980	30.381	31.429	1320	1.582	31.429	0.799	55.762	2342	1.679	55.762	36.452	1531.000	0.878	36.452	0.523
37	14.036	25.100	1757	1.675	20.952	34.095	1432	1.780	34.095	1.063	20.952	880	1.398	20.952	34.095	1432	1.780	34.095	1.273	52.024	2185	1.601	52.024	39.929	1677	0.953	39.929	0.595
38	19.059	23.518	1999.000	1.568	37.738	39.905	1676	2.080	39.905	1.326	37.738	1585	2.516	37.738	39.905	1676	2.080	39.905	0.827	47.571	1998	1.477	47.571	33.548	1409.000	0.801	33.548	0.542
39	21.013	26.064	2450	1.759	37.476	39.500	1659	2.076	39.500	1.181	37.476	1574	2.529	37.476	39.500	1659	2.076	39.500	0.821	61.190	2570	1.912	61.190	44.976	1889	1.073	44.976	0.561
40	21.001	19.632	1865	1.354	26.024	50.024	2101	2.735	50.024	2.020	26.024	1093	1.795	26.024	50.024	2101	2.735	50.024	1.524	71.476	3002	2.282	71.476	53.786	2259	1.274	53.786	0.559
41	20.804	22.516	2139	1.543	26.810	27.119	1139	1.459	27.119	0.946	26.810	1126	1.837	26.810	27.119	1139	1.459	27.119	0.795	61.905	2600	1.963	61.905	38.619	1622	0.919	38.619	0.468
42	19.041	29.621	2577	1.991	19.881	31.262	1313	1.657	31.262	0.832	19.881	835	1.336	19.881	31.262	1313	1.657	31.262	1.240	72	3024	2.253	72	49.095	2062	1.176	49.095	0.522
43	17.250	18.718	1591	1.280	26.381	34.548	1451.000	1.875	34.548	1.466	26.381	1108	1.804	26.381	34.548	1451.000	1.875	34.548	1.040	54.833	2303	1.727	54.833	28.405	1193	0.682	28.405	0.395
44	15.628	25.641	2000	1.702	19.738	45.952	1930.000	2.378	45.952	1.397	19.738	829	1.310	19.738	45.952	1930.000	2.378	45.952	1.815	59.048	2480	1.804	59.048	41.095	1726	0.988	41.095	0.547
45	15.758	19.457	1362	1.388	24	33.190	1394	1.899	33.190	1.368	24	1008	1.712	24	33.190	1394	1.899	33.190	1.109	66.405	2789.000	2.190	66.405	42.690	1793	1.022	42.690	0.467
46	18.502	21.817	2029	1.545	25.905	40.905	1718	2.326	40.905	1.506	25.905	1088	1.834	25.905	40.905	1718	2.326	40.905	1.268	58.095	2440	1.916	58.095	39.857	1674.000	0.955	39.857	0.498
47	21.756	26.936	2963	1.896	33.024	47.452	1993.000	2.653	47.452	1.399	33.024	1387	2.325	33.024	47.452	1993.000	2.653	47.452	1.141	67.238	2824	2.198	67.238	45.238	1900	1.081	45.238	0.492
48	18.002	22.444	2020.000	1.606	31.762	46.048	1934.000	2.596	46.048	1.616	31.762	1334	2.273	31.762	46.048	1934.000	2.596	46.048	1.142	69.333	2912	2.305	69.333	51.762	2174	1.225	51.762	0.531
49	18.250	18.833	1695	1.382	22.667	35.833	1505	2.122	35.833	1.536	22.667	952	1.663	22.667	35.833	1505	2.122	35.833	1.276	82.333	3458	2.825	82.333	43.714	1836	1.033	43.714	0.366
50	18.252	19.373	1608	1.406	17.429	32.405	1361	1.884	32.405	1.340	17.429	732.000	1.265	17.429	32.405	1361	1.884	32.405	1.489	87.405	3671.000	2.950	87.405	49.190	2066	1.166	49.190	0.395
51	14.285	20.629	1444	1.545	23.310	32.548	1367.000	2.006	32.548	1.298	23.310	979	1.746	23.310	32.548	1367.000	2.006	32.548	1.149	89.762	3770	3.225	89.762	35.429	1488	0.934	35.429	0.290
52	14.502	17.900	1253	1.384	23.833	25.262	1061	1.629	25.262	1.177	23.833	1001	1.842	23.833	25.262	1061	1.629	25.262	0.884	69.167	2905	2.599	69.167	32.048	1346.000	0.866	32.048	0.333
53	15.268	19.392	1532	1.440	16.310	22.048	926	1.351	22.048	0.938	16.310	685	1.211	16.310	22.048	926	1.351	22.048	1.116	69.429	2916	2.479	69.429	38.214	1605	1.023	38.214	0.413
54	11.524	16.949	1000.000	1.295	15.881	20.238	850	1.284	20.238	0.992	15.881	667	1.214	15.881	20.238	850	1.284	20.238	1.058	52.071	2187	1.888	52.071	32.286	1356	0.866	32.286	0.459
55	6.047	19.033	571	1.457	23.024	28.405	1193	1.805	28.405	1.239	23.024	967.000	1.762	23.024	28.405	1193	1.805	28.405	1.025	56.976	2393	2.122	56.976	37.667	1582	1.030	37.667	0.485
56	13.521	18.524	1167	1.402	15.738	28.905	1214	1.790	28.905	1.277	15.738	661	1.191	15.738	28.905	1214	1.790	28.905	1.503	61.548	2585	2.258	61.548	35.286	1482	0.973	35.286	0.431
57	10.359	23.689	1066	1.768	33.238	25.262	1061	1.552	25.262	0.877	33.238	1396	2.481	33.238	25.262	1061	1.552	25.262	0.625	53.262	2237	1.908	53.262	29.357	1233	0.813	29.357	0.426
58	10.253	18.679	990	1.358	17.119	23.738	997	1.406	23.738	1.035	17.119	719	1.245	17.119	23.738	997	1.406	23.738	1.129	62.786	2637	2.206	62.786	30.071	1263	0.836	30.071	0.379
59	10.262	26.400	1188	1.902	23.833	31.095	1306	1.836	31.095	0.965	23.833	1001	1.717	23.833	31.095	1306	1.836	31.095	1.069	63.714	2676	2.194	63.714	33.524	1408	0.909	33.524	0.414
60	13.770	21.350	1281	1.586	34.571	39.476	1658	2.391	39.476	1.507	34.571	1452	2.568	34.571	39.476	1658	2.391	39.476	0.931	58.310	2449	2.049	58.310	33.429	1404	0.857	33.429	0.418
61	14.769	19.727	1302	1.410	29.286	23.690	995	1.354	23.690	0.961	29.286	1230	2.093	29.286	23.690	995	1.354	23.690	0.647	61.786	2595	2.111	61.786	32.738	1375	0.828	32.738	0.392
62	15.168	23.091	1778	1.641	26.214	29.714	1248	1.690	29.714	1.030	26.214	1101	1.863	26.214	29.714	1248	1.690	29.714	0.907	66.857	2808	2.238	66.857	37.405	1571	0.941	37.405	0.421
63	18.265	22.889	2060	1.588	32.500	32.667	1372	1.795	32.667	1.130	32.500	1365	2.255	32.500	32.667	1372	1.795	32.667	0.796	61.571	2586	2.013	61.571	34.762	1460	0.874	34.762	0.434
64	14.009	21.457	1502	1.500	14.357	28.857	1212	1.601	28.857	1.067	14.357	603	1.004	14.357	28.857	1212	1.601	28.857	1.595	53.429	2244	1.747	53.429	30.595	1285	0.765	30.595	0.438
65	13.537	24.615	1280	1.699	19.667	35.690	1499	1.937	35.690	1.140	19.667	826	1.358	19.667	35.690	1499	1.937	35.690	1.427	61.310	2575	1.956	61.310	33.071	1389	0.821	33.071	0.420
66	13.759	23.701	1588.000	1.603	31.500	40.929	1719	2.195	40.929	1.369	31.500	1323	2.131	31.500	40.929	1719	2.195	40.929	1.030	75.952	3190	2.409	75.952	42	1764	1.037	42	0.430
67	14.259	22.197	1465	1.487	19.071	45.071	1893	2.399	45.071	1.614	19.071	801.000	1.278	19.071	45.071	1893	2.399	45.071	1.878	59.548	2501	1.874	59.548	46.738	1963	1.161	46.738	0.620
68	13.002	31.914	1851	2.238	34.524	46.048	1934.000	2.575	46.048	1.151	34.524	1450	2.421	34.524	46.048	1934.000	2.575	46.048	1.064	64.833	2723	2.112	64.833	48.286	2028	1.182	48.286	0.560
69	16.031	23.950	1916	1.659	26.238	36.143	1518.000	1.974	36.143	1.190	26.238	1102	1.817	26.238	36.143	1518.000	1.974	36.143	1.086	57.976	2435	1.874	57.976	42.810	1798	1.052	42.810	0.561
70	23.012	22.330	2300	1.564	22.286	33.381	1402	1.878	33.381	1.201	22.286	936	1.561	22.286	33.381	1402	1.878	33.381	1.203	78.190	3284	2.585	78.190	60.595	2545	1.496	60.595	0.579
71	18.250	20.711	1864	1.471	17.143	37.738	1585	2.154	37.738	1.464	17.143	720	1.218	17.143	37.738	1585	2.154	37.738	1.769	51.214	2151	1.700	51.214	48.095	2020	1.181	48.095	0.695
72	17.295	18.714	1572	1.349	18.048	35.143	1476.000	2.035	35.143	1.508	18.048	758	1.301	18.048	35.143	1476.000	2.035	35.143	1.564	53.429	2244	1.834	53.429	43.738	1837	1.111	43.738	0.606
73	18.792	20.212	1718	1.458	22.405	33.357	1401.000	1.943	33.357	1.333	22.405	941	1.617	22.405	33.357	1401.000	1.943	33.357	1.202	62.714	2634	2.141	62.714	47.429	1992	1.174	47.429	0.548
74	16.750	20.950	1676	1.506	21.286	42.571	1788	2.461	42.571	1.634	21.286	894	1.530	21.286	42.571	1788	2.461	42.571	1.608	47.643	2001.000	1.605	47.643	39.762	1670	0.987	39.762	0.615
75	10.277	18.840	942	1.393	23.357	29.333	1232	1.769	29.333	1.270	23.357	981	1.727	23.357	29.333	1232	1.769	29.333	1.024	58.262	2447	2.048	58.262	42.238	1774	1.060	42.238	0.518
76	9.250	20.044	902	1.487	19.429	26.643	1119	1.633	26.643	1.098	19.429	816.000	1.441	19.429	26.643	1119	1.633	26.643	1.133	58.310	2449	2.072	58.310	37.357	1569.000	0.969	37.357	0.468
77	9.801	17.404	818.000	1.311	17.143	23.571	990.000	1.468	23.571	1.120	17.143	720	1.291	17.143	23.571	990.000	1.468	23.571	1.137	47.738	2005	1.690	47.738	33.619	1412	0.846	33.619	0.501
78	9.763	23.349	1004	1.742	24.214	18.190	764	1.124	18.190	0.645	24.214	1017	1.807	24.214	18.190	764	1.124	18.190	0.622	46.452	1951.000	1.658	46.452	27.048	1136	0.670	27.048	0.404
79	8.126	19	760	1.469	12.524	16	672	1.033	16	0.703	12.524	526	0.968	12.524	16	672	1.033	16	1.066	32.833	1379	1.199	32.833	26.167	1099	0.639	26.167	0.533
80	8.883	11.156	502	0.829	15.071	16.810	706	1.026	16.810	1.238	15.071	633	1.120	15.071	16.810	706	1.026	16.810	0.916	34.310	1441	1.206	34.310	27.667	1162	0.679	27.667	0.563
81	9.250	15.760	788	1.188	12.881	21.214	891	1.321	21.214	1.112	12.881	541	0.971	12.881	21.214	891	1.321	21.214	1.361	40.048	1682.000	1.436	40.048	33.667	1414	0.826	33.667	0.575
82	8.515	20.700	828	1.537	14.119	14.738	619	0.898	14.738	0.585	14.119	593	1.048	14.119	14.738	619	0.898	14.738	0.857	31.143	1308	1.100	31.143	26.786	1125	0.666	26.786	0.605
83	8.764	25.316	962.000	1.793	20.524	22.262	935	1.278	22.262	0.713	20.524	862.000	1.454	20.524	22.262	935	1.278	22.262	0.879	47.976	2015	1.619	47.976	32.190	1352	0.800	32.190	0.494
84	7.250	14.114	494	1.025	15.500	28.333	1190	1.684	28.333	1.644	15.500	651	1.125	15.500	28.333	1190	1.684	28.333	1.497	48.405	2033	1.660	48.405	34.381	1444	0.855	34.381	0.515
85	7.500	22.743	796	1.626	16.952	37.048	1556.000	2.150	37.048	1.322	16.952	712	1.212	16.952	37.048	1556.000	2.150	37.048	1.774	57.095	2398	1.952	57.095	32.690	1373	0.818	32.690	0.419
86	9.003	31.175	1247	2.211	17.571	44.214	1857	2.526	44.214	1.142	17.571	738.000	1.246	17.571	44.214	1857	2.526	44.214	2.026	77.357	3249	2.629	77.357	44.929	1887	1.146	44.929	0.436
87	12.750	23.215	1509	1.596	22.667	40.429	1698	2.223	40.429	1.393	22.667	952	1.558	22.667	40.429	1698	2.223	40.429	1.426	68.571	2880	2.239	68.571	46.119	1937	1.163	46.119	0.519
88	15.518	20.957	1467	1.430	20.262	27.262	1145	1.475	27.262	1.032	20.262	851	1.383	20.262	27.262	1145	1.475	27.262	1.067	65.595	2755.000	2.136	65.595	54.833	2303	1.366	54.833	0.640
89	15.518	19.500	1365	1.337	18.690	33.595	1411	1.837	33.595	1.374	18.690	785	1.281	18.690	33.595	1411	1.837	33.595	1.434	59.119	2483	1.929	59.119	46.452	1951.000	1.158	46.452	0.600
90	17.252	22	1870	1.534	21.976	34.667	1456	1.951	34.667	1.271	21.976	923.000	1.533	21.976	34.667	1456	1.951	34.667	1.273	51.071	2145	1.712	51.071	54.524	2290	1.356	54.524	0.792
91	18.312	25.440	2137	1.750	31.310	47.095	1978	2.576	47.095	1.472	31.310	1315	2.154	31.310	47.095	1978	2.576	47.095	1.196	66.381	2788	2.163	66.381	49.571	2082	1.241	49.571	0.574
92	16.049	22.458	1617	1.501	27.214	56.238	2362	2.991	56.238	1.992	27.214	1143	1.819	27.214	56.238	2362	2.991	56.238	1.644	78.690	3305	2.515	78.690	37.167	1561	0.931	37.167	0.370
93	20.752	26.095	2740	1.772	18.857	40.452	1699.000	2.191	40.452	1.236	18.857	792	1.281	18.857	40.452	1699.000	2.191	40.452	1.711	76.310	3205	2.467	76.310	39.167	1645	0.981	39.167	0.397
94	13.288	28.154	1830	1.848	35.690	45.643	1917.000	2.365	45.643	1.280	35.690	1499	2.342	35.690	45.643	1917.000	2.365	45.643	1.010	74.429	3126	2.361	74.429	39.071	1641	0.978	39.071	0.414
95	15.258	17.773	1333	1.156	27.119	45.810	1924	2.345	45.810	2.029	27.119	1139	1.764	27.119	45.810	1924	2.345	45.810	1.330	74.857	3144	2.336	74.857	32.548	1367.000	0.817	32.548	0.350
96	15.052	24.388	1634	1.568	26.524	40.548	1703.000	2.057	40.548	1.312	26.524	1114	1.705	26.524	40.548	1703.000	2.057	40.548	1.207	64.524	2710	1.995	64.524	32.667	1372	0.820	32.667	0.411
97	12.870	15.761	1056	1.018	28.976	29.333	1232	1.495	29.333	1.469	28.976	1217	1.871	28.976	29.333	1232	1.495	29.333	0.799	64.071	2691	1.996	64.071	33.524	1408	0.841	33.524	0.421
98	14.020	29.127	2068	1.927	22.714	41.238	1732	2.173	41.238	1.128	22.714	954	1.502	22.714	41.238	1732	2.173	41.238	1.446	71.786	3015.000	2.266	71.786	31.857	1338	0.799	31.857	0.352
99	11	18.527	1019	1.207	31.595	41.048	1724.000	2.116	41.048	1.754	31.595	1327	2.058	31.595	41.048	1724.000	2.116	41.048	1.028	48.929	2055	1.550	48.929	45.381	1906	1.157	45.381	0.747
100	12.789	32.349	2038	2.017	32.810	46.048	1934.000	2.246	46.048	1.114	32.810	1378	2.045	32.810	46.048	1934.000	2.246	46.048	1.098	73.071	3069	2.210	73.071	41.095	1726	1.037	41.095	0.469
101	11.045	29.614	1688	1.832	25.595	33.048	1388.000	1.589	33.048	0.867	25.595	1075	1.583	25.595	33.048	1388.000	1.589	33.048	1.003	57.143	2400	1.707	57.143	33.238	1396	0.845	33.238	0.495
102	11	28.836	1586	1.753	30	38.548	1619.000	1.829	38.548	1.044	30	1260	1.823	30	38.548	1619.000	1.829	38.548	1.003	45.548	1913.000	1.354	45.548	31.405	1319	0.797	31.405	0.588
103	9.513	25.136	1106	1.546	17.429	39.905	1676	1.931	39.905	1.249	17.429	732.000	1.072	17.429	39.905	1676	1.931	39.905	1.802	75	3150	2.237	75	39.119	1643	0.991	39.119	0.443
104	9.250	23.920	1196	1.527	32.762	57.524	2416	2.875	57.524	1.882	32.762	1376	2.092	32.762	57.524	2416	2.875	57.524	1.374	61.976	2603	1.898	61.976	31.643	1329	0.797	31.643	0.420
105	14.020	32.031	2050	2.032	34.476	53.881	2263	2.674	53.881	1.316	34.476	1448	2.187	34.476	53.881	2263	2.674	53.881	1.223	66.333	2786	2.038	66.333	33.190	1394	0.835	33.190	0.410
106	13.038	25.585	1663	1.563	25.381	38.500	1617	1.846	38.500	1.181	25.381	1066	1.551	25.381	38.500	1617	1.846	38.500	1.190	57.976	2435	1.738	57.976	28.167	1183	0.710	28.167	0.409
107	13.770	30.517	1831	1.897	35.810	35.500	1491	1.734	35.500	0.914	35.810	1504	2.226	35.810	35.500	1491	1.734	35.500	0.779	55.643	2337	1.703	55.643	32.881	1381	0.830	32.881	0.487
108	9.503	25.574	1202	1.576	36.048	39.071	1641	1.868	39.071	1.185	36.048	1514.000	2.221	36.048	39.071	1641	1.868	39.071	0.841	56.024	2353	1.685	56.024	30.571	1284	0.773	30.571	0.459
109	10.607	27.792	1473	1.705	27.905	49.429	2076	2.357	49.429	1.383	27.905	1172	1.712	27.905	49.429	2076	2.357	49.429	1.377	62.167	2611	1.868	62.167	37.071	1557	0.939	37.071	0.503
110	12.253	30.263	1725	1.904	34.548	42.476	1784	2.066	42.476	1.085	34.548	1451.000	2.173	34.548	42.476	1784	2.066	42.476	0.951	55.476	2330	1.688	55.476	37.571	1578	0.945	37.571	0.559
111	12.502	31.393	1758	1.955	41.500	56.024	2353	2.702	56.024	1.382	41.500	1743	2.585	41.500	56.024	2353	2.702	56.024	1.045	69.214	2907.000	2.113	69.214	37.690	1583	0.975	37.690	0.462
112	13.502	29.478	1975	1.768	33.714	44.619	1874	2.059	44.619	1.164	33.714	1416	2.022	33.714	44.619	1874	2.059	44.619	1.018	56.929	2391	1.675	56.929	50.738	2131	1.286	50.738	0.768
113	16.757	30.667	2576	1.875	33.190	34.857	1464.000	1.656	34.857	0.884	33.190	1394	2.029	33.190	34.857	1464.000	1.656	34.857	0.816	53.143	2232	1.581	53.143	32.833	1379	0.826	32.833	0.522
114	13.770	26.358	1766	1.592	31.167	39.762	1670	1.842	39.762	1.157	31.167	1309	1.882	31.167	39.762	1670	1.842	39.762	0.979	58.643	2463	1.745	58.643	34.024	1429	0.855	34.024	0.490
115	8.764	31.368	1192	1.803	36.333	57	2394	2.526	57	1.401	36.333	1526	2.089	36.333	57	2394	2.526	57	1.209	48.333	2030	1.392	48.333	36	1512	0.909	36	0.653
116	9.503	28.116	1209	1.646	25.667	48	2016	2.153	48	1.308	25.667	1078	1.503	25.667	48	2016	2.153	48	1.433	39.190	1646	1.143	39.190	39.238	1648	0.990	39.238	0.866
117	13.509	34.283	2057	1.927	50.762	45.333	1904	1.939	45.333	1.006	50.762	2132	2.854	50.762	45.333	1904	1.939	45.333	0.679	52.690	2213	1.535	52.690	36.548	1535.000	0.922	36.548	0.601
118	14.534	30.676	2270	1.860	26.524	56.405	2369	2.625	56.405	1.411	26.524	1114	1.609	26.524	56.405	2369	2.625	56.405	1.632	45.310	1903	1.359	45.310	31.952	1342	0.804	31.952	0.591
119	12.500	35.277	2293	1.992	31.024	49.452	2077	2.124	49.452	1.066	31.024	1303	1.752	31.024	49.452	2077	2.124	49.452	1.212	55.190	2318	1.594	55.190	33.810	1420	0.857	33.810	0.538
120	10.277	40.894	1922	2.341	34.667	55.071	2313	2.395	55.071	1.023	34.667	1456	1.985	34.667	55.071	2313	2.395	55.071	1.207	50.333	2114	1.462	50.333	33.619	1412	0.847	33.619	0.579
121	13	35.769	2325	2.087	46.905	54.405	2285	2.396	54.405	1.148	46.905	1970	2.737	46.905	54.405	2285	2.396	54.405	0.875	43.786	1839	1.297	43.786	37.476	1574	0.940	37.476	0.725
122	15.002	28.373	2128	1.656	38.048	45.905	1928	2.044	45.905	1.234	38.048	1598.000	2.221	38.048	45.905	1928	2.044	45.905	0.920	65.190	2738	1.932	65.190	33.095	1390	0.837	33.095	0.433
123	15.008	29.840	2238	1.798	40.286	49.095	2062	2.274	49.095	1.264	40.286	1692	2.428	40.286	49.095	2062	2.274	49.095	0.937	67.571	2838	2.051	67.571	30.667	1288	0.776	30.667	0.378
124	15.782	27.623	2127	1.600	42.071	54.452	2287	2.430	54.452	1.519	42.071	1767	2.437	42.071	54.452	2287	2.430	54.452	0.997	51.929	2181	1.572	51.929	35.857	1506.000	0.907	35.857	0.577
