Frame	Mem Length	A-CatApicalMean	A-CatApicalSum	A-CatApicalNorm	A-CatApicalVertices	ActinApicalMean	ActinApicalSum	ActinApicalNorm	ActinApicalVertices	ApicalRatio	A-CatMedialMean	A-CatMedialSum	A-CatMedialNorm	A-CatMedialVertices	ActinMedialMean	ActinMedialSum	ActinMedialNorm	ActinMedialVertices	MedialRatio	A-CatBasalMean	A-CatBasalSum	A-CatBasalNorm	A-CatBasalVertices	ActinBasalMean	ActinBasalSum	ActinBasalNorm	ActinBasalVertices	BasalRatio
19	15.670	14.712	1177	0.828	24.405	23.262	977	0.986	23.262	1.191	24.405	1025	1.373	24.405	23.262	977	0.986	23.262	0.718	75.286	3162.000	2.075	75.286	29.619	1244	0.701	29.619	0.338
20	20.025	15.388	1231	0.885	22.190	22.024	925.000	0.972	22.024	1.098	22.190	932	1.276	22.190	22.024	925.000	0.972	22.024	0.761	89.905	3776.000	2.508	89.905	28.643	1203	0.679	28.643	0.271
21	17.208	15.705	1225	0.922	13.976	18.786	789	0.832	18.786	0.903	13.976	587	0.820	13.976	18.786	789	0.832	18.786	1.015	70.762	2972	1.997	70.762	33.143	1392.000	0.780	33.143	0.391
22	15	14.987	1124	0.876	29.690	29.548	1241	1.329	29.548	1.516	29.690	1247	1.736	29.690	29.548	1241	1.329	29.548	0.765	95.310	4003	2.689	95.310	42.595	1789	1.011	42.595	0.376
23	17.013	21.532	1658	1.254	22.571	27.619	1160	1.232	27.619	0.982	22.571	948.000	1.314	22.571	27.619	1160	1.232	27.619	0.937	75.071	3153	2.120	75.071	38.452	1615.000	0.917	38.452	0.433
24	19.669	20.082	1707	1.148	23.452	30.881	1297	1.346	30.881	1.172	23.452	985	1.341	23.452	30.881	1297	1.346	30.881	1.004	74.667	3136	2.101	74.667	44.690	1877	1.068	44.690	0.509
25	21.708	23.566	2333	1.431	25.429	25.167	1057	1.187	25.167	0.829	25.429	1068	1.545	25.429	25.167	1057	1.187	25.167	0.768	74.643	3135	2.148	74.643	43.214	1815	1.031	43.214	0.480
26	21	17.181	1804	1.071	22.024	33.167	1393	1.597	33.167	1.491	22.024	925.000	1.373	22.024	33.167	1393	1.597	33.167	1.163	71.119	2987	2.094	71.119	61.667	2590	1.473	61.667	0.704
27	22.343	26.586	3084	1.573	24.500	32.952	1384.000	1.494	32.952	0.950	24.500	1029	1.449	24.500	32.952	1384.000	1.494	32.952	1.031	91.095	3826.000	2.610	91.095	55.381	2326	1.329	55.381	0.509
28	22.395	24.327	2749	1.462	24.929	39.476	1658	1.835	39.476	1.255	24.929	1047	1.498	24.929	39.476	1658	1.835	39.476	1.225	103.857	4362	3.015	103.857	43.929	1845	1.059	43.929	0.351
29	24.669	20.823	2353	1.281	33.619	33.905	1424	1.623	33.905	1.267	33.619	1412	2.068	33.619	33.905	1424	1.623	33.905	0.785	64.095	2692.000	1.914	64.095	55.786	2343	1.336	55.786	0.698
30	22.755	22.826	2625	1.372	16.524	28.048	1178	1.300	28.048	0.948	16.524	694.000	0.993	16.524	28.048	1178	1.300	28.048	1.309	76.119	3197	2.239	76.119	46.476	1952	1.122	46.476	0.501
31	22.356	21.936	2413	1.314	24.238	37.714	1584	1.744	37.714	1.327	24.238	1018	1.452	24.238	37.714	1584	1.744	37.714	1.201	61.762	2594	1.800	61.762	43.381	1822	1.045	43.381	0.580
32	19.667	21.440	2144	1.323	21.048	43.095	1810	2.070	43.095	1.564	21.048	884	1.299	21.048	43.095	1810	2.070	43.095	1.593	66.357	2787	1.940	66.357	57.786	2427	1.391	57.786	0.717
33	19.359	19.755	1857	1.272	31.619	33.714	1416	1.680	33.714	1.321	31.619	1328	2.035	31.619	33.714	1416	1.680	33.714	0.825	77.786	3267.000	2.343	77.786	63.762	2678	1.523	63.762	0.650
34	17.082	19.906	1692	1.248	18.214	19.524	820.000	0.932	19.524	0.747	18.214	765	1.142	18.214	19.524	820.000	0.932	19.524	0.816	62.310	2617	1.847	62.310	50.905	2138	1.223	50.905	0.662
35	16.829	15.133	1135	0.997	12.929	25.548	1073	1.305	25.548	1.308	12.929	543	0.852	12.929	25.548	1073	1.305	25.548	1.531	55.762	2342	1.695	55.762	64.976	2729	1.554	64.976	0.916
36	23.118	16.304	1875	1.063	16.333	26.095	1096	1.313	26.095	1.236	16.333	686	1.065	16.333	26.095	1096	1.313	26.095	1.234	61.548	2585	1.853	61.548	42.238	1774	1.018	42.238	0.549
37	19.379	14.242	1410	0.951	21.738	19.786	831	1.033	19.786	1.087	21.738	913	1.451	21.738	19.786	831	1.033	19.786	0.712	44.810	1882	1.379	44.810	46.024	1933	1.099	46.024	0.797
38	18.812	17.165	1459	1.144	19.548	15.738	661	0.820	15.738	0.717	19.548	821	1.303	19.548	15.738	661	0.820	15.738	0.629	52.952	2224	1.644	52.952	51.786	2175	1.236	51.786	0.752
39	18.382	13.024	1107	0.879	12.381	20.381	856	1.071	20.381	1.219	12.381	520	0.835	12.381	20.381	856	1.071	20.381	1.282	57.524	2416	1.798	57.524	32.452	1363.000	0.774	32.452	0.431
40	17.820	21.149	1988.000	1.459	14.262	12.310	517	0.673	12.310	0.461	14.262	599	0.984	14.262	12.310	517	0.673	12.310	0.684	38.667	1624	1.234	38.667	34.786	1461	0.824	34.786	0.668
41	17.413	17.276	1503	1.184	17.643	17.381	730	0.935	17.381	0.790	17.643	741	1.209	17.643	17.381	730	0.935	17.381	0.774	45.762	1922	1.451	45.762	31.571	1326	0.751	31.571	0.518
42	18.028	18.422	1658.000	1.238	16.643	15.571	654	0.825	15.571	0.666	16.643	699	1.118	16.643	15.571	654	0.825	15.571	0.738	53.833	2261	1.685	53.833	34.333	1442	0.822	34.333	0.488
43	17.333	19.647	1670	1.343	22.310	23.119	971	1.255	23.119	0.934	22.310	937	1.525	22.310	23.119	971	1.255	23.119	0.823	67.857	2850	2.137	67.857	40.286	1692	0.967	40.286	0.452
44	16.388	23.392	1731	1.553	19.857	25.405	1067	1.315	25.405	0.847	19.857	834	1.318	19.857	25.405	1067	1.315	25.405	0.997	82.095	3448.000	2.509	82.095	45.429	1908	1.092	45.429	0.435
45	17.346	18.631	1565	1.329	15.667	19.976	839.000	1.143	19.976	0.860	15.667	658	1.118	15.667	19.976	839.000	1.143	19.976	1.022	58.833	2471	1.940	58.833	51	2142	1.220	51	0.629
46	16.364	20.612	1381	1.459	20.238	20.714	870	1.178	20.714	0.807	20.238	850	1.433	20.238	20.714	870	1.178	20.714	0.822	64.095	2692.000	2.114	64.095	44.452	1867.000	1.065	44.452	0.504
47	13.683	21.043	1473	1.481	19.571	25.500	1071	1.426	25.500	0.963	19.571	822.000	1.378	19.571	25.500	1071	1.426	25.500	1.035	68.690	2885	2.245	68.690	57.310	2407	1.369	57.310	0.610
48	16.388	20.333	1525	1.455	17.571	17.500	735	0.987	17.500	0.678	17.571	738.000	1.258	17.571	17.500	735	0.987	17.500	0.785	57.714	2424	1.919	57.714	50.476	2120	1.194	50.476	0.622
49	17.013	51.104	3935	1.753	52.214	14	588	0.829	14	0.473	17.381	730	1.275	17.381	14	588	0.829	14	0.650	52.214	2193	1.791	52.214	55.357	2325	1.308	55.357	0.730
50	15.337	52.025	4162	1.756	59.405	22.595	949	1.313	22.595	0.748	18.429	774.000	1.337	18.429	22.595	949	1.313	22.595	0.982	59.405	2495	2.005	59.405	60.405	2537	1.432	60.405	0.714
51	17.013	41.619	3496	1.495	57.857	29.548	1241	1.821	29.548	1.218	26.119	1097	1.957	26.119	29.548	1241	1.821	29.548	0.931	57.857	2430	2.079	57.857	59.476	2498	1.568	59.476	0.754
52	16.337	43.650	3492	1.640	50.643	15.976	671	1.030	15.976	0.628	17.262	725	1.334	17.262	15.976	671	1.030	15.976	0.772	50.643	2127	1.903	50.643	57.571	2418	1.556	57.571	0.818
53	15.015	17.029	1158	1.264	21.976	27.500	1155	1.685	27.500	1.333	21.976	923.000	1.631	21.976	27.500	1155	1.685	27.500	1.033	55.190	2318	1.971	55.190	46.143	1938.000	1.235	46.143	0.627
54	19.516	16.352	1439	1.250	19.214	18.833	791	1.195	18.833	0.957	19.214	807	1.468	19.214	18.833	791	1.195	18.833	0.814	50.333	2114	1.825	50.333	40.095	1684	1.076	40.095	0.589
55	18.003	14.235	1153	1.089	20.357	13.500	567	0.858	13.500	0.788	20.357	855	1.558	20.357	13.500	567	0.858	13.500	0.551	60.167	2527	2.241	60.167	48.643	2043.000	1.330	48.643	0.594
56	18.049	17.183	1409	1.301	19.214	21.833	917	1.352	21.833	1.040	19.214	807	1.454	19.214	21.833	917	1.352	21.833	0.930	41.810	1756	1.534	41.810	43.071	1809	1.188	43.071	0.774
57	15.681	10.150	812	0.758	16.119	22.690	953	1.394	22.690	1.839	16.119	677	1.203	16.119	22.690	953	1.394	22.690	1.158	46.071	1935	1.651	46.071	39.714	1668	1.100	39.714	0.666
58	17	20.624	1753	1.500	17.310	28.262	1187	1.673	28.262	1.116	17.310	727	1.259	17.310	28.262	1187	1.673	28.262	1.329	61.167	2569	2.149	61.167	35.905	1508	0.998	35.905	0.465
59	16.333	14.312	1145	1.031	15.881	19.524	820.000	1.153	19.524	1.118	15.881	667	1.144	15.881	19.524	820.000	1.153	19.524	1.007	55.667	2338	1.917	55.667	41.952	1762.000	1.137	41.952	0.593
60	17.679	14.905	1252	1.107	21.405	18.738	787	1.135	18.738	1.025	21.405	899	1.590	21.405	18.738	787	1.135	18.738	0.714	52.167	2191	1.833	52.167	38.190	1604	0.980	38.190	0.534
61	21.357	12.800	1088	0.915	17.071	14.976	629	0.856	14.976	0.936	17.071	717.000	1.220	17.071	14.976	629	0.856	14.976	0.702	64.500	2709	2.203	64.500	39.286	1650	0.994	39.286	0.451
62	19.345	14.384	1237	1.022	18.119	13.667	574	0.777	13.667	0.760	18.119	761	1.288	18.119	13.667	574	0.777	13.667	0.603	42.214	1773	1.413	42.214	50.976	2141	1.283	50.976	0.908
63	16.003	15.812	1265	1.097	22.619	25.452	1069	1.398	25.452	1.274	22.619	950	1.570	22.619	25.452	1069	1.398	25.452	0.891	56.667	2380	1.853	56.667	42.667	1792	1.073	42.667	0.579
64	15.670	17.625	1269	1.232	17.286	23.714	996	1.316	23.714	1.068	17.286	726	1.208	17.286	23.714	996	1.316	23.714	1.089	67.119	2819	2.195	67.119	43.595	1831	1.090	43.595	0.497
65	14.472	19.414	1126	1.340	23.167	15.167	637	0.823	15.167	0.614	23.167	973	1.599	23.167	15.167	637	0.823	15.167	0.515	70.524	2962	2.250	70.524	42.952	1804.000	1.066	42.952	0.474
66	12.776	20.531	1314	1.389	17.333	19.595	823	1.051	19.595	0.757	17.333	728	1.172	17.333	19.595	823	1.051	19.595	0.896	58.333	2450	1.850	58.333	50.571	2124	1.248	50.571	0.675
67	14.907	16.068	1173.000	1.076	17.238	17.429	732.000	0.928	17.429	0.862	17.238	724	1.155	17.238	17.429	732.000	0.928	17.429	0.804	45.381	1906	1.429	45.381	51.167	2149	1.271	51.167	0.890
68	13.068	21.197	1399	1.486	16.310	22.857	960	1.278	22.857	0.860	16.310	685	1.144	16.310	22.857	960	1.278	22.857	1.118	34.500	1449	1.124	34.500	42.714	1794	1.046	42.714	0.930
69	14.395	16.333	1078	1.131	14.190	23.643	993	1.291	23.643	1.142	14.190	596	0.983	14.190	23.643	993	1.291	23.643	1.314	48.167	2023	1.557	48.167	44.952	1888.000	1.105	44.952	0.709
70	13.671	20.683	1303	1.448	23.976	19.381	814	1.090	19.381	0.753	23.976	1007.000	1.679	23.976	19.381	814	1.090	19.381	0.649	37.238	1564	1.231	37.238	64.333	2702	1.588	64.333	1.290
71	18.714	17.565	1493.000	1.248	19.286	22.286	936	1.272	22.286	1.019	19.286	810	1.370	19.286	22.286	936	1.272	22.286	0.928	59.381	2494	1.971	59.381	57.214	2403	1.405	57.214	0.713
72	19.847	14.944	1330	1.077	17.476	24.762	1040	1.434	24.762	1.331	17.476	734.000	1.260	17.476	24.762	1040	1.434	24.762	1.138	61.643	2589	2.116	61.643	46.690	1961	1.186	46.690	0.560
73	21.066	15.738	1684	1.136	16.738	19.905	836	1.160	19.905	1.021	16.738	703	1.208	16.738	19.905	836	1.160	19.905	0.960	57.500	2415	1.963	57.500	52.024	2185	1.287	52.024	0.656
74	21.003	19.484	1851	1.401	21.429	25.857	1086	1.495	25.857	1.067	21.429	900.000	1.540	21.429	25.857	1086	1.495	25.857	0.970	65.024	2731	2.191	65.024	44.357	1863.000	1.101	44.357	0.502
75	18.856	13.200	1122	0.976	13.310	15.143	636	0.913	15.143	0.936	13.310	559	0.984	13.310	15.143	636	0.913	15.143	0.928	59.690	2507	2.098	59.690	48.333	2030	1.213	48.333	0.578
76	18.670	16.827	1363	1.248	18.500	18.714	786	1.147	18.714	0.919	18.500	777	1.372	18.500	18.714	786	1.147	18.714	0.836	52.357	2199	1.860	52.357	55.357	2325	1.436	55.357	0.772
77	14.670	15.537	1041	1.170	19.095	16.667	700	1.038	16.667	0.887	19.095	802	1.438	19.095	16.667	700	1.038	16.667	0.722	47.238	1984	1.672	47.238	37.714	1584	0.949	37.714	0.568
78	13.017	16.085	949	1.200	14.500	17.548	737	1.084	17.548	0.903	14.500	609	1.082	14.500	17.548	737	1.084	17.548	1.002	37.952	1594.000	1.355	37.952	39.762	1670	0.984	39.762	0.727
79	14.670	14.324	974	1.108	11.214	12.643	531	0.816	12.643	0.737	11.214	471.000	0.867	11.214	12.643	531	0.816	12.643	0.941	26.024	1093	0.950	26.024	37.286	1566	0.910	37.286	0.958
80	16.087	13.639	982	1.013	13.762	20.595	865	1.257	20.595	1.241	13.762	578	1.022	13.762	20.595	865	1.257	20.595	1.230	53.881	2263	1.894	53.881	36.429	1530	0.893	36.429	0.472
81	19.437	38.620	3051	1.384	42.643	15.762	662	0.982	15.762	0.709	15.833	665	1.194	15.833	15.762	662	0.982	15.762	0.822	42.643	1791.000	1.529	42.643	45.643	1917.000	1.120	45.643	0.733
82	18.049	36.700	2936	1.296	30.071	20.167	847	1.229	20.167	0.949	16.905	710	1.255	16.905	20.167	847	1.229	20.167	0.980	30.071	1263	1.062	30.071	43.238	1816	1.075	43.238	1.012
83	19.186	46.225	4114	1.560	40.571	17.405	731	0.999	17.405	0.641	16.595	697	1.176	16.595	17.405	731	0.999	17.405	0.850	40.571	1704	1.369	40.571	43.571	1830	1.082	43.571	0.791
84	13.337	46.200	3003	1.585	37.786	16.119	677	0.958	16.119	0.605	14.619	614	1.061	14.619	16.119	677	0.958	16.119	0.903	37.786	1587	1.296	37.786	50.643	2127	1.260	50.643	0.972
85	11.743	18.702	1066	1.337	16.429	15.381	646	0.893	15.381	0.668	16.429	690.000	1.175	16.429	15.381	646	0.893	15.381	0.760	42.952	1804.000	1.468	42.952	33.881	1423	0.847	33.881	0.577
86	16.388	20.493	1537	1.454	17.667	17.476	734.000	0.998	17.476	0.687	17.667	742	1.253	17.667	17.476	734.000	0.998	17.476	0.797	43.214	1815	1.469	43.214	36.881	1549	0.941	36.881	0.641
87	19.379	17.205	1514	1.183	17.762	22.381	940	1.231	22.381	1.040	17.762	746	1.221	17.762	22.381	940	1.231	22.381	1.008	48.405	2033	1.581	48.405	36.571	1536	0.922	36.571	0.583
88	18.741	13	1196	0.887	24.643	22.833	959	1.236	22.833	1.393	24.643	1035	1.681	24.643	22.833	959	1.236	22.833	0.735	72.286	3036.000	2.353	72.286	38.190	1604	0.951	38.190	0.404
89	21.792	13.969	1369	0.958	16.333	18.333	770	1.002	18.333	1.047	16.333	686	1.120	16.333	18.333	770	1.002	18.333	0.895	48.190	2024	1.573	48.190	36.857	1548.000	0.919	36.857	0.584
90	25.412	11.512	1462	0.803	16.405	15.810	664	0.890	15.810	1.108	16.405	689	1.144	16.405	15.810	664	0.890	15.810	0.778	41.143	1728.000	1.379	41.143	33.690	1415	0.838	33.690	0.608
91	20.989	16.680	1718	1.147	13.786	16.714	702	0.914	16.714	0.797	13.786	579	0.948	13.786	16.714	702	0.914	16.714	0.964	48	2016	1.564	48	41.429	1740	1.037	41.429	0.663
92	22.669	15.437	1590	1.032	22.357	22.143	930	1.178	22.143	1.141	22.357	939	1.495	22.357	22.143	930	1.178	22.143	0.788	48.929	2055	1.564	48.929	41.571	1746	1.041	41.571	0.666
93	22	15.282	1681	1.038	27.071	22.190	932	1.202	22.190	1.158	27.071	1137	1.838	27.071	22.190	932	1.202	22.190	0.654	59.024	2479	1.908	59.024	40.524	1702	1.015	40.524	0.532
94	24	17.325	2079	1.137	14.833	15.833	665	0.821	15.833	0.722	14.833	623	0.974	14.833	15.833	665	0.821	15.833	0.843	51.357	2157	1.629	51.357	42.071	1767	1.053	42.071	0.647
95	22.706	15.272	1573	0.993	13.857	18.095	760	0.926	18.095	0.933	13.857	582	0.901	13.857	18.095	760	0.926	18.095	1.028	35.143	1476.000	1.097	35.143	31.214	1311	0.783	31.214	0.714
96	16.347	13.558	1166	0.872	12.262	26.667	1120	1.353	26.667	1.553	12.262	515	0.788	12.262	26.667	1120	1.353	26.667	1.717	38.500	1617	1.191	38.500	44.143	1854.000	1.108	44.143	0.931
97	17.670	21.377	1646.000	1.380	25.286	17.738	745	0.904	17.738	0.655	25.286	1062	1.633	25.286	17.738	745	0.904	17.738	0.554	49.976	2099	1.557	49.976	43.381	1822	1.089	43.381	0.699
98	15.059	13.986	965	0.925	12.143	16.333	686	0.860	16.333	0.930	12.143	510	0.803	12.143	16.333	686	0.860	16.333	1.071	62.071	2607	1.959	62.071	42.286	1776	1.060	42.286	0.541
99	15.015	15.176	1032	0.988	17.833	15.952	670	0.822	15.952	0.832	17.833	749	1.162	17.833	15.952	670	0.822	15.952	0.708	56.976	2393	1.805	56.976	41.643	1749.000	1.062	41.643	0.588
100	14.727	17.053	1279	1.063	15.310	16.262	683	0.793	16.262	0.746	15.310	643	0.954	15.310	16.262	683	0.793	16.262	0.831	72.048	3026	2.179	72.048	38.738	1627	0.978	38.738	0.449
101	14.701	18.240	1368.000	1.128	22.524	17.214	723	0.828	17.214	0.733	22.524	946.000	1.393	22.524	17.214	723	0.828	17.214	0.594	74.571	3132	2.228	74.571	38.833	1631	0.987	38.833	0.443
102	11.411	19.340	1025	1.175	25.905	23.190	974	1.100	23.190	0.936	25.905	1088	1.574	25.905	23.190	974	1.100	23.190	0.699	78.024	3277	2.320	78.024	37.762	1586	0.958	37.762	0.413
103	12.671	15.354	998	0.944	19.952	20.714	870	1.002	20.714	1.062	19.952	838	1.227	19.952	20.714	870	1.002	20.714	0.817	62.143	2610	1.854	62.143	29.881	1255	0.757	29.881	0.408
104	11.353	21.580	1079	1.378	21.857	14.024	589	0.701	14.024	0.509	21.857	918	1.396	21.857	14.024	589	0.701	14.024	0.502	51.262	2153	1.570	51.262	39.286	1650	0.989	39.286	0.630
105	14.701	22	1276	1.396	18.119	16.429	690.000	0.815	16.429	0.584	18.119	761	1.149	18.119	16.429	690.000	0.815	16.429	0.709	69.667	2926	2.141	69.667	34.667	1456	0.872	34.667	0.408
106	14.670	23.382	1590	1.429	24.476	23.667	994	1.135	23.667	0.794	24.476	1028	1.495	24.476	23.667	994	1.135	23.667	0.759	61.619	2588	1.847	61.619	39.286	1650	0.991	39.286	0.536
107	15.667	20.187	1514	1.255	14.976	27.024	1135	1.320	27.024	1.052	14.976	629	0.931	14.976	27.024	1135	1.320	27.024	1.418	69.357	2913	2.123	69.357	30.310	1273	0.765	30.310	0.360
108	15.004	16.313	1093	1.005	26.857	24.952	1048	1.193	24.952	1.187	26.857	1128	1.655	26.857	24.952	1048	1.193	24.952	0.721	61.500	2583	1.849	61.500	32.119	1349	0.813	32.119	0.439
109	15.794	16.443	1299	1.009	14.571	26.381	1108	1.258	26.381	1.247	14.571	612	0.894	14.571	26.381	1108	1.258	26.381	1.407	61.857	2598	1.859	61.857	36.190	1520	0.917	36.190	0.493
110	15.723	11.203	829.000	0.705	13.929	15.238	640	0.741	15.238	1.052	13.929	585	0.876	13.929	15.238	640	0.741	15.238	0.846	51.405	2159	1.564	51.405	37.048	1556.000	0.931	37.048	0.595
111	12	19.150	1149	1.193	20.405	19.738	829	0.952	19.738	0.798	20.405	857	1.271	20.405	19.738	829	0.952	19.738	0.749	63.452	2665	1.937	63.452	42.786	1797	1.107	42.786	0.572
112	12.494	14.460	911	0.867	19.762	19.476	818.000	0.899	19.476	1.036	19.762	830	1.185	19.762	19.476	818.000	0.899	19.476	0.758	52.667	2212	1.550	52.667	34.857	1464.000	0.884	34.857	0.570
113	13.768	16.828	1077	1.029	14.786	21.238	892	1.009	21.238	0.981	14.786	621	0.904	14.786	21.238	892	1.009	21.238	1.117	50.619	2126	1.506	50.619	38.810	1630	0.976	38.810	0.648
114	15.033	25.893	1942	1.564	16.762	27.714	1164	1.284	27.714	0.821	16.762	704	1.012	16.762	27.714	1164	1.284	27.714	1.269	53.857	2262	1.603	53.857	43.048	1808.000	1.081	43.048	0.675
115	16.279	18.012	1495.000	1.036	23.167	25.643	1077	1.136	25.643	1.097	23.167	973	1.332	23.167	25.643	1077	1.136	25.643	0.853	52.095	2188	1.500	52.095	42.262	1775	1.067	42.262	0.711
116	15.839	25.775	1830	1.509	23.286	20.357	855	0.913	20.357	0.605	23.286	978	1.363	23.286	20.357	855	0.913	20.357	0.670	67.476	2834	1.968	67.476	46.190	1940	1.166	46.190	0.592
117	15.463	21.962	1713.000	1.235	18.310	18.524	778.000	0.792	18.524	0.642	18.310	769	1.029	18.310	18.524	778.000	0.792	18.524	0.770	43.500	1827	1.267	43.500	37.667	1582	0.951	37.667	0.750
118	16.003	18.361	1322	1.114	15.286	16.262	683	0.757	16.262	0.680	15.286	642	0.927	15.286	16.262	683	0.757	16.262	0.816	43.071	1809	1.292	43.071	29.667	1246	0.746	29.667	0.578
119	16.333	18.753	1594	1.059	19.810	17.048	716	0.732	17.048	0.691	19.810	832	1.119	19.810	17.048	716	0.732	17.048	0.654	53.976	2267	1.559	53.976	42.143	1770.000	1.069	42.143	0.685
120	16.364	15.779	1357	0.903	17.238	22.262	935	0.968	22.262	1.072	17.238	724	0.987	17.238	22.262	935	0.968	22.262	0.981	50.310	2113	1.461	50.310	42.524	1786	1.072	42.524	0.733
121	15.333	19.440	1458	1.135	20.548	21.214	891	0.934	21.214	0.823	20.548	863	1.199	20.548	21.214	891	0.934	21.214	0.779	43.310	1819	1.283	43.310	47.381	1990	1.189	47.381	0.926
122	12.293	21.051	1242	1.229	20.833	22.667	952	1.009	22.667	0.821	20.833	875	1.216	20.833	22.667	952	1.009	22.667	0.830	53.905	2264	1.598	53.905	48	2016	1.214	48	0.760
123	12.042	12.150	729	0.732	11.238	21.286	894	0.986	21.286	1.346	11.238	472.000	0.677	11.238	21.286	894	0.986	21.286	1.456	55.262	2321	1.677	55.262	54.238	2278	1.372	54.238	0.818
124	11.411	15.415	817	0.893	18.405	18.619	782	0.831	18.619	0.930	18.405	773	1.066	18.405	18.619	782	0.831	18.619	0.779	49.357	2073	1.495	49.357	36.476	1532	0.923	36.476	0.618
125	9.667	18.160	908	1.020	17.452	20.357	855	0.873	20.357	0.855	17.452	733	0.981	17.452	20.357	855	0.873	20.357	0.890	51.381	2158	1.525	51.381	49.833	2093	1.255	49.833	0.823
